Player,Team,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,IBB,HBP,SAC,SF,TB,XBH,GDP,GO,AO,GO_AO,NP,PA
" Cabrera, E",SD,SS,115,398,49,98,19,3,2,24,43,110,44,4,0.246,0.324,0.324,0.648,2,3,5,0,129,24,3,137,61,2.25,1825,449
" Upton Jr., M",TB,CF,146,573,79,141,29,3,28,78,45,169,31,6,0.246,0.298,0.454,0.752,0,1,4,8,260,60,13,136,152,0.89,2321,633
" Cozart, Z",CIN,SS,138,561,72,138,33,4,15,35,31,113,4,0,0.246,0.288,0.399,0.687,0,3,2,3,224,52,11,157,169,0.93,2272,600
" Lopez, J",CWS,2B,81,236,18,58,14,0,4,28,9,41,0,1,0.246,0.27,0.356,0.626,0,0,0,3,84,18,9,79,70,1.13,907,248
" Nix, L",PHI,RF,70,114,13,28,10,0,3,16,12,42,0,0,0.246,0.315,0.412,0.727,0,0,0,1,47,13,1,25,21,1.19,496,127
" Jennings, D",TB,CF,132,505,85,124,19,7,13,47,46,120,31,2,0.246,0.314,0.388,0.702,1,5,6,1,196,39,7,133,142,0.94,2213,563
" Kearns, A",MIA,LF,87,147,21,36,6,0,4,16,22,44,2,1,0.245,0.366,0.367,0.733,1,6,0,0,54,10,8,55,20,2.75,681,175
" Mayberry Jr., J",PHI,LF,149,441,53,108,24,0,14,46,34,111,1,0,0.245,0.301,0.395,0.695,2,2,0,2,174,38,17,150,91,1.65,1934,479
" Rolen, S",CIN,3B,92,294,26,72,17,2,8,39,30,62,2,1,0.245,0.318,0.398,0.716,0,3,0,3,117,27,5,77,91,0.85,1353,330
" Blanco, G",SF,RF,141,393,56,96,14,5,5,34,51,104,26,6,0.244,0.333,0.344,0.676,2,2,5,2,135,24,0,103,97,1.06,1789,453
" Adams, M",STL,1B,27,86,8,21,6,0,2,13,5,24,0,0,0.244,0.286,0.384,0.669,0,0,0,0,33,8,3,22,22,1,322,91
" Lowrie, J",HOU,SS,97,340,43,83,18,0,16,42,43,65,2,0,0.244,0.331,0.438,0.769,0,2,0,2,149,34,3,67,130,0.52,1547,387
" Hannahan, J",CLE,3B,105,287,23,70,16,0,4,29,27,63,0,2,0.244,0.312,0.341,0.654,0,2,1,1,98,20,9,82,83,0.99,1276,318
" Olmedo, R",CWS,SS,20,41,8,10,2,0,0,1,0,9,0,0,0.244,0.244,0.293,0.537,0,0,1,0,12,2,1,15,9,1.67,139,42
" Alvarez, P",PIT,3B,149,525,64,128,25,1,30,85,57,180,1,0,0.244,0.317,0.467,0.784,6,1,0,3,245,56,10,138,92,1.5,2281,586
" Rivera, J",LAD,LF,109,312,30,76,14,0,9,47,18,35,1,3,0.244,0.286,0.375,0.661,1,3,0,6,117,23,15,126,96,1.31,1241,339
" Nava, D",BOS,LF,88,267,38,65,21,0,6,33,37,63,3,0,0.243,0.352,0.39,0.742,1,9,2,2,104,27,5,72,76,0.95,1286,317
" Tabata, J",PIT,RF,103,333,43,81,20,3,3,16,29,58,8,12,0.243,0.315,0.348,0.664,0,6,6,0,116,26,7,149,58,2.57,1396,374
" Nix, J",NYY,3B,74,177,24,43,13,0,4,18,14,53,6,3,0.243,0.306,0.384,0.69,0,2,9,0,68,17,4,53,41,1.29,759,202
" Maybin, C",SD,CF,147,507,67,123,20,5,8,45,44,110,26,7,0.243,0.306,0.349,0.656,1,4,3,3,177,33,12,183,109,1.68,2039,561
" Pastornicky, T",ATL,SS,76,169,21,41,6,1,2,13,10,32,2,0,0.243,0.287,0.325,0.613,1,1,7,1,55,9,5,82,27,3.04,725,188
" Quintanilla, O",BAL,SS,65,169,25,41,8,0,4,16,16,42,0,1,0.243,0.312,0.361,0.673,1,2,1,2,61,12,3,59,33,1.79,765,190
" Avila, A",DET,C,116,367,42,89,21,2,9,48,61,104,2,0,0.243,0.352,0.384,0.736,2,2,2,2,141,32,12,114,76,1.5,1805,434
" Johnson, E",TB,SS,123,297,32,72,10,2,6,33,24,84,18,6,0.242,0.304,0.35,0.654,0,3,5,2,104,18,3,86,65,1.32,1234,331
" Reddick, J",OAK,RF,156,611,85,148,29,5,32,85,55,151,11,1,0.242,0.305,0.463,0.768,8,2,1,4,283,66,15,122,210,0.58,2672,673
" Abreu, B",LAD,RF,100,219,29,53,11,1,3,24,37,56,6,2,0.242,0.35,0.342,0.693,3,0,0,1,75,15,7,70,48,1.46,1097,257
" Moustakas, M",KC,3B,149,563,69,136,34,1,20,73,39,124,5,2,0.242,0.296,0.412,0.708,4,7,0,5,232,55,4,121,191,0.63,2416,614
" LaPorta, M",CLE,1B,22,58,2,14,2,0,1,5,1,17,0,0,0.241,0.267,0.328,0.594,0,1,0,0,19,3,1,13,15,0.87,207,60
" Stewart, C",NYY,C,55,141,15,34,8,0,1,13,10,21,2,0,0.241,0.292,0.319,0.611,0,1,3,2,45,9,1,37,55,0.67,580,157
" Bautista, J",TOR,RF,92,332,64,80,14,0,27,65,59,63,5,2,0.241,0.358,0.527,0.886,2,4,0,4,175,41,11,90,114,0.79,1709,399
" Izturis, C",WSH,SS,62,166,13,40,7,2,2,11,3,13,1,1,0.241,0.254,0.343,0.598,0,0,4,0,57,11,7,80,44,1.82,548,173
" Donaldson, J",OAK,3B,75,274,34,66,16,0,9,33,14,61,4,1,0.241,0.289,0.398,0.687,0,5,0,1,109,25,6,81,73,1.11,1084,294
" Valdespin, J",NYM,CF,94,191,28,46,9,1,8,26,10,44,10,3,0.241,0.286,0.424,0.71,0,2,3,0,81,18,2,65,41,1.59,792,206
" Casilla, A",MIN,2B,106,299,33,72,17,2,1,30,16,52,21,1,0.241,0.282,0.321,0.603,0,3,3,5,96,20,6,122,67,1.82,1195,326
" Gonzalez, A",TEX,2B,24,54,7,13,2,1,0,4,0,9,0,0,0.241,0.241,0.315,0.556,0,0,1,0,17,3,0,19,14,1.36,168,55
" Joyce, M",TB,LF,124,399,55,96,18,3,17,59,55,102,4,3,0.241,0.341,0.429,0.769,4,6,1,1,171,38,10,101,112,0.9,1882,462
" McLouth, N",BAL,LF,89,266,39,64,14,1,7,20,27,61,12,1,0.241,0.314,0.38,0.694,1,2,2,1,101,22,2,73,73,1,1206,298
" Martinez, J",HOU,LF,113,395,34,95,14,3,11,55,40,96,0,2,0.241,0.311,0.375,0.685,0,1,0,2,148,28,18,137,87,1.57,1643,439
" Boesch, B",DET,RF,132,470,52,113,22,2,12,54,26,104,6,3,0.24,0.286,0.372,0.659,1,5,0,2,175,36,11,151,115,1.31,1812,503
" Smith, S",OAK,LF,125,383,55,92,23,2,14,52,50,98,2,2,0.24,0.333,0.42,0.754,7,5,0,3,161,39,4,106,94,1.13,1821,441
" Amarista, A",SD,SS,106,275,36,66,15,5,5,32,17,42,8,4,0.24,0.282,0.385,0.668,1,0,6,2,106,25,2,97,80,1.21,1036,300
" Delgado, R",ATL,P,16,25,3,6,0,0,0,1,0,9,0,0,0.24,0.24,0.24,0.48,0,0,3,0,6,0,1,12,2,6,99,28
" Iannetta, C",LAA,C,79,221,27,53,6,1,9,26,29,60,1,3,0.24,0.332,0.398,0.73,0,2,0,1,88,16,4,59,54,1.09,1024,253
" Francisco, B",TB,LF,82,192,14,46,14,1,4,15,13,49,0,1,0.24,0.285,0.385,0.67,0,0,0,2,74,19,1,42,58,0.72,797,207
" Ibanez, R",NYY,LF,130,384,50,92,19,3,19,62,35,67,3,0,0.24,0.308,0.453,0.761,5,4,0,2,174,41,14,123,118,1.04,1659,425
" Duda, L",NYM,LF,121,401,43,96,15,0,15,57,51,120,1,0,0.239,0.329,0.389,0.718,0,4,0,3,156,30,5,80,113,0.71,1899,459
" Baker, J",ATL,1B,83,188,18,45,12,1,4,25,11,48,4,1,0.239,0.279,0.378,0.656,1,0,0,2,71,17,7,63,41,1.54,722,201
" Peralta, J",DET,SS,150,531,58,127,32,3,13,63,49,105,1,2,0.239,0.305,0.384,0.689,3,2,1,2,204,48,20,166,156,1.06,2301,585
" Pearce, S",BAL,1B,61,159,16,38,8,1,4,26,20,41,1,2,0.239,0.328,0.377,0.705,1,3,2,4,60,13,4,39,51,0.76,737,188
" Morgan, N",MIL,CF,122,289,44,69,5,3,3,16,20,63,12,5,0.239,0.302,0.308,0.61,0,6,7,0,89,11,4,109,59,1.85,1217,322
" Carter, C",OAK,1B,67,218,38,52,12,0,16,39,39,83,0,0,0.239,0.35,0.514,0.864,1,0,0,3,112,28,4,40,50,0.8,1106,260
" Wheeler, R",ARI,3B,50,109,11,26,6,1,1,10,9,22,1,0,0.239,0.294,0.339,0.634,0,0,0,1,37,8,4,38,28,1.36,480,119
" Baker, J",SD,C,63,193,17,46,8,0,0,14,20,41,2,1,0.238,0.31,0.28,0.59,2,0,1,0,54,8,4,62,49,1.27,797,214
" Hardy, J",BAL,SS,158,663,85,158,30,2,22,68,38,106,0,0,0.238,0.282,0.389,0.671,4,3,7,2,258,54,21,211,218,0.97,2799,713
" Giavotella, J",KC,2B,53,181,21,43,7,1,1,15,8,35,3,0,0.238,0.27,0.304,0.574,0,0,0,0,55,9,4,57,50,1.14,729,189
" Helton, T",COL,1B,69,240,31,57,16,1,7,37,39,44,1,1,0.238,0.343,0.4,0.743,1,1,0,3,96,24,6,73,75,0.97,1181,283
" Lough, D",KC,CF,20,59,9,14,2,1,0,2,4,9,1,0,0.237,0.292,0.305,0.597,0,1,0,1,18,3,2,17,22,0.77,225,65
" Martinez, F",HOU,LF,41,118,12,28,7,1,6,14,6,34,0,1,0.237,0.3,0.466,0.766,0,5,0,1,55,14,1,37,21,1.76,490,130
" Presley, A",PIT,LF,104,346,46,82,14,7,10,25,18,72,9,7,0.237,0.279,0.405,0.683,0,2,4,0,140,31,5,141,60,2.35,1491,370
" Pena, B",KC,C,68,212,16,50,10,1,2,25,9,24,0,1,0.236,0.262,0.321,0.583,0,0,1,4,68,13,7,84,66,1.27,826,226
" Brown, D",PHI,LF,56,187,21,44,11,2,5,26,21,34,0,0,0.235,0.316,0.396,0.712,2,2,0,2,74,18,6,63,54,1.17,825,212
" Darnell, J",SD,LF,7,17,1,4,1,0,1,1,2,2,0,0,0.235,0.316,0.471,0.786,0,0,0,0,8,2,3,8,6,1.33,78,19
" Francoeur, J",KC,RF,148,561,58,132,26,3,16,49,34,119,4,7,0.235,0.287,0.378,0.665,9,7,0,1,212,45,14,178,147,1.21,2367,603
" Suzuki, K",WSH,C,118,408,36,96,20,0,6,43,20,73,2,0,0.235,0.276,0.328,0.605,3,5,4,5,134,26,5,108,145,0.74,1645,442
" Vizquel, O",TOR,2B,60,153,13,36,5,1,0,7,7,17,3,2,0.235,0.265,0.281,0.546,0,0,1,2,43,6,5,45,63,0.71,588,163
" Youkilis, K",CWS,3B,122,438,72,103,15,2,19,60,51,108,0,0,0.235,0.336,0.409,0.745,2,17,0,3,179,36,10,124,116,1.07,2220,509
" Wigginton, T",PHI,1B,125,315,40,74,11,0,11,43,37,81,1,0,0.235,0.314,0.375,0.688,2,2,0,6,118,22,5,86,85,1.01,1376,360
" Roberts, R",TB,2B,143,439,51,103,19,0,12,52,40,92,10,6,0.235,0.296,0.36,0.656,1,1,3,6,158,31,13,122,144,0.85,1821,489
" Plouffe, T",MIN,3B,119,422,56,99,19,1,24,55,37,92,1,3,0.235,0.301,0.455,0.756,0,4,0,2,192,44,9,110,134,0.82,1762,465
" Francisco, J",ATL,3B,93,192,17,45,11,0,9,32,11,70,1,1,0.234,0.278,0.432,0.71,2,1,0,1,83,20,5,48,35,1.37,812,205
" Ka'aihue, K",OAK,1B,39,128,13,30,9,0,4,14,10,28,1,0,0.234,0.295,0.398,0.693,0,1,0,0,51,13,6,41,35,1.17,546,139
" Beckham, G",CWS,2B,151,525,62,123,24,0,16,60,40,89,5,4,0.234,0.296,0.371,0.668,0,7,8,2,195,40,10,147,186,0.79,2215,582
" Dozier, B",MIN,2B,84,316,33,74,11,1,6,33,16,58,9,2,0.234,0.271,0.332,0.603,0,1,4,3,105,18,10,98,103,0.95,1256,340
" Gonzalez, M",HOU,SS,80,205,21,48,13,0,2,12,13,29,3,3,0.234,0.28,0.327,0.607,0,0,1,0,67,15,9,88,50,1.76,816,219
" Thole, J",NYM,C,104,321,24,75,15,0,1,21,27,50,0,0,0.234,0.294,0.29,0.584,6,1,4,1,93,16,12,135,78,1.73,1361,354
" Arencibia, J",TOR,C,102,347,45,81,16,0,18,56,18,108,1,0,0.233,0.275,0.435,0.71,1,3,1,3,151,34,4,73,93,0.78,1448,372
" McKenry, M",PIT,C,88,240,25,56,14,0,12,39,29,73,0,0,0.233,0.32,0.442,0.762,1,3,0,3,106,26,7,53,68,0.78,1158,275
" Harrison, J",PIT,3B,104,249,34,58,9,5,3,16,10,37,7,3,0.233,0.279,0.345,0.624,0,7,7,3,86,17,3,72,95,0.76,959,276
" Shoppach, K",NYM,C,76,219,23,51,14,2,8,27,16,89,1,0,0.233,0.309,0.425,0.733,3,8,2,0,93,24,2,32,51,0.63,936,245
" Thames, E",SEA,RF,86,271,27,63,12,3,9,25,15,87,1,1,0.232,0.273,0.399,0.672,0,1,1,2,108,24,7,65,66,0.98,1139,290
" Brown, A",COL,RF,46,112,14,26,7,0,5,11,12,34,2,2,0.232,0.302,0.429,0.73,0,0,0,2,48,12,3,28,29,0.97,534,126
" Velazquez, G",MIA,3B,19,56,2,13,1,0,0,2,1,11,0,0,0.232,0.246,0.25,0.496,0,0,0,0,14,1,0,18,14,1.29,203,57
" Quintero, H",MIL,C,43,138,7,32,12,0,1,19,4,28,0,1,0.232,0.257,0.341,0.598,0,1,0,1,47,13,1,42,38,1.11,496,144
" Hosmer, E",KC,1B,152,535,65,124,22,2,14,60,56,95,16,1,0.232,0.304,0.359,0.663,4,2,0,5,192,38,10,201,130,1.55,2234,598
" Gwynn Jr., T",LAD,CF,103,259,29,60,8,4,0,17,16,52,13,6,0.232,0.276,0.293,0.57,2,0,2,0,76,12,6,95,60,1.58,1042,277
" Granderson, C",NYY,CF,160,596,102,138,18,4,43,106,75,195,10,3,0.232,0.319,0.492,0.811,4,5,1,7,293,65,5,120,156,0.77,2921,684
" Pomeranz, D",COL,P,22,26,2,6,2,0,1,1,1,15,0,0,0.231,0.259,0.423,0.682,0,0,4,0,11,3,1,9,1,9,111,31
" Young, C",OAK,CF,101,325,36,75,24,0,14,41,36,79,8,3,0.231,0.311,0.434,0.745,0,2,0,0,141,38,4,65,110,0.59,1478,363
" Wells, V",LAA,LF,77,243,36,56,9,0,11,29,16,35,3,1,0.23,0.279,0.403,0.682,0,1,0,2,98,20,5,75,84,0.89,956,262
" McCann, B",ATL,C,121,439,44,101,14,0,20,67,44,76,3,0,0.23,0.3,0.399,0.698,7,1,0,3,175,34,15,134,146,0.92,1943,487
" Torres, A",NYM,CF,132,374,47,86,17,7,3,35,52,90,13,5,0.23,0.327,0.337,0.664,2,3,1,2,126,27,9,120,90,1.33,1798,434
" Morrison, L",MIA,LF,93,296,30,68,15,1,11,36,31,58,1,0,0.23,0.308,0.399,0.707,2,4,0,3,118,27,9,92,90,1.02,1317,334
" Weeks Jr., R",MIL,2B,157,588,85,135,29,4,21,63,74,169,16,3,0.23,0.328,0.4,0.728,2,13,0,2,235,54,9,146,149,0.98,2761,677
" Greene, T",HOU,SS,116,305,34,70,15,2,11,30,19,95,12,4,0.23,0.274,0.4,0.674,1,1,2,3,122,28,7,75,77,0.97,1258,330
" Scott, L",TB,DH,96,314,35,72,22,1,14,55,21,80,5,0,0.229,0.285,0.439,0.724,3,5,0,4,138,37,9,92,83,1.11,1303,344
" Kalish, R",BOS,CF,36,96,12,22,3,0,0,5,6,26,3,2,0.229,0.272,0.26,0.532,0,0,0,1,25,3,4,34,19,1.79,372,103
" Parmelee, C",MIN,RF,64,192,18,44,10,2,5,19,13,52,0,0,0.229,0.29,0.38,0.671,1,4,0,1,73,17,4,46,55,0.84,814,210
" Kotchman, C",CLE,1B,142,463,46,106,12,0,12,55,26,49,3,0,0.229,0.28,0.333,0.612,1,7,3,1,154,24,15,205,122,1.68,1800,500
" Barmes, C",PIT,SS,144,455,34,104,16,1,8,45,20,106,0,2,0.229,0.272,0.321,0.593,3,8,8,2,146,25,9,116,148,0.78,1921,493
" Hague, M",PIT,1B,30,70,5,16,2,0,0,7,3,14,1,0,0.229,0.27,0.257,0.527,0,1,0,0,18,2,1,21,20,1.05,272,74
" Maxwell, J",HOU,CF,124,315,46,72,13,3,18,53,32,114,9,4,0.229,0.304,0.46,0.764,0,3,0,2,145,34,6,74,63,1.17,1414,352
" Hafner, T",CLE,DH,66,219,23,50,6,2,12,34,32,47,0,0,0.228,0.346,0.438,0.784,2,9,0,3,96,20,9,74,60,1.23,1000,263
" Jackson, E",WSH,P,32,57,6,13,0,0,0,0,3,21,0,0,0.228,0.267,0.228,0.495,0,0,5,0,13,0,0,15,13,1.15,231,65
" Wells, C",SEA,LF,93,285,42,65,12,3,10,36,26,80,3,0,0.228,0.302,0.396,0.698,0,4,1,0,113,25,3,59,85,0.69,1234,316
" Betancourt, Y",KC,2B,57,215,21,49,14,1,7,36,9,25,0,1,0.228,0.256,0.4,0.656,0,0,1,3,86,22,10,70,85,0.82,808,228
" Ankiel, R",WSH,CF,68,158,15,36,10,2,5,15,12,59,1,3,0.228,0.282,0.411,0.694,3,0,1,0,65,17,3,37,30,1.23,633,171
" Gordon, D",LAD,SS,87,303,38,69,9,2,1,17,20,62,32,10,0.228,0.28,0.281,0.561,0,3,2,2,85,12,5,125,56,2.23,1201,330
" Rhymes, W",TB,2B,47,123,11,28,2,1,1,8,10,17,1,2,0.228,0.299,0.285,0.584,0,3,0,1,35,4,1,39,41,0.95,507,137
" Davis, I",NYM,1B,156,519,66,118,26,0,32,90,61,141,0,2,0.227,0.308,0.462,0.771,3,1,0,3,240,58,10,135,138,0.98,2364,584
" Carson, M",MIN,RF,26,66,3,15,1,0,0,4,2,21,0,0,0.227,0.246,0.242,0.489,0,0,0,1,16,1,0,13,18,0.72,253,69
" Descalso, D",STL,SS,143,374,41,85,10,7,4,26,37,83,6,3,0.227,0.303,0.324,0.627,3,5,7,3,121,21,5,117,104,1.13,1621,426
" Napoli, M",TEX,C,108,352,53,80,9,2,24,56,56,125,1,0,0.227,0.343,0.469,0.812,5,7,0,2,165,35,9,80,78,1.03,1846,417
" Triunfel, C",SEA,SS,10,22,2,5,2,0,0,3,1,4,0,0,0.227,0.261,0.318,0.579,0,0,1,0,7,2,0,10,4,2.5,86,24
" Torrealba, Y",MIL,C,64,194,19,44,8,0,4,14,17,40,1,1,0.227,0.293,0.33,0.623,0,2,3,2,64,12,2,68,49,1.39,826,218
" Galvis, F",PHI,2B,58,190,14,43,15,1,3,24,7,29,0,0,0.226,0.254,0.363,0.617,0,0,3,0,69,19,6,64,63,1.02,694,200
" Luna, H",PIT,1B,28,62,5,14,2,0,2,10,4,14,0,0,0.226,0.273,0.355,0.628,0,0,0,0,22,4,1,14,21,0.67,305,66
" Ackley, D",SEA,2B,153,607,84,137,22,2,12,50,59,124,13,3,0.226,0.294,0.328,0.622,7,0,1,1,199,36,3,173,178,0.97,2716,668
" Marson, L",CLE,C,70,195,27,44,8,2,0,13,36,44,4,2,0.226,0.348,0.287,0.635,0,1,2,1,56,10,10,87,33,2.64,979,235
" Johnson, K",TOR,2B,142,507,61,114,19,2,16,55,62,159,14,2,0.225,0.313,0.365,0.678,4,5,2,4,185,37,8,132,116,1.14,2339,581
" Giambi, J",COL,1B,60,89,7,20,4,0,1,8,20,24,0,0,0.225,0.372,0.303,0.675,2,2,0,2,27,5,4,31,20,1.55,485,113
" Schneider, B",PHI,C,34,89,9,20,5,0,2,7,5,15,0,0,0.225,0.289,0.348,0.637,0,3,1,0,31,7,4,32,27,1.19,389,98
" Sierra, M",TOR,RF,49,147,14,33,4,0,6,15,8,44,1,0,0.224,0.274,0.374,0.648,0,2,0,0,55,10,3,48,25,1.92,589,157
" Liddi, A",SEA,3B,38,116,8,26,4,1,3,10,9,49,2,1,0.224,0.278,0.353,0.631,0,0,0,1,41,8,0,16,26,0.62,515,126
" Danks, J",CWS,LF,50,67,12,15,1,0,1,4,6,16,3,1,0.224,0.28,0.284,0.564,0,0,0,2,19,2,1,20,19,1.05,260,75
" Avery, X",BAL,LF,32,94,14,21,6,1,1,6,11,23,6,3,0.223,0.305,0.34,0.645,0,0,2,0,32,8,2,41,13,3.15,423,107
" Molina, J",TB,C,102,251,27,56,9,0,8,32,20,60,3,1,0.223,0.286,0.355,0.64,0,2,1,0,89,17,9,95,50,1.9,970,274
" Rasmus, C",TOR,CF,151,565,75,126,21,5,23,75,47,149,4,3,0.223,0.289,0.4,0.689,5,7,2,4,226,49,7,133,170,0.78,2345,625
" Drew, S",OAK,SS,79,287,38,64,13,1,7,28,37,76,1,2,0.223,0.309,0.348,0.657,2,0,0,3,100,21,2,56,96,0.58,1400,327
" Gose, A",TOR,RF,56,166,25,37,7,3,1,11,17,59,15,3,0.223,0.303,0.319,0.622,0,2,4,0,53,11,1,52,23,2.26,766,189
" Chambers, A",STL,CF,41,54,4,12,0,2,0,4,5,18,2,1,0.222,0.3,0.296,0.596,2,1,2,0,16,2,0,15,11,1.36,255,62
" Damon, J",CLE,LF,64,207,25,46,6,2,4,19,17,27,4,0,0.222,0.281,0.329,0.61,0,0,0,0,68,12,0,68,66,1.03,884,224
" Diaz, M",ATL,LF,51,108,10,24,6,0,2,13,9,21,0,0,0.222,0.28,0.333,0.613,1,0,0,1,36,8,4,40,28,1.43,398,118
" Hall, B",BAL,LF,7,9,2,2,0,0,1,1,5,7,0,0,0.222,0.5,0.556,1.056,1,0,0,0,5,1,0,0,0,-.--,72,14
" Olivo, M",SEA,C,87,315,27,70,14,0,12,29,7,85,3,6,0.222,0.239,0.381,0.62,0,0,1,0,120,26,8,81,88,0.92,1170,323
" Rosales, A",OAK,2B,42,99,12,22,5,0,2,8,11,24,0,0,0.222,0.297,0.333,0.631,1,0,0,1,33,7,4,25,33,0.76,415,111
" Saltalamacchia, J",BOS,C,121,405,55,90,17,1,25,59,38,139,0,1,0.222,0.288,0.454,0.742,0,1,0,4,184,43,5,76,109,0.7,1820,448
" Torres, C",COL,P,32,9,1,2,0,0,0,1,1,4,0,0,0.222,0.3,0.222,0.522,0,0,3,0,2,0,0,4,2,2,46,13
" Lobaton, J",TB,C,69,167,16,37,10,0,2,20,24,46,0,1,0.222,0.323,0.317,0.64,1,2,2,2,53,12,6,50,44,1.14,783,197
" Reynolds, M",BAL,1B,135,457,65,101,26,0,23,69,73,159,1,3,0.221,0.335,0.429,0.763,2,6,0,2,196,49,19,108,110,0.98,2296,538
" Weeks, J",OAK,2B,118,444,54,98,15,8,2,20,50,70,16,5,0.221,0.305,0.304,0.609,0,5,9,3,135,25,5,156,137,1.14,2070,511
" Robinson, T",SEA,LF,46,145,16,32,4,1,3,12,14,43,6,3,0.221,0.294,0.324,0.618,1,1,4,0,47,8,2,46,30,1.53,589,164
" Bourjos, P",LAA,CF,101,168,27,37,7,0,3,19,15,44,3,1,0.22,0.291,0.315,0.606,0,3,6,3,53,10,2,54,44,1.23,749,195
" Uggla, D",ATL,2B,154,523,86,115,29,0,19,78,94,168,4,3,0.22,0.348,0.384,0.732,5,10,0,3,201,48,8,99,152,0.65,2633,630
" De Jesus Jr., I",BOS,2B,31,41,5,9,3,0,0,4,3,13,1,1,0.22,0.267,0.293,0.559,0,0,0,1,12,3,1,13,8,1.63,179,45
" Ransom, C",ARI,3B,90,246,29,54,14,0,11,42,30,109,0,1,0.22,0.312,0.411,0.722,0,3,3,0,101,25,6,44,48,0.92,1194,282
" Howard, R",PHI,1B,71,260,28,57,11,0,14,56,25,99,0,0,0.219,0.295,0.423,0.718,7,4,0,3,110,25,8,67,48,1.4,1229,292
" Florimon, P",MIN,SS,43,137,16,30,5,2,1,10,10,30,3,1,0.219,0.272,0.307,0.579,0,0,3,0,42,8,3,55,28,1.96,567,150
" Valbuena, L",CHC,3B,90,265,26,58,20,0,4,28,36,55,0,2,0.219,0.31,0.34,0.65,1,0,0,2,90,24,6,79,81,0.98,1282,303
" Punto, N",LAD,SS,87,160,20,35,7,0,1,10,25,42,6,0,0.219,0.321,0.281,0.602,0,0,4,2,45,8,5,51,43,1.19,788,191
" Hudson, T",ATL,P,27,55,4,12,3,0,0,6,2,18,0,0,0.218,0.25,0.273,0.523,0,1,7,2,15,3,0,20,14,1.43,236,67
" Niese, J",NYM,P,28,55,8,12,0,0,0,2,6,19,0,0,0.218,0.295,0.218,0.513,0,0,7,0,12,0,0,27,4,6.75,249,68
" Mathis, J",TOR,C,70,211,25,46,13,0,8,27,9,68,1,0,0.218,0.249,0.393,0.642,0,0,6,1,83,21,2,50,56,0.89,805,227
" Inge, B",OAK,3B,83,303,33,66,14,0,12,54,24,91,0,1,0.218,0.275,0.383,0.658,1,1,0,3,116,26,8,81,76,1.07,1368,331
" Hamels, C",PHI,P,30,69,5,15,2,0,1,5,4,27,0,1,0.217,0.27,0.29,0.56,0,1,8,0,20,3,1,27,9,3,261,82
" Hernandez, R",COL,C,52,184,16,40,10,0,5,28,6,32,0,1,0.217,0.247,0.353,0.601,1,2,2,2,65,15,4,75,45,1.67,677,196
" Neal, T",CLE,LF,9,23,2,5,1,0,0,2,0,6,0,0,0.217,0.25,0.261,0.511,0,1,0,0,6,1,1,9,4,2.25,97,24
" Sanchez, G",PIT,1B,105,299,30,65,16,0,7,30,25,56,1,0,0.217,0.279,0.341,0.62,2,1,0,1,102,23,13,89,103,0.86,1254,326
" Smoak, J",SEA,1B,132,483,49,105,14,0,19,51,49,111,1,0,0.217,0.29,0.364,0.654,2,1,0,2,176,33,12,136,145,0.94,2012,535
" McGehee, C",NYY,1B,114,318,36,69,16,1,9,41,29,70,1,1,0.217,0.284,0.358,0.643,0,2,0,3,114,26,10,118,74,1.59,1291,352
" Buck, T",HOU,LF,33,74,7,16,5,1,0,6,6,18,0,0,0.216,0.284,0.311,0.595,0,1,0,0,23,6,2,29,13,2.23,302,81
" Worth, D",DET,SS,43,74,9,16,3,0,0,3,13,23,0,0,0.216,0.33,0.257,0.586,0,0,2,1,19,3,1,18,21,0.86,366,90
" Flaherty, R",BAL,2B,77,153,15,33,2,1,6,19,6,43,1,0,0.216,0.258,0.359,0.617,0,3,3,1,55,9,3,41,43,0.95,611,167
" Komatsu, E",WSH,RF,30,51,5,11,0,0,0,1,6,5,0,0,0.216,0.293,0.216,0.509,0,0,0,1,11,0,2,19,19,1,240,58
" Murphy, D",MIA,3B,52,116,13,25,6,2,3,12,9,35,1,1,0.216,0.281,0.379,0.661,1,2,1,1,44,11,4,31,31,1,494,129
" Pennington, C",ARI,SS,125,418,50,90,18,2,6,28,35,90,15,6,0.215,0.278,0.311,0.589,0,2,5,2,130,26,1,120,126,0.95,1913,462
" Carlin, L",CLE,C,4,14,2,3,1,0,0,1,0,3,1,0,0.214,0.214,0.286,0.5,0,0,0,0,4,1,1,8,1,8,61,14
" Rodriguez, H",CIN,2B,12,14,0,3,1,0,0,2,2,2,0,0,0.214,0.313,0.286,0.598,0,0,0,0,4,1,1,7,3,2.33,56,16
" Rogers, M",MIL,P,8,14,1,3,2,0,0,0,0,5,0,0,0.214,0.214,0.357,0.571,0,0,2,0,5,2,0,7,1,7,54,16
" Escobar, E",MIN,SS,50,131,18,28,4,1,0,9,11,31,3,0,0.214,0.278,0.26,0.537,0,1,2,1,34,5,0,40,35,1.14,517,146
" Carp, M",SEA,LF,59,164,17,35,6,0,5,20,21,46,1,0,0.213,0.312,0.341,0.654,1,3,0,1,56,11,7,56,35,1.6,770,189
" Burriss, E",SF,2B,60,136,15,29,1,0,0,7,10,25,5,3,0.213,0.27,0.221,0.491,1,1,2,1,30,1,6,67,24,2.79,517,150
