Player,Team,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,IBB,HBP,SAC,SF,TB,XBH,GDP,GO,AO,GO_AO,NP,PA
" Mahoney, J",MIA,1B,9,29,2,8,1,0,1,4,0,4,0,0,0.276,0.276,0.414,0.69,0,0,0,0,12,2,0,7,10,0.7,95,29
" Urrutia, H",BAL,DH,24,58,5,16,0,1,0,2,0,11,0,0,0.276,0.276,0.31,0.586,0,0,0,0,18,1,2,20,13,1.54,194,58
" Rasmus, C",TOR,CF,118,417,57,115,26,1,22,66,37,135,0,1,0.276,0.338,0.501,0.84,0,3,0,1,209,49,4,70,102,0.69,1903,458
" Presley, A",MIN,CF,57,185,17,51,5,2,3,15,9,39,1,4,0.276,0.313,0.373,0.686,0,1,0,0,69,10,3,58,40,1.45,778,195
" Jay, J",STL,CF,157,548,75,151,27,2,7,67,52,103,10,5,0.276,0.351,0.37,0.721,7,14,9,5,203,36,13,195,126,1.55,2358,628
" Quentin, C",SD,LF,82,276,42,76,21,0,13,44,31,55,0,0,0.275,0.363,0.493,0.855,0,9,0,4,136,34,7,67,89,0.75,1158,320
" Zimmerman, R",WSH,3B,147,568,84,156,26,2,26,79,60,133,6,0,0.275,0.344,0.465,0.809,2,2,0,3,264,54,16,166,132,1.26,2540,633
" Boesch, B",NYY,RF,23,51,6,14,2,1,3,8,2,9,0,0,0.275,0.302,0.529,0.831,0,0,0,0,27,6,2,18,12,1.5,170,53
" Zobrist, B",TB,2B,157,612,77,168,36,3,12,71,72,91,11,3,0.275,0.354,0.402,0.756,4,7,1,6,246,51,18,183,195,0.94,2550,698
" Bourjos, P",LAA,CF,55,175,26,48,3,3,3,12,10,43,6,0,0.274,0.333,0.377,0.71,0,6,4,1,66,9,8,68,29,2.34,726,196
" Castillo, W",CHC,C,113,380,41,104,23,0,8,32,34,97,2,0,0.274,0.349,0.397,0.746,3,11,1,2,151,31,13,113,82,1.38,1637,428
" Freiman, N",OAK,1B,80,190,10,52,8,1,4,24,14,31,0,0,0.274,0.327,0.389,0.716,0,2,0,2,74,13,8,52,65,0.8,772,208
" Harper, B",WSH,LF,118,424,71,116,24,3,20,58,61,94,11,4,0.274,0.368,0.486,0.854,4,5,3,4,206,47,4,128,97,1.32,1960,497
" Saltalamacchia, J",BOS,C,121,425,68,116,40,0,14,65,43,139,4,1,0.273,0.338,0.466,0.804,3,0,0,2,198,54,7,85,94,0.9,1892,470
" Bogusevic, B",CHC,LF,47,143,18,39,7,1,6,16,10,35,2,0,0.273,0.323,0.462,0.784,1,1,0,1,66,14,4,47,27,1.74,595,155
" Gardner, B",NYY,LF,145,539,81,147,33,10,8,52,52,127,24,8,0.273,0.344,0.416,0.759,1,8,7,3,224,51,8,144,139,1.04,2577,609
" Langerhans, R",TOR,1B,4,11,3,3,0,0,0,0,2,2,1,0,0.273,0.385,0.273,0.657,0,0,0,0,3,0,0,4,2,2,42,13
" McDonald, J",PIT,P,8,11,2,3,0,0,0,0,1,5,0,0,0.273,0.333,0.273,0.606,0,0,0,0,3,0,0,3,0,*.**,44,12
" Pierzynski, A",TEX,C,134,503,48,137,24,1,17,70,11,76,1,1,0.272,0.297,0.425,0.722,2,9,0,6,214,42,14,165,145,1.14,1728,529
" Brown, D",PHI,LF,139,496,65,135,21,4,27,83,39,97,8,3,0.272,0.324,0.494,0.818,5,1,0,4,245,52,5,139,134,1.04,2080,540
" Ethier, A",LAD,RF,142,482,54,131,33,2,12,52,61,95,4,3,0.272,0.36,0.423,0.783,11,7,0,3,204,47,9,122,146,0.84,2162,553
" Ramos, W",WSH,C,78,287,29,78,9,0,16,59,15,42,0,1,0.272,0.307,0.47,0.777,1,0,0,1,135,25,12,124,56,2.21,1038,303
" Jackson, A",DET,CF,129,552,99,150,30,7,12,49,52,129,8,4,0.272,0.337,0.417,0.754,0,4,3,3,230,49,12,152,139,1.09,2390,614
" Encarnacion, E",TOR,1B,142,530,90,144,29,1,36,104,82,62,7,1,0.272,0.37,0.534,0.904,7,4,0,5,283,66,20,165,184,0.9,2461,621
" Raburn, R",CLE,RF,86,243,40,66,18,0,16,55,29,67,0,0,0.272,0.357,0.543,0.901,0,4,0,1,132,34,4,66,49,1.35,1122,277
" Ramirez, W",MIN,RF,35,81,5,22,6,1,0,6,3,23,0,0,0.272,0.302,0.37,0.673,0,1,0,1,30,7,1,22,16,1.38,320,87
" Markakis, N",BAL,RF,160,634,89,172,24,0,10,59,55,76,1,2,0.271,0.329,0.356,0.685,3,3,0,8,226,34,17,220,191,1.15,2664,700
" Arias, J",SF,3B,102,225,17,61,9,2,1,19,4,33,1,0,0.271,0.284,0.342,0.627,1,1,4,2,77,12,4,85,56,1.52,749,236
" Andrus, E",TEX,SS,156,620,91,168,17,4,4,67,52,97,42,8,0.271,0.328,0.331,0.659,1,4,16,6,205,25,19,258,138,1.87,2780,698
" Aybar, E",LAA,SS,138,550,68,149,33,5,6,54,23,59,12,7,0.271,0.301,0.382,0.683,1,3,8,5,210,44,14,224,145,1.54,2045,589
" Jaso, J",OAK,C,70,207,31,56,12,0,3,21,38,45,2,1,0.271,0.387,0.372,0.759,0,2,1,1,77,15,5,58,55,1.05,1061,249
" Ellis, M",LAD,2B,126,433,46,117,13,2,6,48,26,74,4,1,0.27,0.323,0.351,0.674,2,10,6,5,152,21,5,119,139,0.86,1983,480
" Kemp, M",LAD,CF,73,263,35,71,15,0,6,33,22,76,9,0,0.27,0.328,0.395,0.723,3,2,0,3,104,21,11,71,59,1.2,1094,290
" Barton, D",OAK,1B,37,104,15,28,2,0,3,16,13,18,0,0,0.269,0.35,0.375,0.725,0,1,0,2,39,5,1,27,34,0.79,453,120
" Cervelli, F",NYY,C,17,52,12,14,3,0,3,8,8,9,0,0,0.269,0.377,0.5,0.877,0,1,0,0,26,6,1,13,17,0.76,247,61
" Longoria, E",TB,3B,160,614,91,165,39,3,32,88,70,162,1,0,0.269,0.343,0.498,0.842,10,3,0,6,306,74,16,157,152,1.03,2779,693
" Pollock, A",ARI,CF,137,443,64,119,28,5,8,38,33,82,12,3,0.269,0.322,0.409,0.73,1,2,3,1,181,41,5,133,118,1.13,1853,482
" Grossman, R",HOU,LF,63,257,29,69,14,0,4,21,23,70,6,7,0.268,0.332,0.37,0.702,0,2,5,1,95,18,2,66,60,1.1,1073,288
" Venable, W",SD,CF,151,481,64,129,22,8,22,53,29,118,22,6,0.268,0.312,0.484,0.796,4,2,2,1,233,52,6,145,98,1.48,1997,515
" Abreu, T",SF,2B,53,138,21,37,12,3,2,14,6,33,0,2,0.268,0.301,0.442,0.743,1,1,1,1,61,17,5,44,31,1.42,470,147
" Santana, C",CLE,3B,154,541,75,145,39,1,20,74,93,110,3,1,0.268,0.377,0.455,0.832,6,4,0,4,246,60,7,158,139,1.14,2759,642
" Parra, G",ARI,RF,156,601,79,161,43,4,10,48,48,100,10,10,0.268,0.323,0.403,0.726,3,3,7,4,242,57,12,240,123,1.95,2307,663
" Ruiz, C",PHI,C,92,310,30,83,16,0,5,37,18,39,1,0,0.268,0.32,0.368,0.688,3,7,4,2,114,21,11,110,95,1.16,1270,341
" Arenado, N",COL,3B,133,486,49,130,29,4,10,52,23,72,2,0,0.267,0.301,0.405,0.706,1,1,2,2,197,43,16,163,141,1.16,1726,514
" Chavez, E",SEA,RF,97,266,22,71,10,0,2,14,9,31,1,3,0.267,0.29,0.327,0.617,1,0,3,1,87,12,9,109,68,1.6,994,279
" Beckham, G",CWS,2B,103,371,46,99,22,1,5,24,28,56,5,1,0.267,0.322,0.372,0.694,2,4,1,4,138,28,10,93,138,0.67,1555,408
" Tanaka, K",SF,LF,15,30,4,8,0,0,0,2,4,3,2,0,0.267,0.353,0.267,0.62,0,0,0,0,8,0,0,12,7,1.71,138,34
" Cruz, N",TEX,RF,109,413,49,110,18,0,27,76,35,109,5,1,0.266,0.327,0.506,0.833,2,4,0,4,209,45,14,110,102,1.08,1797,456
" Sogard, E",OAK,2B,130,368,45,98,24,3,2,35,27,51,10,5,0.266,0.322,0.364,0.686,2,5,6,4,134,29,4,104,129,0.81,1486,410
" Howard, R",PHI,1B,80,286,34,76,20,2,11,43,23,95,0,0,0.266,0.319,0.465,0.784,4,2,0,6,133,33,6,68,59,1.15,1262,317
" Sweeney, R",CHC,CF,70,192,19,51,13,2,6,19,17,31,1,0,0.266,0.324,0.448,0.772,0,0,2,1,86,21,3,63,53,1.19,870,212
" Blanco, G",SF,RF,141,452,50,120,17,6,3,41,52,95,14,9,0.265,0.341,0.35,0.69,4,1,3,3,158,26,10,131,122,1.07,1943,511
" Ozuna, M",MIA,CF,70,275,31,73,17,4,3,32,13,57,5,1,0.265,0.303,0.389,0.693,0,2,1,0,107,24,6,84,68,1.24,1104,291
" Gordon, A",KC,LF,156,633,90,168,27,6,20,81,52,141,11,3,0.265,0.327,0.422,0.749,7,9,0,6,267,53,4,147,187,0.79,2805,700
" Viciedo, D",CWS,RF,124,441,43,117,23,3,14,56,24,98,0,0,0.265,0.304,0.426,0.731,0,3,0,5,188,40,11,129,113,1.14,1810,473
" Rendon, A",WSH,3B,98,351,40,93,23,1,7,35,31,69,1,1,0.265,0.329,0.396,0.725,3,5,2,5,139,31,7,93,110,0.85,1599,394
" Miller, B",SEA,SS,76,306,41,81,11,6,8,36,24,52,5,3,0.265,0.318,0.418,0.737,0,1,2,2,128,25,2,93,86,1.08,1189,335
" Almonte, A",SEA,CF,25,72,10,19,4,0,2,9,6,21,1,0,0.264,0.313,0.403,0.715,0,0,2,2,29,6,2,23,15,1.53,313,82
" De Aza, A",CWS,LF,153,607,84,160,27,4,17,62,50,147,20,8,0.264,0.323,0.405,0.728,1,6,6,6,246,48,8,162,158,1.03,2749,675
" Upton, J",ATL,LF,149,558,94,147,27,2,27,70,75,161,8,1,0.263,0.354,0.464,0.818,4,5,1,4,259,56,12,138,129,1.07,2627,643
" Schumaker, S",LAD,CF,125,319,31,84,16,0,2,30,28,54,2,2,0.263,0.332,0.332,0.665,0,5,3,0,106,18,11,129,66,1.95,1375,356
" Hardy, J",BAL,SS,159,601,66,158,27,0,25,76,38,73,2,1,0.263,0.306,0.433,0.738,3,0,3,2,260,52,14,198,191,1.04,2405,644
" Dickerson, C",COL,LF,69,194,32,51,13,5,5,17,16,41,2,2,0.263,0.316,0.459,0.775,0,0,1,2,89,23,1,53,53,1,868,213
" Bourn, M",CLE,CF,130,525,75,138,21,6,6,50,40,132,23,12,0.263,0.316,0.36,0.676,0,2,5,3,189,33,2,166,99,1.68,2233,575
" Fowler, D",COL,CF,119,415,71,109,18,3,12,42,65,105,19,9,0.263,0.369,0.407,0.776,1,6,4,2,169,33,5,112,100,1.12,1952,492
" Bruce, J",CIN,RF,160,626,89,164,43,1,30,109,63,185,7,3,0.262,0.329,0.478,0.807,13,2,0,5,299,74,9,143,148,0.97,2762,697
" Freese, D",STL,3B,138,462,53,121,26,1,9,60,47,106,1,2,0.262,0.34,0.381,0.721,1,9,0,3,176,36,25,179,84,2.13,2023,521
" Suzuki, I",NYY,RF,150,520,57,136,15,3,7,35,26,63,20,4,0.262,0.297,0.342,0.639,4,1,6,2,178,25,6,199,136,1.46,2055,555
" Crisp, C",OAK,LF,131,513,93,134,22,3,22,66,61,65,21,5,0.261,0.335,0.444,0.779,3,0,2,8,228,47,7,157,174,0.9,2355,584
" Campana, T",ARI,CF,29,46,10,12,0,1,0,0,8,14,8,2,0.261,0.37,0.304,0.675,0,0,0,0,14,1,0,16,4,4,219,54
" Semien, M",CWS,3B,21,69,7,18,4,0,2,7,1,22,2,2,0.261,0.268,0.406,0.673,0,0,0,1,28,6,1,11,20,0.55,263,71
" Phillips, B",CIN,2B,151,606,80,158,24,2,18,103,39,98,5,3,0.261,0.31,0.396,0.706,6,8,4,9,240,44,19,206,176,1.17,2422,666
" Pearce, S",BAL,LF,44,119,14,31,7,0,4,13,15,25,1,0,0.261,0.362,0.42,0.782,2,4,0,0,50,11,0,25,38,0.66,562,138
" Young, D",TB,DH,103,334,30,87,16,0,11,38,20,78,0,0,0.26,0.307,0.407,0.715,0,4,0,3,136,27,8,90,90,1,1328,361
" Martin, L",TEX,CF,147,457,66,119,21,6,8,49,28,104,36,9,0.26,0.313,0.385,0.698,0,8,12,3,176,35,6,154,101,1.52,1848,508
" Seager, K",SEA,3B,160,615,79,160,32,2,22,69,68,122,9,3,0.26,0.338,0.426,0.764,1,7,0,5,262,56,8,136,210,0.65,2823,695
" Polanco, P",MIA,3B,118,377,33,98,13,0,1,23,23,31,2,0,0.26,0.315,0.302,0.617,1,9,3,4,114,14,15,151,119,1.27,1506,416
" Nunez, E",NYY,SS,90,304,38,79,17,4,3,28,20,51,10,3,0.26,0.307,0.372,0.679,1,3,4,5,113,24,3,86,100,0.86,1211,336
" Davis, R",TOR,LF,108,331,49,86,16,2,6,24,21,67,45,6,0.26,0.312,0.375,0.687,0,5,1,2,124,24,8,85,104,0.82,1298,360
" Jimenez, L",LAA,3B,34,104,15,27,6,0,0,5,2,28,0,2,0.26,0.291,0.317,0.608,0,3,0,1,33,6,2,28,24,1.17,398,110
" Romine, A",LAA,3B,47,108,9,28,3,0,0,10,7,24,1,0,0.259,0.308,0.287,0.595,0,1,6,1,31,3,2,45,20,2.25,459,123
" Napoli, M",BOS,1B,139,498,79,129,38,2,23,92,73,187,1,1,0.259,0.36,0.482,0.842,3,6,0,1,240,63,15,105,93,1.13,2652,578
" Bautista, J",TOR,RF,118,452,82,117,24,0,28,73,69,84,7,2,0.259,0.358,0.498,0.856,2,3,0,4,225,52,13,130,138,0.94,2236,528
" Morneau, J",PIT,1B,152,572,62,148,36,0,17,77,50,110,0,0,0.259,0.323,0.411,0.734,4,7,0,6,235,53,12,156,176,0.89,2421,635
" Lombardozzi Jr., S",WSH,2B,118,290,25,75,15,1,2,22,8,34,4,3,0.259,0.278,0.338,0.616,1,1,5,3,98,18,6,115,80,1.44,976,307
" Gose, A",TOR,CF,52,147,15,38,6,5,2,12,5,37,4,3,0.259,0.283,0.408,0.691,0,0,1,0,60,13,5,49,29,1.69,614,153
" Perez, J",SF,CF,34,89,8,23,5,0,1,8,6,21,2,0,0.258,0.302,0.348,0.65,0,0,1,1,31,6,3,29,21,1.38,334,97
" Pujols, A",LAA,DH,99,391,49,101,19,0,17,64,40,55,1,1,0.258,0.33,0.437,0.767,8,5,0,7,171,36,18,124,136,0.91,1677,443
" Callaspo, A",OAK,1B,136,453,52,117,20,0,10,58,53,47,0,2,0.258,0.333,0.369,0.702,2,1,3,6,167,30,12,148,162,0.91,1975,516
" Dyson, J",KC,CF,87,213,30,55,9,4,2,17,21,45,34,6,0.258,0.326,0.366,0.692,1,1,3,1,78,15,4,84,37,2.27,933,239
" Adduci, J",TEX,LF,17,31,2,8,1,0,0,0,3,9,2,0,0.258,0.324,0.29,0.614,0,0,0,0,9,1,0,12,2,6,128,34
" Constanza, J",ATL,LF,21,31,2,8,0,0,0,3,0,5,0,3,0.258,0.258,0.258,0.516,0,0,0,0,8,0,1,14,5,2.8,112,31
" McLouth, N",BAL,LF,146,531,76,137,31,4,12,36,53,86,30,7,0.258,0.329,0.399,0.729,1,4,4,1,212,47,7,151,169,0.89,2269,593
" Miller, C",CIN,C,17,35,2,9,5,0,0,8,5,6,0,0,0.257,0.366,0.4,0.766,0,1,0,0,14,5,1,11,10,1.1,132,41
" Coghlan, C",MIA,LF,70,195,10,50,10,3,1,10,17,43,2,0,0.256,0.318,0.354,0.672,1,1,0,1,69,14,2,60,45,1.33,793,214
" Lucas, E",MIA,3B,94,351,43,90,14,1,4,28,26,78,1,1,0.256,0.311,0.336,0.647,1,2,4,1,118,19,6,113,81,1.4,1505,384
" Escobar, Y",TB,SS,153,508,61,130,27,1,9,56,57,73,4,4,0.256,0.332,0.366,0.698,2,3,6,4,186,37,19,208,126,1.65,2129,578
" Dirks, A",DET,LF,131,438,60,112,16,2,9,37,42,84,7,1,0.256,0.323,0.363,0.686,2,2,1,1,159,27,6,123,127,0.97,1770,484
" McCann, B",ATL,C,102,356,43,91,13,0,20,57,39,66,0,1,0.256,0.336,0.461,0.796,3,5,0,2,164,33,9,95,115,0.83,1631,402
" Moss, B",OAK,1B,145,446,73,114,23,3,30,87,50,140,4,2,0.256,0.337,0.522,0.859,3,6,0,3,233,56,4,78,121,0.64,2017,505
" Robinson, D",CIN,LF,102,192,21,49,7,3,0,8,18,44,4,5,0.255,0.322,0.323,0.645,0,1,5,0,62,10,0,54,50,1.08,753,216
" Punto, N",LAD,SS,116,294,34,75,15,0,2,21,33,67,3,3,0.255,0.328,0.327,0.655,0,0,6,2,96,17,4,82,82,1,1440,335
" Murphy, D",CHC,3B,46,149,23,38,8,0,11,23,8,48,2,0,0.255,0.319,0.53,0.849,1,6,0,0,79,19,1,29,35,0.83,640,163
" Soriano, A",NYY,LF,151,581,84,148,32,1,34,101,36,156,18,9,0.255,0.302,0.489,0.791,3,5,0,4,284,67,11,144,148,0.97,2347,626
" Lawrie, B",TOR,3B,107,401,41,102,18,3,11,46,30,68,9,5,0.254,0.315,0.397,0.712,1,7,1,3,159,32,8,124,119,1.04,1621,442
" Cozart, Z",CIN,SS,151,567,74,144,30,3,12,63,26,102,0,0,0.254,0.284,0.381,0.665,2,2,13,10,216,45,18,211,151,1.4,2272,618
" Heyward, J",ATL,RF,104,382,67,97,22,1,14,38,48,73,2,4,0.254,0.349,0.427,0.776,1,8,1,0,163,37,7,116,104,1.12,1791,440
" Sanchez, G",PIT,1B,136,264,29,67,18,0,7,36,44,51,1,0,0.254,0.361,0.402,0.762,1,4,0,7,106,25,3,65,91,0.71,1293,320
" Rivera, R",SD,C,23,67,4,17,3,1,0,7,2,16,0,0,0.254,0.268,0.328,0.596,1,0,0,2,22,4,1,19,18,1.06,246,71
" Plouffe, T",MIN,3B,129,477,44,121,22,1,14,52,34,112,2,1,0.254,0.309,0.392,0.701,1,6,1,4,187,37,11,116,144,0.81,1926,522
" Drew, S",BOS,SS,124,442,57,112,29,8,13,67,54,124,6,0,0.253,0.333,0.443,0.777,3,1,0,4,196,50,9,96,123,0.78,2052,501
" Keppinger, J",CWS,2B,117,423,38,107,13,1,4,40,20,41,0,1,0.253,0.283,0.317,0.6,1,0,2,5,134,18,14,154,142,1.08,1604,451
" Smith, S",OAK,LF,117,368,49,93,27,0,8,40,39,94,0,0,0.253,0.329,0.391,0.721,4,3,0,0,144,35,10,103,88,1.17,1741,410
" Ackley, D",SEA,LF,113,384,40,97,18,2,4,31,37,72,2,3,0.253,0.319,0.341,0.66,1,1,4,1,131,24,6,127,99,1.28,1738,427
" Jennings, D",TB,CF,139,527,82,133,31,6,14,54,64,115,20,8,0.252,0.334,0.414,0.748,0,3,3,5,218,51,6,161,132,1.22,2428,602
" Maxwell, J",KC,RF,75,234,35,59,16,3,7,25,23,78,6,2,0.252,0.328,0.436,0.764,0,4,0,1,102,26,4,54,48,1.13,1017,262
" Goins, R",TOR,2B,34,119,11,30,5,0,2,8,2,28,0,0,0.252,0.264,0.345,0.609,0,0,0,0,41,7,1,39,23,1.7,465,121
" Gregorius, D",ARI,SS,103,357,47,90,16,3,7,28,37,65,0,2,0.252,0.332,0.373,0.704,5,6,2,1,133,26,4,88,121,0.73,1648,404
" Aviles, M",CLE,LF,124,361,54,91,15,0,9,46,15,41,8,5,0.252,0.282,0.368,0.65,0,3,7,8,133,24,11,136,119,1.14,1375,394
" Eaton, A",ARI,LF,66,250,40,63,10,4,3,22,17,44,5,2,0.252,0.314,0.36,0.674,0,6,3,1,90,17,4,98,53,1.85,1091,277
" Vogt, S",OAK,C,47,135,18,34,6,1,4,16,9,28,0,1,0.252,0.295,0.4,0.695,1,0,2,2,54,11,2,29,50,0.58,599,148
" Rollins, J",PHI,SS,160,600,65,151,36,2,6,39,59,93,22,6,0.252,0.318,0.348,0.667,6,1,3,3,209,44,12,170,204,0.83,2523,666
" Schierholtz, N",CHC,RF,137,462,56,116,32,3,21,68,29,94,6,3,0.251,0.301,0.47,0.77,3,6,1,5,217,56,6,128,136,0.94,1971,503
" Walker, N",PIT,2B,133,478,62,120,24,4,16,53,50,85,1,2,0.251,0.339,0.418,0.757,4,15,5,3,200,44,14,140,155,0.9,2042,551
" Arcia, O",MIN,LF,97,351,34,88,17,2,14,43,23,117,1,2,0.251,0.304,0.43,0.734,0,4,0,0,151,33,4,76,74,1.03,1543,378
" DeJesus, D",TB,LF,122,391,52,98,29,3,8,38,39,79,5,3,0.251,0.327,0.402,0.729,0,6,2,1,157,40,6,112,111,1.01,1773,439
" Cain, L",KC,CF,115,399,54,100,21,3,4,46,33,90,14,6,0.251,0.31,0.348,0.658,2,4,0,6,139,28,10,122,103,1.18,1760,442
" Beltre, E",TEX,RF,22,40,7,10,1,0,0,2,0,5,1,2,0.25,0.268,0.275,0.543,0,1,1,0,11,1,1,16,11,1.45,132,42
" Bogaerts, X",BOS,SS,18,44,7,11,2,0,1,5,5,13,1,0,0.25,0.32,0.364,0.684,0,0,0,1,16,3,1,14,8,1.75,205,50
" Cingrani, T",CIN,P,22,28,4,7,1,0,0,1,0,9,1,0,0.25,0.25,0.286,0.536,0,0,7,0,8,1,0,17,2,8.5,114,35
" Cunningham, T",ATL,LF,8,8,2,2,0,0,0,0,0,3,0,0,0.25,0.25,0.25,0.5,0,0,0,0,2,0,1,3,1,3,27,8
" Falu, I",KC,3B,1,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,0,1,0,0,2,1,2,9,4
" Figaro, A",MIL,P,31,12,1,3,0,0,0,2,0,5,0,0,0.25,0.25,0.25,0.5,0,0,0,0,3,0,0,4,0,*.**,36,12
" Green, G",LAA,2B,45,140,16,35,8,1,1,17,10,44,0,0,0.25,0.301,0.343,0.644,0,1,0,2,48,10,3,29,37,0.78,577,153
" Guthrie, J",KC,P,2,4,0,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5,0,0,0,0,1,0,0,1,0,*.**,14,5
" Hamilton, J",LAA,LF,151,576,73,144,32,5,21,79,47,158,4,0,0.25,0.307,0.432,0.739,4,4,0,9,249,58,16,143,156,0.92,2380,636
" Harrell, L",HOU,P,4,4,0,1,0,0,0,0,2,2,0,0,0.25,0.5,0.25,0.75,0,0,0,0,1,0,0,1,0,*.**,25,6
" Harrison, J",PIT,3B,60,88,10,22,1,2,3,14,2,10,2,0,0.25,0.29,0.409,0.699,0,3,2,0,36,6,4,35,27,1.3,352,95
" Headley, C",SD,3B,141,520,59,130,35,2,13,50,67,142,8,4,0.25,0.347,0.4,0.747,7,11,0,2,208,50,9,146,113,1.29,2374,600
" Herrera, E",LAD,LF,4,8,0,2,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5,0,0,0,0,2,0,0,3,1,3,33,8
" Kazmir, S",CLE,P,2,4,0,1,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,0,1,0,1,2,1,2,9,4
" Martinez, J",HOU,LF,86,296,24,74,17,0,7,36,10,82,2,0,0.25,0.272,0.378,0.65,0,0,0,3,112,24,8,80,71,1.13,1173,310
" Matsuzaka, D",NYM,P,6,12,0,3,0,0,0,1,0,5,0,0,0.25,0.25,0.25,0.5,0,0,1,0,3,0,0,4,1,4,56,13
" Milone, T",OAK,P,3,8,2,2,0,0,0,1,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,0,2,0,1,5,1,5,19,8
" Navarro, E",LAA,1B,4,4,0,1,0,0,0,1,2,1,1,0,0.25,0.5,0.25,0.75,0,0,0,0,1,0,0,2,0,*.**,27,6
" Robinson, S",STL,RF,99,144,22,36,2,1,2,16,23,17,5,1,0.25,0.345,0.319,0.664,0,0,0,4,46,5,2,49,48,1.02,639,171
" Santana, E",KC,P,1,4,0,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5,0,0,0,0,1,0,0,1,0,*.**,10,4
" Torres, A",SF,LF,103,272,33,68,17,1,2,21,22,61,4,3,0.25,0.302,0.342,0.644,1,0,2,4,93,20,7,75,81,0.93,1111,300
" Stanton, G",MIA,RF,116,425,62,106,26,0,24,62,74,140,1,0,0.249,0.365,0.48,0.845,5,4,0,1,204,50,10,105,85,1.24,2087,504
" Helton, T",COL,1B,124,397,41,99,22,1,15,61,40,87,0,0,0.249,0.314,0.423,0.738,1,0,0,5,168,38,4,93,127,0.73,1840,442
" Solano, D",MIA,2B,102,361,33,90,13,1,3,34,23,57,3,1,0.249,0.305,0.316,0.621,3,7,2,2,114,17,11,135,94,1.44,1462,395
" Lobaton, J",TB,C,100,277,38,69,15,2,7,32,30,65,0,1,0.249,0.32,0.394,0.714,0,0,2,2,109,24,5,84,68,1.24,1174,311
" Roberts, B",BAL,2B,77,265,33,66,12,1,8,39,26,44,3,1,0.249,0.312,0.392,0.704,1,0,1,4,104,21,4,73,91,0.8,1235,296
" Gyorko, J",SD,2B,125,486,62,121,26,0,23,63,33,123,1,1,0.249,0.301,0.444,0.745,1,4,0,2,216,49,14,115,143,0.8,2040,525
" Conger, H",LAA,C,92,233,23,58,13,1,7,21,17,61,0,1,0.249,0.31,0.403,0.713,2,4,0,1,94,21,6,59,62,0.95,1027,255
" Young Jr., E",NYM,LF,148,539,70,134,27,7,2,32,46,100,46,11,0.249,0.31,0.336,0.645,1,2,10,1,181,36,6,201,121,1.66,2239,598
" Crawford, B",SF,SS,149,499,52,124,24,3,9,43,42,96,1,2,0.248,0.311,0.363,0.674,6,5,1,3,181,36,10,168,125,1.34,2070,550
" Gutierrez, F",SEA,RF,41,145,18,36,7,0,10,24,5,43,3,1,0.248,0.273,0.503,0.777,0,0,1,0,73,17,2,36,33,1.09,625,151
" Sanchez, H",SF,C,63,129,8,32,4,0,3,19,7,29,0,0,0.248,0.3,0.349,0.649,0,3,0,1,45,7,1,35,35,1,525,140
" Simmons, A",ATL,SS,157,606,76,150,27,6,17,59,40,55,6,5,0.248,0.296,0.396,0.692,1,3,5,4,240,50,16,211,215,0.98,2307,658
" Doumit, R",MIN,C,135,485,49,120,28,1,14,55,48,99,1,0,0.247,0.314,0.396,0.71,4,1,0,4,192,43,13,159,124,1.28,2118,538
" Ruf, D",PHI,LF,73,251,36,62,11,0,14,30,33,91,0,0,0.247,0.348,0.458,0.806,1,7,0,2,115,25,4,47,57,0.82,1223,293
" Roberts, R",TB,2B,60,162,15,40,6,0,5,17,11,39,0,2,0.247,0.295,0.377,0.671,0,0,0,0,61,11,3,44,42,1.05,675,173
" Gomes, J",BOS,LF,116,312,49,77,17,0,13,52,43,89,1,0,0.247,0.344,0.426,0.771,3,6,0,5,133,30,6,52,105,0.5,1416,366
" Pierre, J",MIA,LF,113,308,36,76,11,2,1,8,13,27,23,6,0.247,0.284,0.305,0.589,0,3,6,0,94,14,4,132,83,1.59,1137,330
" Schafer, J",ATL,LF,94,231,32,57,8,3,3,21,29,73,22,6,0.247,0.331,0.346,0.677,2,0,5,0,80,14,1,64,43,1.49,1113,265
" Norris, D",OAK,C,98,264,41,65,16,0,9,30,37,71,5,0,0.246,0.345,0.409,0.754,1,4,1,2,108,25,5,57,79,0.72,1313,308
" Rodriguez, S",TB,LF,96,195,21,48,10,1,5,23,17,59,1,3,0.246,0.32,0.385,0.704,0,5,3,2,75,16,3,45,51,0.88,891,222
" Swisher, N",CLE,1B,145,549,74,135,27,2,22,63,77,138,1,0,0.246,0.341,0.423,0.763,3,4,0,4,232,51,11,145,146,0.99,2522,634
" Soto, G",TEX,C,54,163,20,40,9,0,9,22,20,60,1,2,0.245,0.328,0.466,0.794,0,0,1,0,76,18,2,28,38,0.74,781,184
" Cashner, A",SD,P,33,53,7,13,1,0,1,3,1,25,2,0,0.245,0.259,0.321,0.58,0,0,6,0,17,2,0,18,3,6,217,60
