Player,Team,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,IBB,HBP,SAC,SF,TB,XBH,GDP,GO,AO,GO_AO,NP,PA
" Frazier, T",CIN,3B,157,597,88,163,22,1,29,80,52,139,20,8,0.273,0.336,0.459,0.795,2,7,0,4,274,52,9,150,158,0.95,2555,660
" Correia, K",LAD,P,11,11,1,3,1,0,0,1,0,3,0,0,0.273,0.273,0.364,0.636,0,0,0,0,4,1,0,3,2,1.5,37,11
" Evans, N",ARI,1B,18,22,2,6,2,0,2,7,1,10,0,0,0.273,0.304,0.636,0.941,0,0,0,0,14,4,0,2,4,0.5,95,23
" Green, G",LAA,LF,43,99,7,27,5,0,1,11,2,20,1,4,0.273,0.282,0.354,0.635,0,0,0,2,35,6,3,28,29,0.97,368,103
" Harper, B",WSH,RF,100,352,41,96,10,2,13,32,38,104,2,2,0.273,0.344,0.423,0.768,4,1,3,1,149,25,6,85,77,1.1,1539,395
" Saunders, M",SEA,RF,78,231,38,63,11,3,8,34,26,59,4,5,0.273,0.341,0.45,0.791,1,0,2,4,104,22,2,56,61,0.92,1028,263
" Susac, A",SF,C,35,88,13,24,8,0,3,19,7,28,0,0,0.273,0.326,0.466,0.792,0,0,0,0,41,11,0,17,19,0.89,363,95
" Carpenter, M",STL,3B,158,595,99,162,33,2,8,59,95,111,5,3,0.272,0.375,0.375,0.75,2,8,2,9,223,43,3,151,185,0.82,3101,709
" Zobrist, B",TB,2B,146,570,83,155,34,3,10,52,75,84,10,5,0.272,0.354,0.395,0.749,4,1,2,6,225,47,8,190,157,1.21,2563,654
" Calhoun, K",LAA,RF,127,493,90,134,31,3,17,58,38,104,5,3,0.272,0.325,0.45,0.776,0,2,2,2,222,51,5,138,126,1.1,2000,537
" Holliday, M",STL,LF,156,574,83,156,37,0,20,90,74,100,4,1,0.272,0.37,0.441,0.811,4,17,0,2,253,57,20,180,160,1.13,2450,667
" Pujols, A",LAA,DH,159,633,89,172,37,1,28,105,48,71,5,1,0.272,0.324,0.466,0.79,11,5,0,9,295,66,28,241,186,1.3,2555,695
" Walker, N",PIT,2B,137,512,74,139,25,3,23,76,45,88,2,2,0.271,0.342,0.467,0.809,2,11,1,2,239,51,12,148,152,0.97,2176,571
" Butler, B",KC,DH,151,549,57,149,32,0,9,66,41,96,0,0,0.271,0.323,0.379,0.702,3,5,0,8,208,41,21,200,133,1.5,2143,603
" Ellsbury, J",NYY,CF,149,575,71,156,27,5,16,70,49,93,39,5,0.271,0.328,0.419,0.747,5,3,0,7,241,48,9,166,176,0.94,2354,635
" Robertson, D",TEX,LF,70,177,23,48,9,1,0,21,17,28,6,4,0.271,0.333,0.333,0.667,0,0,2,1,59,10,3,59,48,1.23,793,197
" Negron, K",CIN,2B,49,144,19,39,10,1,6,17,12,40,5,0,0.271,0.331,0.479,0.81,0,1,1,0,69,17,2,43,25,1.72,579,158
" Cruz, N",BAL,LF,159,613,87,166,32,2,40,108,55,140,4,5,0.271,0.333,0.525,0.859,8,5,0,5,322,74,17,163,166,0.98,2530,678
" Perez, R",CLE,C,29,85,10,23,5,0,1,4,5,26,0,0,0.271,0.311,0.365,0.676,0,0,5,0,31,6,2,25,18,1.39,403,95
" Heyward, J",ATL,RF,149,573,74,155,26,3,11,58,67,98,20,4,0.271,0.351,0.384,0.735,3,6,0,3,220,40,2,162,163,0.99,2548,649
" Hosmer, E",KC,1B,131,503,54,136,35,1,9,58,35,93,4,2,0.27,0.318,0.398,0.716,4,3,0,6,200,45,12,168,124,1.35,2112,547
" Upton, J",ATL,LF,154,566,77,153,34,2,29,102,60,171,8,4,0.27,0.342,0.491,0.833,1,6,0,8,278,65,10,123,137,0.9,2575,641
" Norris, D",OAK,C,127,385,46,104,19,1,10,55,54,86,2,2,0.27,0.361,0.403,0.763,2,1,1,1,155,30,12,109,100,1.09,1757,442
" Nava, D",BOS,RF,113,363,41,98,21,0,4,37,33,81,4,2,0.27,0.346,0.361,0.706,1,10,0,2,131,25,5,97,94,1.03,1691,408
" Utley, C",PHI,2B,155,589,74,159,36,6,11,78,53,85,10,1,0.27,0.339,0.407,0.746,12,13,0,9,240,53,8,172,190,0.91,2549,664
" Dyson, J",KC,RF,120,260,33,70,4,4,1,24,22,52,36,7,0.269,0.324,0.327,0.651,0,0,6,2,85,9,5,103,48,2.15,1116,290
" Wright, D",NYM,3B,134,535,54,144,30,1,8,63,42,113,8,5,0.269,0.324,0.374,0.698,5,4,0,5,200,39,22,148,157,0.94,2214,586
" Ozuna, M",MIA,CF,153,565,72,152,26,5,23,85,41,164,3,1,0.269,0.317,0.455,0.772,1,1,0,5,257,54,12,143,123,1.16,2388,612
" Rutledge, J",COL,SS,105,309,44,83,16,7,4,33,20,83,2,3,0.269,0.323,0.405,0.728,0,6,5,2,125,27,6,79,77,1.03,1322,342
" Hardy, J",BAL,SS,141,529,56,142,28,0,9,52,29,104,0,0,0.268,0.309,0.372,0.682,1,4,3,4,197,37,12,144,158,0.91,2222,569
" Encarnacion, E",TOR,DH,128,477,75,128,27,2,34,98,62,82,2,0,0.268,0.354,0.547,0.901,6,2,0,1,261,63,18,133,153,0.87,2241,542
" Victorino, S",BOS,RF,30,123,14,33,6,1,2,12,6,21,2,0,0.268,0.303,0.382,0.685,0,1,1,2,47,9,3,42,33,1.27,527,133
" Seager, K",SEA,3B,159,590,71,158,27,4,25,96,52,118,7,5,0.268,0.334,0.454,0.788,3,8,1,3,268,56,12,149,181,0.82,2563,654
" Holt, T",CLE,CF,36,71,4,19,2,0,0,2,3,25,2,2,0.268,0.307,0.296,0.602,0,1,1,0,21,2,1,13,16,0.81,327,76
" Pillar, K",TOR,CF,53,116,19,31,9,0,2,7,4,28,1,2,0.267,0.295,0.397,0.692,0,1,0,1,46,11,3,35,26,1.35,421,122
" LeMahieu, D",COL,2B,149,494,59,132,15,5,5,42,33,97,10,10,0.267,0.315,0.348,0.663,7,2,7,2,172,25,13,194,93,2.09,1985,538
" Rosario, W",COL,C,106,382,46,102,25,0,13,54,23,70,1,0,0.267,0.305,0.435,0.739,5,0,0,5,166,38,17,148,84,1.76,1321,410
" Ramos, W",WSH,C,88,341,32,91,12,0,11,47,17,57,0,0,0.267,0.299,0.399,0.698,2,0,0,3,136,23,17,151,62,2.44,1152,361
" Duffy, M",SF,3B,34,60,5,16,2,0,0,8,1,14,0,1,0.267,0.302,0.3,0.602,0,2,1,0,18,2,1,16,16,1,209,64
" Sanchez, T",PIT,C,26,75,3,20,1,0,2,13,3,28,0,0,0.267,0.3,0.36,0.66,0,1,0,1,27,3,0,14,14,1,304,80
" Gordon, A",KC,LF,156,563,87,150,34,1,19,74,65,126,12,3,0.266,0.351,0.432,0.783,5,11,0,4,243,54,11,158,144,1.1,2655,643
" Guyer, B",TB,LF,97,259,37,69,15,1,3,26,16,52,6,1,0.266,0.334,0.367,0.701,0,11,7,1,95,19,3,88,61,1.44,1113,294
" Smith, S",SD,LF,136,443,55,118,31,5,12,48,69,87,1,1,0.266,0.367,0.44,0.807,3,4,0,4,195,48,9,149,102,1.46,2124,521
" Phillips, B",CIN,2B,121,462,44,123,25,0,8,51,23,74,2,3,0.266,0.306,0.372,0.678,1,6,2,6,172,33,13,150,136,1.1,1851,499
" Braun, R",MIL,LF,135,530,68,141,30,6,19,81,41,113,11,5,0.266,0.324,0.453,0.777,3,6,0,3,240,55,17,174,122,1.43,2080,580
" Gosselin, P",ATL,2B,46,128,17,34,4,0,1,3,5,27,2,2,0.266,0.304,0.32,0.624,0,2,1,0,41,5,1,43,26,1.65,514,136
" Reddick, J",OAK,RF,109,363,53,96,16,7,12,54,28,63,1,1,0.264,0.316,0.446,0.763,0,1,0,3,162,35,3,74,136,0.54,1428,396
" Baker, J",MIA,1B,90,208,27,55,10,4,3,28,13,51,1,0,0.264,0.307,0.394,0.701,1,1,0,3,82,17,8,70,43,1.63,842,225
" Snider, T",PIT,RF,140,322,37,85,15,1,13,38,34,67,1,1,0.264,0.338,0.438,0.776,2,2,1,0,141,29,10,115,66,1.74,1436,359
" Byrd, M",PHI,RF,154,591,71,156,28,2,25,85,35,185,3,2,0.264,0.312,0.445,0.757,7,8,0,3,263,55,6,114,145,0.79,2394,637
" Jaso, J",OAK,C,99,307,42,81,18,3,9,40,28,60,2,0,0.264,0.337,0.43,0.767,1,7,0,2,132,30,5,78,95,0.82,1313,344
" Andrus, E",TEX,SS,157,619,72,163,35,1,2,41,46,96,27,15,0.263,0.314,0.333,0.647,0,3,9,7,206,38,21,259,138,1.88,2736,685
" Hamilton, J",LAA,LF,89,338,43,89,21,0,10,44,32,108,3,3,0.263,0.331,0.414,0.745,5,5,0,6,140,31,2,72,77,0.94,1392,381
" Campbell, E",NYM,1B,85,190,16,50,9,0,3,16,17,55,3,0,0.263,0.322,0.358,0.68,0,1,0,3,68,12,5,54,39,1.38,889,211
" Johnson, C",ATL,3B,153,582,43,153,27,0,10,58,23,159,6,0,0.263,0.292,0.361,0.653,2,2,2,2,210,37,23,182,115,1.58,2230,611
" Gattis, E",ATL,C,108,369,41,97,17,1,22,52,22,97,0,0,0.263,0.317,0.493,0.81,3,8,0,2,182,40,9,89,97,0.92,1424,401
" Kiermaier, K",TB,CF,108,331,35,87,16,8,10,35,23,71,5,4,0.263,0.315,0.45,0.765,2,3,5,2,149,34,3,110,73,1.51,1295,364
" Ortiz, D",BOS,DH,142,518,59,136,27,0,35,104,75,95,0,0,0.263,0.355,0.517,0.873,22,3,0,6,268,62,18,152,159,0.96,2409,602
" Peralta, J",STL,SS,157,560,61,147,38,0,21,75,58,112,3,2,0.263,0.336,0.443,0.779,2,6,0,4,248,59,19,164,160,1.03,2476,628
" Rosales, A",TEX,1B,56,164,20,43,7,0,4,19,13,42,4,2,0.262,0.328,0.378,0.706,0,3,0,0,62,11,5,33,51,0.65,721,181
" Murphy, D",CLE,LF,129,416,40,109,25,1,8,58,36,61,2,3,0.262,0.319,0.385,0.703,2,2,1,7,160,34,6,128,132,0.97,1728,462
" Morrison, L",SEA,1B,99,336,41,88,20,0,11,38,24,59,5,2,0.262,0.315,0.42,0.735,1,3,0,2,141,31,9,99,101,0.98,1276,365
" Ramirez, J",CLE,SS,68,237,27,62,10,2,2,17,13,35,10,1,0.262,0.3,0.346,0.646,0,1,13,2,82,14,3,91,67,1.36,1016,266
" Owings, C",ARI,CF,91,310,34,81,15,6,6,26,16,67,8,1,0.261,0.3,0.406,0.706,0,2,2,2,126,27,4,84,86,0.98,1220,332
" Carrera, E",DET,CF,45,69,12,18,4,1,0,2,3,14,7,1,0.261,0.301,0.348,0.649,1,1,0,0,24,5,2,25,14,1.79,254,73
" Parra, G",MIL,LF,150,529,64,138,22,4,9,40,32,100,9,7,0.261,0.308,0.369,0.677,5,5,6,2,195,35,10,202,107,1.89,2055,574
" Sardinas, L",TEX,SS,43,115,12,30,6,0,0,8,5,21,5,1,0.261,0.303,0.313,0.616,0,2,3,0,36,6,5,56,16,3.5,482,125
" Solarte, Y",SD,3B,131,469,56,122,19,1,10,48,53,58,0,1,0.26,0.336,0.369,0.705,1,4,3,6,173,30,13,164,147,1.12,1993,535
" Cespedes, Y",BOS,LF,152,600,89,156,36,6,22,100,35,128,7,2,0.26,0.301,0.45,0.751,3,3,0,7,270,64,13,134,202,0.66,2412,645
" Freese, D",LAA,3B,134,462,53,120,25,1,10,55,38,124,1,3,0.26,0.321,0.383,0.704,0,6,0,5,177,36,10,136,97,1.4,1984,511
" Blanco, G",SF,RF,146,393,51,102,18,6,5,38,41,77,16,5,0.26,0.333,0.374,0.707,1,3,6,1,147,29,4,106,119,0.89,1737,444
" Perez, S",KC,C,150,578,57,150,28,2,17,70,22,85,1,0,0.26,0.289,0.403,0.692,2,3,0,3,233,47,22,176,192,0.92,2029,606
" LaRoche, A",WSH,1B,140,494,73,128,19,0,26,92,82,108,3,0,0.259,0.362,0.455,0.817,9,2,0,8,225,45,13,126,153,0.82,2365,586
" Frandsen, K",WSH,LF,105,220,17,57,8,0,1,17,6,26,0,0,0.259,0.299,0.309,0.608,0,7,2,1,68,9,7,82,65,1.26,777,236
" Odor, R",TEX,2B,114,386,39,100,14,7,9,48,17,71,4,7,0.259,0.297,0.402,0.698,1,5,6,3,155,30,7,125,106,1.18,1467,417
" Nieuwenhuis, K",NYM,CF,61,112,16,29,14,1,3,16,16,39,4,0,0.259,0.346,0.482,0.828,3,0,0,2,54,18,1,27,20,1.35,571,130
" Castellanos, N",DET,3B,148,533,50,138,31,4,11,66,36,140,2,2,0.259,0.306,0.394,0.7,3,3,0,7,210,46,7,122,147,0.83,2239,579
" Bonifacio, E",ATL,2B,110,394,47,102,17,4,3,24,26,85,26,8,0.259,0.305,0.345,0.65,2,0,6,0,136,24,2,126,89,1.42,1692,426
" Escobar, Y",TB,SS,137,476,33,123,18,0,7,39,43,60,1,1,0.258,0.324,0.34,0.664,3,4,4,2,162,25,15,181,133,1.36,1899,529
" Kawasaki, M",TOR,2B,82,240,31,62,7,1,0,17,22,49,1,0,0.258,0.327,0.296,0.623,0,3,8,1,71,8,3,91,50,1.82,1134,274
" Cecchini, G",BOS,3B,11,31,6,8,3,0,1,4,3,11,0,0,0.258,0.361,0.452,0.813,0,2,0,0,14,4,0,6,6,1,168,36
" Plouffe, T",MIN,3B,136,520,69,134,40,2,14,80,53,109,2,1,0.258,0.328,0.423,0.751,2,4,0,5,220,56,12,136,158,0.86,2288,582
" Bumgarner, M",SF,P,31,66,10,17,2,0,4,15,2,29,0,0,0.258,0.286,0.47,0.755,0,1,8,1,31,6,0,18,11,1.64,281,78
" Valencia, D",TOR,3B,86,264,20,68,16,1,4,30,14,62,1,1,0.258,0.296,0.371,0.667,0,2,0,4,98,21,8,81,65,1.25,1082,284
" Barnes, B",COL,RF,132,292,37,75,17,4,8,27,15,100,5,4,0.257,0.293,0.425,0.718,0,0,6,0,124,29,11,83,51,1.63,1130,313
" Bourn, M",CLE,CF,106,444,57,114,17,10,3,28,35,114,10,6,0.257,0.314,0.36,0.674,1,3,3,2,160,30,5,138,88,1.57,1898,487
" Jeter, D",NYY,SS,145,581,47,149,19,1,4,50,35,87,10,2,0.256,0.304,0.313,0.617,0,6,8,4,182,24,15,255,117,2.18,2214,634
" Lambo, A",PIT,LF,21,39,3,10,4,0,0,1,0,8,0,0,0.256,0.256,0.359,0.615,0,0,0,0,14,4,2,14,9,1.56,141,39
" Jackson, A",SEA,CF,154,597,71,153,30,6,4,47,47,144,20,6,0.256,0.308,0.347,0.655,0,2,1,9,207,40,15,157,168,0.93,2697,656
" Cron, C",LAA,1B,79,242,28,62,12,1,11,37,10,61,0,0,0.256,0.289,0.45,0.739,0,1,0,0,109,24,10,59,70,0.84,969,253
" Parmelee, C",MIN,RF,87,250,27,64,11,0,7,28,17,64,0,3,0.256,0.307,0.384,0.691,0,2,0,1,96,18,7,60,70,0.86,1147,270
" Gardner, B",NYY,LF,148,555,87,142,25,8,17,58,56,134,21,5,0.256,0.327,0.422,0.749,0,6,13,6,234,50,3,142,159,0.89,2821,636
" Mercer, J",PIT,SS,149,506,56,129,27,2,12,55,35,89,4,1,0.255,0.305,0.387,0.693,12,4,5,5,196,41,14,169,143,1.18,2053,555
" Donaldson, J",OAK,3B,158,608,93,155,31,2,29,98,76,130,8,0,0.255,0.342,0.456,0.798,5,7,0,4,277,62,16,169,174,0.97,2714,695
" Pacheco, J",ARI,1B,69,153,10,39,10,1,0,16,9,27,0,0,0.255,0.299,0.333,0.632,0,1,1,1,51,11,6,50,45,1.11,617,165
" Desmond, I",WSH,SS,154,593,73,151,26,3,24,91,46,183,24,5,0.255,0.313,0.43,0.743,0,6,0,3,255,53,17,164,115,1.43,2480,648
" Votto, J",CIN,1B,62,220,32,56,16,0,6,23,47,49,1,1,0.255,0.39,0.409,0.799,2,3,0,2,90,22,5,71,51,1.39,1179,272
" Gentry, C",OAK,LF,94,232,38,59,6,1,0,12,17,44,20,2,0.254,0.319,0.289,0.608,2,5,2,0,67,7,2,67,66,1.02,959,258
" Pennington, C",ARI,SS,68,177,21,45,5,3,2,10,20,36,6,1,0.254,0.34,0.35,0.69,0,3,1,0,62,10,1,46,52,0.88,811,201
" Nieves, W",PHI,C,36,122,9,31,8,0,1,7,1,34,1,0,0.254,0.27,0.344,0.614,0,2,2,1,42,9,2,37,25,1.48,424,128
" Arias, J",SF,3B,107,193,18,49,9,0,0,15,8,23,1,0,0.254,0.281,0.301,0.581,2,0,1,2,58,9,1,68,57,1.19,722,204
" Joyce, M",TB,LF,140,418,51,106,23,2,9,52,62,111,2,5,0.254,0.349,0.383,0.732,4,4,0,9,160,34,11,115,106,1.08,2015,493
" Longoria, E",TB,3B,162,624,83,158,26,1,22,91,57,133,5,0,0.253,0.32,0.404,0.724,11,9,1,9,252,49,15,166,192,0.86,2522,700
" Tolleson, S",TOR,2B,108,170,21,43,7,2,3,16,12,49,3,1,0.253,0.308,0.371,0.679,0,2,4,1,63,12,3,40,46,0.87,731,189
" Duda, L",NYM,1B,153,514,74,130,27,0,30,92,69,135,3,2,0.253,0.349,0.481,0.83,8,9,0,4,247,57,9,104,158,0.66,2459,596
" Pena, B",CIN,C,115,348,23,88,18,1,5,26,20,42,2,3,0.253,0.291,0.353,0.645,2,0,1,3,123,24,8,117,113,1.04,1362,372
" Ross, C",ARI,LF,83,202,15,51,8,0,2,15,15,44,0,0,0.252,0.306,0.322,0.628,0,1,0,1,65,10,3,61,50,1.22,858,219
" Ishikawa, T",SF,1B,62,107,9,27,4,1,3,18,9,34,0,0,0.252,0.311,0.393,0.703,1,1,0,2,42,8,3,16,35,0.46,479,119
" Ruiz, C",PHI,C,110,381,43,96,25,1,6,31,46,60,4,2,0.252,0.347,0.37,0.717,1,12,1,5,141,32,11,120,122,0.98,1803,445
" Infante, O",KC,2B,135,528,50,133,21,3,6,66,33,68,9,3,0.252,0.295,0.337,0.632,3,2,5,7,178,30,7,149,197,0.76,2039,575
" Asche, C",PHI,3B,121,397,43,100,25,0,10,46,33,102,0,1,0.252,0.309,0.39,0.699,4,0,3,1,155,35,6,97,108,0.9,1577,434
" Rivera, R",SD,C,103,294,27,74,18,1,11,44,27,76,0,0,0.252,0.319,0.432,0.751,3,3,3,2,127,30,6,69,86,0.8,1278,329
" Iannetta, C",LAA,C,108,306,41,77,22,0,7,43,54,91,3,0,0.252,0.373,0.392,0.765,3,8,0,5,120,29,3,66,80,0.83,1494,373
" Solano, D",MIA,3B,111,310,26,78,11,1,3,28,19,61,1,2,0.252,0.3,0.323,0.623,0,3,7,1,100,15,5,111,73,1.52,1285,340
" De Aza, A",BAL,LF,142,477,56,120,24,8,8,41,39,119,17,10,0.252,0.314,0.386,0.7,2,6,3,3,184,40,7,133,118,1.13,2079,528
" Pierzynski, A",STL,C,102,338,25,85,12,1,5,37,14,54,0,1,0.251,0.288,0.337,0.625,2,5,1,4,114,18,13,123,94,1.31,1233,362
" Lucas, E",TEX,2B,69,179,19,45,5,0,1,9,8,48,1,0,0.251,0.283,0.296,0.58,0,0,2,0,53,6,4,59,33,1.79,740,189
" Sweeney, R",CHC,CF,77,207,22,52,9,0,3,20,15,33,0,0,0.251,0.304,0.338,0.642,2,1,2,1,70,12,4,76,53,1.43,930,226
" Flores, W",NYM,SS,78,259,28,65,13,1,6,29,12,31,1,0,0.251,0.286,0.378,0.664,2,1,1,1,98,20,6,77,94,0.82,1028,274
" La Stella, T",ATL,2B,93,319,22,80,16,1,1,31,36,40,2,1,0.251,0.328,0.317,0.644,2,1,3,1,101,18,8,121,90,1.34,1489,360
" Hamilton, B",CIN,CF,152,563,72,141,25,8,6,48,34,117,56,23,0.25,0.292,0.355,0.648,0,1,9,4,200,39,1,153,166,0.92,2319,611
" Beeler, D",CHC,P,2,4,0,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5,0,0,0,0,1,0,0,1,0,*.**,11,4
" Collins, T",DET,LF,18,24,3,6,0,0,1,4,1,4,0,0,0.25,0.28,0.375,0.655,0,0,0,0,9,1,1,6,9,0.67,96,25
" Cowgill, C",LAA,LF,106,260,37,65,10,1,5,21,26,74,4,0,0.25,0.33,0.354,0.684,0,5,2,0,92,16,4,67,60,1.12,1116,293
" Den Dekker, M",NYM,CF,53,152,23,38,11,0,0,7,21,34,7,4,0.25,0.345,0.322,0.667,0,1,0,0,49,11,1,47,34,1.38,669,174
" Garcia, J",STL,P,7,12,2,3,0,0,0,0,0,2,0,0,0.25,0.308,0.25,0.558,0,1,3,0,3,0,0,8,2,4,48,16
" Gibson, K",MIN,P,2,4,0,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5,0,0,0,0,1,0,0,1,0,*.**,11,4
" Jones, J",SEA,CF,108,312,46,78,9,5,0,9,12,67,27,1,0.25,0.278,0.311,0.589,0,0,4,0,97,14,4,106,69,1.54,1223,328
" Kelly, J",BOS,P,9,16,0,4,1,0,0,0,0,2,1,0,0.25,0.294,0.313,0.607,0,1,1,0,5,1,0,9,2,4.5,52,18
" Lee, C",PHI,P,11,24,2,6,0,0,0,1,0,9,0,0,0.25,0.25,0.25,0.5,0,0,1,0,6,0,0,8,2,4,86,25
" Martinez, C",STL,P,54,12,0,3,0,0,0,2,0,4,0,0,0.25,0.25,0.25,0.5,0,0,1,0,3,0,0,5,1,5,40,13
" McCann, J",DET,C,9,12,2,3,1,0,0,0,0,2,1,0,0.25,0.25,0.333,0.583,0,0,0,0,4,1,0,2,5,0.4,36,12
" Nunez, E",MIN,3B,72,204,26,51,7,4,4,24,5,31,9,3,0.25,0.271,0.382,0.654,0,1,3,0,78,15,7,84,48,1.75,752,213
" Roach, D",SD,P,16,4,0,1,1,0,0,0,0,1,0,0,0.25,0.25,0.5,0.75,0,0,0,0,2,1,0,1,1,1,19,4
" Rodriguez, W",PIT,P,6,8,0,2,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5,0,0,0,0,2,0,0,2,2,1,27,8
" Sanchez, Y",CWS,SS,28,100,6,25,5,0,0,5,3,25,1,1,0.25,0.269,0.3,0.569,0,0,0,1,30,5,1,25,27,0.93,384,104
" Santiago, H",LAA,P,2,4,0,1,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,1,0,1,0,0,2,1,2,15,5
" Soto, G",OAK,C,24,80,8,20,6,0,1,11,6,19,0,0,0.25,0.302,0.363,0.665,0,0,1,0,29,7,6,26,22,1.18,359,87
" Taylor, M",CWS,LF,11,28,3,7,1,0,0,0,5,9,0,0,0.25,0.364,0.286,0.649,0,0,0,0,8,1,0,5,7,0.71,140,33
" Telis, T",TEX,C,18,68,7,17,2,0,0,8,1,10,0,0,0.25,0.271,0.279,0.551,0,1,1,0,19,2,2,29,15,1.93,248,71
" Ventura, Y",KC,P,2,4,1,1,0,0,0,0,0,3,0,0,0.25,0.25,0.25,0.5,0,0,1,0,1,0,0,1,0,*.**,18,5
" Wilson, B",ARI,C,2,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,0,1,0,0,0,3,0,12,4
" Ethier, A",LAD,RF,130,341,29,85,17,6,4,42,31,74,2,2,0.249,0.322,0.37,0.691,3,6,1,1,126,27,5,118,71,1.66,1451,380
" Lowrie, J",OAK,SS,136,502,59,125,29,3,6,50,51,79,0,0,0.249,0.321,0.355,0.676,5,5,2,6,178,38,14,124,196,0.63,2103,566
" Valbuena, L",CHC,3B,149,478,68,119,33,4,16,51,65,113,1,2,0.249,0.341,0.435,0.776,4,2,1,1,208,53,8,99,157,0.63,2281,547
" Marisnick, J",HOU,CF,65,221,21,55,8,0,3,19,8,67,11,3,0.249,0.281,0.326,0.607,3,3,2,3,72,11,2,46,60,0.77,921,237
" Wong, K",STL,2B,113,402,52,100,14,3,12,42,21,71,20,4,0.249,0.292,0.388,0.68,3,4,5,1,156,29,12,142,107,1.33,1630,433
" Napoli, M",BOS,1B,119,415,49,103,20,0,17,55,78,133,3,2,0.248,0.37,0.419,0.789,3,4,0,3,174,37,12,111,83,1.34,2235,500
" Abreu, B",NYM,RF,78,133,12,33,9,0,1,14,20,21,1,0,0.248,0.342,0.338,0.68,0,0,0,2,45,10,3,46,38,1.21,647,155
" Thole, J",TOR,C,57,133,11,33,4,0,0,7,14,25,0,3,0.248,0.32,0.278,0.598,0,0,3,0,37,4,4,57,25,2.28,621,150
" Hernandez, E",MIA,LF,42,121,13,30,6,3,3,14,12,21,0,0,0.248,0.321,0.421,0.742,0,1,0,0,51,12,1,32,39,0.82,540,134
" Kalish, R",CHC,LF,57,121,13,30,4,4,0,5,8,28,3,2,0.248,0.295,0.347,0.642,1,0,1,0,42,8,3,48,19,2.53,491,130
" DeJesus, D",TB,LF,83,238,24,59,15,2,6,19,30,43,0,3,0.248,0.344,0.403,0.748,1,5,0,0,96,23,7,75,68,1.1,1143,273
" Bethancourt, C",ATL,C,31,113,7,28,3,0,0,9,3,26,1,1,0.248,0.274,0.274,0.548,0,1,0,0,31,3,3,37,25,1.48,391,117
" Lough, D",BAL,LF,112,174,31,43,6,3,4,16,15,33,8,5,0.247,0.309,0.385,0.694,0,1,6,1,67,13,3,48,60,0.8,683,197
" Lawrie, B",TOR,3B,70,259,27,64,9,0,12,38,16,49,0,0,0.247,0.301,0.421,0.722,0,5,0,2,109,21,0,69,79,0.87,1042,282
" Aviles, M",CLE,LF,113,344,38,85,16,1,5,39,13,49,14,5,0.247,0.273,0.343,0.616,0,1,11,5,118,22,10,128,108,1.19,1358,374
" Fielder, P",TEX,1B,42,150,19,37,8,0,3,16,25,24,0,0,0.247,0.36,0.36,0.72,11,2,0,1,54,11,5,54,41,1.32,614,178
" Crawford, B",SF,SS,153,491,54,121,20,10,10,69,59,129,5,3,0.246,0.324,0.389,0.713,10,2,2,10,191,40,4,114,143,0.8,2150,564
" Chavez, E",ARI,3B,44,69,6,17,3,1,3,8,11,19,2,0,0.246,0.346,0.449,0.795,0,0,0,1,31,7,2,19,17,1.12,352,81
" Crisp, C",OAK,LF,126,463,68,114,21,3,9,47,66,66,19,5,0.246,0.336,0.363,0.699,2,0,1,6,168,33,3,131,162,0.81,2148,536
" Watkins, L",CHC,2B,31,65,10,16,3,0,1,6,1,16,1,0,0.246,0.269,0.338,0.607,1,1,1,0,22,4,0,17,17,1,245,68
" Jones, G",MIA,1B,146,496,59,122,33,2,15,53,46,116,0,1,0.246,0.309,0.411,0.72,4,1,0,4,204,50,10,119,153,0.78,2199,547
" Santiago, R",CIN,3B,75,179,20,44,8,0,2,17,24,38,2,1,0.246,0.343,0.324,0.667,0,3,7,1,58,10,1,56,50,1.12,813,214
" Segura, J",MIL,SS,146,513,61,126,14,6,5,31,28,70,20,9,0.246,0.289,0.326,0.614,5,4,10,2,167,25,13,224,118,1.9,1944,557
" Moreland, M",TEX,1B,52,167,18,41,9,1,2,23,12,43,0,0,0.246,0.297,0.347,0.644,0,1,2,2,58,12,7,55,39,1.41,740,184
" Grichuk, R",STL,CF,47,110,11,27,6,1,3,8,5,31,0,2,0.245,0.278,0.4,0.678,0,0,1,0,44,10,4,26,31,0.84,454,116
" Kelly, D",DET,3B,95,163,24,40,5,1,0,7,20,29,6,1,0.245,0.332,0.288,0.62,1,1,1,0,47,6,6,49,52,0.94,759,185
" Navarro, E",LAA,1B,64,159,17,39,10,1,1,14,13,27,1,3,0.245,0.302,0.34,0.642,2,0,2,0,54,12,0,53,42,1.26,705,174
" Barmes, C",PIT,SS,48,102,15,25,5,0,0,7,9,18,1,1,0.245,0.328,0.294,0.622,2,4,0,1,30,5,2,27,35,0.77,446,116
" Ackley, D",SEA,LF,143,502,64,123,27,4,14,65,32,90,8,4,0.245,0.293,0.398,0.692,1,3,3,2,200,45,10,160,144,1.11,2054,542
