RK,Player,Team,W,L,ERA,G,GS,SV,SVO,IP,H,R,ER,HR,BB,SO,AVG,WHIP,CG,SHO,HB,IBB,GF,HLD,GIDP,GO,AO,WP,BK,SB,CS,PK,TBF,NP,WPCT,GO_AO,OBP,SLG,OPS,K_9,BB_9,H_9,K_BB,P_IP
115," Turner, J",CWS,1,2,6.57,18,2,0,0,24.2,33,27,18,5,16,18,0.324,1.99,0,0,2,1,8,2,3,34,19,2,0,4,0,0,122,456,0.333,1.79,0.418,0.588,1.006,6.57,5.84,12.04,1.13,18.49
117," Cotham, C",CIN,0,3,7.4,23,0,0,1,24.1,32,21,20,3,12,21,0.323,1.81,0,0,3,2,3,3,2,24,25,1,0,3,0,0,117,431,0,0.96,0.405,0.475,0.88,7.77,4.44,11.84,1.75,17.71
118," Herrmann, F",PHI,1,2,8.4,14,0,0,0,15,20,16,14,7,5,14,0.323,1.67,0,0,1,0,4,0,2,11,18,3,0,0,0,0,69,280,0.333,0.61,0.382,0.726,1.108,8.4,3,12,2.8,18.67
119," Danks, J",CWS,0,4,7.25,4,4,0,0,22.1,28,20,18,5,11,16,0.322,1.75,0,0,0,0,0,0,4,15,30,1,0,1,0,0,100,387,0,0.5,0.39,0.575,0.965,6.45,4.43,11.28,1.45,17.33
120," Dean, P",MIN,1,6,6.28,19,9,0,0,67.1,88,47,47,13,23,50,0.321,1.65,0,0,0,1,4,0,11,70,69,1,0,1,1,1,300,1158,0.143,1.01,0.371,0.544,0.915,6.68,3.07,11.76,2.17,17.2
121," Wilhelmsen, T",SEA,2,4,6.8,50,0,1,4,46.1,60,35,35,11,19,28,0.321,1.71,0,0,2,0,5,12,8,58,42,0,0,2,2,0,209,808,0.333,1.38,0.388,0.578,0.965,5.44,3.69,11.65,1.47,17.44
122," Albers, M",CWS,2,6,6.31,58,1,0,4,51.1,67,44,36,10,19,30,0.321,1.68,0,0,3,1,11,13,4,63,54,4,0,3,2,0,237,891,0.25,1.17,0.382,0.56,0.942,5.26,3.33,11.75,1.58,17.36
123," O'Flaherty, E",ATL,1,4,6.91,39,0,0,1,28.2,39,25,22,3,11,22,0.32,1.74,0,0,2,2,8,3,3,35,27,3,0,1,0,0,136,473,0.2,1.3,0.385,0.492,0.877,6.91,3.45,12.24,2,16.5
124," Ramos, C",DET,3,3,6.04,16,4,1,1,47.2,60,34,32,12,20,27,0.319,1.68,0,0,1,1,2,0,10,54,50,0,0,4,1,1,212,785,0.5,1.08,0.382,0.59,0.973,5.1,3.78,11.33,1.35,16.47
125," De Los Santos, A",LAA,0,0,11.12,5,0,0,0,5.2,7,7,7,1,4,2,0.318,1.94,0,0,1,0,1,0,0,5,9,1,0,1,1,0,28,110,.---,0.56,0.429,0.5,0.929,3.18,6.35,11.12,0.5,19.41
125," Garcia, L",PHI,1,1,6.46,17,0,0,1,15.1,21,11,11,2,8,14,0.318,1.89,0,0,1,1,7,1,0,19,13,2,0,1,0,0,76,292,0.5,1.46,0.395,0.5,0.895,8.22,4.7,12.33,1.75,19.04
125," Loewen, A",ARI,1,0,15,8,0,0,0,6,7,10,10,1,6,3,0.318,2.17,0,0,1,0,3,1,0,4,10,1,0,0,1,0,31,126,1,0.4,0.452,0.455,0.906,4.5,9,10.5,0.5,21
125," Parnell, B",DET,0,0,6.75,6,0,0,0,5.1,7,4,4,1,5,4,0.318,2.25,0,0,0,1,2,0,2,6,5,2,0,0,0,0,27,100,.---,1.2,0.444,0.455,0.899,6.75,8.44,11.81,0.8,18.75
129," Alexander, S",KC,0,0,3.32,17,0,0,1,19,24,7,7,1,7,16,0.316,1.63,0,0,0,0,4,0,4,28,9,0,0,0,0,0,84,324,.---,3.11,0.369,0.421,0.79,7.58,3.32,11.37,2.29,17.05
130," Klein, P",PHI,0,1,6.98,12,2,0,0,19.1,23,15,15,2,9,19,0.315,1.66,0,0,1,1,5,0,5,16,18,1,0,1,0,0,86,358,0,0.89,0.393,0.466,0.859,8.84,4.19,10.71,2.11,18.52
130," Mahle, G",LAA,1,0,5.4,24,0,0,0,18.1,23,13,11,4,10,14,0.315,1.8,0,0,2,2,1,6,4,22,15,1,0,1,0,0,86,328,1,1.47,0.412,0.534,0.946,6.87,4.91,11.29,1.4,17.89
132," Jepsen, K",TB,2,6,5.98,58,0,7,11,49.2,62,35,33,12,21,35,0.315,1.67,0,0,0,2,24,5,6,37,69,4,0,2,1,0,224,878,0.25,0.54,0.371,0.569,0.939,6.34,3.81,11.23,1.67,17.68
133," McCarthy, K",KC,1,0,6.48,10,0,0,1,8.1,11,8,6,1,5,7,0.314,1.92,0,0,0,0,1,0,0,12,6,0,0,2,0,0,41,169,1,2,0.4,0.457,0.857,7.56,5.4,11.88,1.4,20.28
133," Thornton, M",SD,1,0,5.82,18,0,0,0,17,22,12,11,2,6,9,0.314,1.65,0,0,1,0,8,0,4,26,13,0,0,3,0,0,77,280,1,2,0.377,0.471,0.848,4.76,3.18,11.65,1.5,16.47
135," Hahn, J",OAK,2,4,6.02,9,9,0,0,46.1,57,32,31,8,19,23,0.313,1.64,0,0,0,1,0,0,10,64,40,2,0,7,0,0,203,712,0.333,1.6,0.376,0.484,0.86,4.47,3.69,11.07,1.21,15.37
136," Hughes, P",MIN,1,7,5.95,12,11,0,0,59,76,40,39,11,13,34,0.313,1.51,1,0,0,0,0,0,6,51,85,0,0,1,0,0,259,907,0.125,0.6,0.345,0.506,0.851,5.19,1.98,11.59,2.62,15.37
137," Araujo, E",PHI,2,1,5.6,32,0,0,1,27.1,35,22,17,4,17,29,0.313,1.9,0,0,2,2,9,4,2,20,31,0,1,1,1,0,134,543,0.667,0.65,0.409,0.491,0.9,9.55,5.6,11.52,1.71,19.87
137," Brault, S",PIT,0,3,4.86,8,7,0,0,33.1,45,26,18,5,17,29,0.313,1.86,0,0,2,1,0,0,2,41,32,1,0,4,1,0,166,662,0,1.28,0.393,0.5,0.893,7.83,4.59,12.15,1.71,19.86
137," Plutko, A",CLE,0,0,7.36,2,0,0,0,3.2,5,3,3,1,2,3,0.313,1.91,0,0,0,0,1,0,0,2,6,1,0,0,0,0,18,79,.---,0.33,0.389,0.563,0.951,7.36,4.91,12.27,1.5,21.55
140," Blazek, M",MIL,3,1,5.66,41,0,0,2,41.1,52,31,26,7,27,36,0.311,1.91,0,0,2,3,7,9,5,39,45,2,0,2,4,1,201,818,0.75,0.87,0.405,0.527,0.932,7.84,5.88,11.32,1.33,19.79
141," Weaver, L",STL,1,4,5.7,9,8,0,0,36.1,46,29,23,7,12,45,0.311,1.6,0,0,2,0,0,0,3,30,32,1,0,0,0,0,167,682,0.2,0.94,0.364,0.507,0.87,11.15,2.97,11.39,3.75,18.77
142," Despaigne, O",MIA,0,2,5.93,19,0,0,2,30.1,36,21,20,3,16,17,0.31,1.71,0,0,1,1,8,2,8,34,31,0,1,1,0,0,135,534,0,1.1,0.393,0.491,0.884,5.04,4.75,10.68,1.06,17.6
142," Garcia, Y",LAD,0,0,3.24,9,0,0,2,8.1,9,3,3,0,1,4,0.31,1.2,0,0,1,0,1,1,1,7,13,0,0,0,0,0,35,128,.---,0.54,0.333,0.31,0.644,4.32,1.08,9.72,4,15.36
144," Miller, S",ARI,3,12,6.15,20,20,0,0,101,127,72,69,14,42,70,0.31,1.67,1,1,2,3,0,0,8,110,109,3,0,8,5,1,460,1740,0.2,1.01,0.374,0.493,0.867,6.24,3.74,11.32,1.67,17.23
145," Berrios, J",MIN,3,7,8.02,14,14,0,0,58.1,74,56,52,12,35,49,0.31,1.87,0,0,5,0,0,0,5,50,68,1,0,4,1,1,281,1144,0.3,0.74,0.409,0.523,0.932,7.56,5.4,11.42,1.4,19.61
146," Perdomo, L",SD,9,10,5.71,35,20,0,0,146.2,187,99,93,23,46,105,0.31,1.59,1,0,7,7,8,0,20,216,100,10,0,12,0,1,662,2371,0.474,2.16,0.363,0.483,0.847,6.44,2.82,11.48,2.28,16.17
147," Medlen, K",KC,1,3,7.77,6,6,0,0,24.1,30,25,21,2,20,18,0.309,2.05,0,0,0,0,0,0,5,28,23,1,0,0,1,1,119,475,0.25,1.22,0.42,0.464,0.884,6.66,7.4,11.1,0.9,19.52
148," Weber, R",SEA,1,1,5.45,16,2,0,1,36.1,46,22,22,7,5,23,0.309,1.4,0,0,2,2,6,0,5,54,27,1,0,2,1,0,157,539,0.5,2,0.34,0.537,0.877,5.7,1.24,11.39,4.6,14.83
149," Garner, P",CLE,0,0,4.82,8,0,0,0,9.1,12,6,5,0,5,12,0.308,1.82,0,0,2,1,0,0,1,11,4,1,0,2,1,0,46,180,.---,2.75,0.413,0.359,0.772,11.57,4.82,11.57,2.4,19.29
149," Gimenez, C",CLE,0,0,12,2,0,0,0,3,4,4,4,1,0,0,0.308,1.33,0,0,0,0,2,0,0,2,7,0,0,0,0,0,13,43,.---,0.29,0.308,0.692,1,0,0,12,-.--,14.33
149," Gorzelanny, T",BAL,1,0,21,7,0,0,0,3,4,7,7,1,5,4,0.308,3,0,0,0,1,1,1,0,3,2,0,0,0,0,0,18,72,1,1.5,0.5,0.538,1.038,12,15,12,0.8,24
149," Hall, C",MIA,0,0,12,2,0,0,0,3,4,4,4,1,3,3,0.308,2.33,0,0,0,1,2,0,0,2,4,0,0,0,0,0,16,68,.---,0.5,0.438,0.692,1.13,9,9,12,1,22.67
149," Tuivailala, S",STL,0,0,6,12,0,0,0,9,12,6,6,0,6,7,0.308,2,0,0,2,0,4,0,0,9,11,1,0,2,0,0,47,210,.---,0.82,0.426,0.333,0.759,7,6,12,1.17,23.33
154," Nicolino, J",MIA,3,6,4.99,18,13,0,0,79.1,96,45,44,8,20,37,0.307,1.46,0,0,3,1,0,0,9,104,86,1,0,8,2,1,346,1209,0.333,1.21,0.348,0.45,0.798,4.2,2.27,10.89,1.85,15.24
155," Morrow, B",SD,1,0,1.69,18,0,0,1,16,19,4,3,2,3,8,0.306,1.38,0,0,0,1,2,2,2,20,18,0,0,1,0,0,68,232,1,1.11,0.333,0.435,0.769,4.5,1.69,10.69,2.67,14.5
156," Williams, J",STL,0,0,5.71,11,0,0,0,17.1,22,15,11,4,6,8,0.306,1.62,0,0,2,1,9,0,3,22,21,0,0,0,0,0,81,291,.---,1.05,0.37,0.556,0.926,4.15,3.12,11.42,1.33,16.79
157," Boyer, B",MIL,2,4,3.95,61,0,1,3,66,80,30,29,4,17,26,0.305,1.47,0,0,1,3,17,5,11,84,74,0,0,3,2,0,282,1052,0.333,1.14,0.348,0.42,0.767,3.55,2.32,10.91,1.53,15.94
158," Peralta, W",MIL,7,11,4.86,23,23,0,0,127.2,152,73,69,19,43,93,0.305,1.53,0,0,3,1,0,0,12,166,97,0,0,11,10,1,554,2132,0.389,1.71,0.361,0.494,0.855,6.56,3.03,10.72,2.16,16.7
159," Hathaway, S",ARI,0,0,4.91,24,0,0,0,14.2,18,8,8,1,6,15,0.305,1.64,0,0,0,0,0,2,2,14,12,0,0,1,1,1,65,253,.---,1.17,0.369,0.458,0.827,9.2,3.68,11.05,2.5,17.25
160," Qualls, C",COL,2,0,5.23,44,0,0,1,32.2,43,22,19,5,9,22,0.305,1.59,0,0,0,1,14,4,1,47,31,1,0,3,0,0,152,534,1,1.52,0.344,0.504,0.848,6.06,2.48,11.85,2.44,16.35
161," Hutchison, D",PIT,1,0,5.25,9,3,0,1,24,28,14,14,6,7,22,0.304,1.46,0,0,2,0,3,0,1,17,28,0,0,1,2,0,104,401,1,0.61,0.359,0.543,0.903,8.25,2.63,10.5,3.14,16.71
162," Lamb, J",TB,1,7,6.43,14,14,0,0,70,84,54,50,14,31,58,0.303,1.64,0,0,1,0,0,0,6,79,65,1,1,10,3,2,318,1264,0.125,1.22,0.374,0.513,0.887,7.46,3.99,10.8,1.87,18.06
163," Bolsinger, M",TOR,1,4,6.83,6,6,0,0,27.2,33,21,21,7,9,25,0.303,1.52,0,0,2,1,0,0,2,24,29,0,0,5,1,0,122,470,0.2,0.83,0.367,0.541,0.908,8.13,2.93,10.73,2.78,16.99
164," Harvey, M",NYM,4,10,4.86,17,17,0,0,92.2,111,55,50,8,25,76,0.302,1.47,0,0,1,1,0,0,10,93,96,4,0,7,3,1,402,1514,0.286,0.97,0.345,0.452,0.797,7.38,2.43,10.78,3.04,16.34
165," Morgan, A",PHI,2,11,6.04,23,21,0,0,113.1,141,81,76,23,29,95,0.302,1.5,0,0,4,3,1,0,8,110,128,2,0,8,4,1,507,1947,0.154,0.86,0.345,0.533,0.878,7.54,2.3,11.2,3.28,17.18
166," Vargas, C",SD,0,3,5.03,7,7,0,0,34,41,19,19,5,15,28,0.301,1.65,0,0,1,1,0,0,3,45,24,0,0,0,1,0,154,607,0,1.88,0.37,0.471,0.841,7.41,3.97,10.85,1.87,17.85
167," Duffey, T",MIN,9,12,6.43,26,26,0,0,133,167,103,95,25,32,114,0.301,1.5,0,0,6,3,0,0,14,169,108,9,1,2,1,0,596,2278,0.429,1.56,0.345,0.531,0.876,7.71,2.17,11.3,3.56,17.13
168," McGee, J",COL,2,3,4.73,57,0,15,19,45.2,56,25,24,9,16,38,0.301,1.58,0,0,3,1,25,4,5,46,46,4,0,2,2,0,205,842,0.4,1,0.366,0.522,0.887,7.49,3.15,11.04,2.38,18.44
169," Beck, C",CWS,2,2,6.39,25,0,0,1,25.1,31,18,18,3,17,20,0.301,1.89,0,0,2,1,4,5,2,27,26,0,0,2,0,0,123,465,0.5,1.04,0.407,0.447,0.853,7.11,6.04,11.01,1.18,18.36
170," Castro, M",COL,0,0,6.14,19,0,0,1,14.2,18,10,10,3,5,12,0.3,1.57,0,0,1,0,4,7,1,21,10,0,0,2,0,0,67,240,.---,2.1,0.364,0.517,0.88,7.36,3.07,11.05,2.4,16.36
170," Gilmartin, S",NYM,0,1,7.13,14,1,0,0,17.2,21,14,14,4,7,11,0.3,1.58,0,0,1,1,3,1,2,22,17,0,0,1,0,0,79,309,0,1.29,0.372,0.5,0.872,5.6,3.57,10.7,1.57,17.49
170," Leon, A",TOR,0,0,7.71,2,0,0,1,2.1,3,2,2,1,1,2,0.3,1.71,0,0,0,0,0,0,0,3,2,0,0,0,0,0,11,46,.---,1.5,0.364,0.7,1.064,7.71,3.86,11.57,2,19.71
170," Olson, T",CLE,0,0,6.75,1,0,0,0,2.2,3,2,2,0,2,0,0.3,1.88,0,0,0,0,1,0,0,2,6,0,0,0,0,0,13,47,.---,0.33,0.385,0.5,0.885,0,6.75,10.13,0,17.62
170," Richard, C",SD,3,4,3.33,36,9,1,1,67.2,81,35,25,4,31,41,0.3,1.66,0,0,2,3,9,1,13,113,38,3,0,9,1,2,306,1086,0.429,2.97,0.373,0.389,0.761,5.45,4.12,10.77,1.32,16.05
170," Rollins, D",SEA,1,0,7.71,11,0,0,0,9.1,12,8,8,2,7,6,0.3,2.04,0,0,0,1,6,0,0,12,10,1,0,0,1,0,47,191,1,1.2,0.404,0.5,0.904,5.79,6.75,11.57,0.86,20.46
176," Blair, A",ATL,2,7,7.59,15,15,0,0,70,82,61,59,14,34,46,0.299,1.66,0,0,6,4,0,0,4,76,80,0,0,6,1,0,324,1214,0.222,0.95,0.38,0.54,0.92,5.91,4.37,10.54,1.35,17.34
177," Milone, T",MIN,3,5,5.71,19,12,0,0,69.1,84,53,44,15,22,49,0.299,1.53,0,0,1,3,3,1,6,88,67,3,1,7,2,2,311,1223,0.375,1.31,0.349,0.509,0.857,6.36,2.86,10.9,2.23,17.64
178," Montero, R",NYM,0,1,8.05,9,3,0,0,19,23,17,17,4,16,20,0.299,2.05,0,0,0,1,1,0,2,16,18,2,0,3,1,0,93,388,0,0.89,0.419,0.545,0.965,9.47,7.58,10.89,1.25,20.42
179," Cain, M",SF,4,8,5.64,21,17,0,0,89.1,103,58,56,16,32,72,0.299,1.51,0,0,6,1,2,0,8,87,97,5,0,7,5,0,397,1568,0.333,0.9,0.362,0.501,0.864,7.25,3.22,10.38,2.25,17.55
180," Locke, J",PIT,9,8,5.44,30,19,0,0,127.1,151,81,77,17,44,73,0.298,1.53,1,1,3,4,4,0,16,162,130,7,0,9,3,1,564,2096,0.529,1.25,0.357,0.484,0.841,5.16,3.11,10.67,1.66,16.46
181," Alvarez, J",LAA,1,3,3.45,64,0,0,1,57.1,71,29,22,4,15,51,0.298,1.5,0,0,1,4,12,12,5,63,55,2,0,2,2,0,256,930,0.25,1.15,0.341,0.403,0.745,8.01,2.35,11.15,3.4,16.22
182," Gibson, K",MIN,6,11,5.07,25,25,0,0,147.1,175,89,83,20,55,104,0.298,1.56,1,0,4,3,0,0,21,187,128,9,0,11,2,4,653,2468,0.353,1.46,0.36,0.46,0.82,6.35,3.36,10.69,1.89,16.75
183," Martin, C",SEA,1,2,3.86,9,2,0,0,25.2,28,11,11,5,9,15,0.298,1.44,0,0,1,0,3,0,4,29,25,0,0,0,2,0,107,400,0.333,1.16,0.362,0.489,0.851,5.26,3.16,9.82,1.67,15.58
184," Miller, J",COL,1,1,5.7,40,0,0,0,42.2,50,27,27,6,20,45,0.298,1.64,0,0,2,0,13,1,3,30,46,3,1,5,0,0,194,771,0.5,0.65,0.373,0.512,0.885,9.49,4.22,10.55,2.25,18.07
184," Suter, B",MIL,2,2,3.32,14,2,0,0,21.2,25,8,8,3,5,15,0.298,1.38,0,0,1,0,4,2,0,19,26,1,0,0,1,3,91,347,0.5,0.73,0.344,0.429,0.773,6.23,2.08,10.38,3,16.02
186," Light, P",MIN,0,1,11.34,17,0,0,1,16.2,22,22,21,4,16,16,0.297,2.28,0,0,1,2,1,0,1,26,10,5,0,1,0,0,91,364,0,2.6,0.429,0.527,0.956,8.64,8.64,11.88,1,21.84
187," Sipp, T",HOU,1,2,4.95,60,0,1,2,43.2,52,26,24,12,18,40,0.297,1.6,0,0,1,0,13,12,6,37,47,0,0,2,1,1,195,780,0.333,0.79,0.364,0.589,0.953,8.24,3.71,10.72,2.22,17.86
188," Weaver, J",LAA,12,12,5.06,31,31,0,0,178,209,106,100,37,51,103,0.297,1.46,1,1,4,2,0,0,19,130,269,1,2,20,8,1,767,2835,0.5,0.48,0.345,0.517,0.862,5.21,2.58,10.57,2.02,15.93
189," Villanueva, C",SD,2,2,5.96,51,0,1,2,74,89,50,49,17,14,61,0.297,1.39,0,0,3,4,11,4,4,79,75,2,0,4,3,0,321,1193,0.5,1.05,0.332,0.553,0.886,7.42,1.7,10.82,4.36,16.12
190," Fields, J",LAD,1,0,4.63,37,0,0,0,35,43,22,18,4,11,42,0.297,1.54,0,0,1,2,12,2,3,21,40,0,0,2,0,0,158,610,1,0.53,0.348,0.49,0.838,10.8,2.83,11.06,3.82,17.43
191," Niese, J",NYM,8,7,5.5,29,20,0,0,121,145,77,74,25,47,88,0.297,1.59,0,0,3,3,3,0,13,162,101,11,0,2,2,1,546,2011,0.533,1.6,0.36,0.524,0.884,6.55,3.5,10.79,1.87,16.62
192," Detwiler, R",OAK,2,4,6.1,16,7,0,1,48.2,59,34,33,5,19,26,0.296,1.6,0,0,1,0,0,0,6,53,62,3,0,1,0,0,220,834,0.333,0.85,0.359,0.447,0.806,4.81,3.51,10.91,1.37,17.14
193," Phillips, Z",PIT,0,0,2.7,8,0,0,0,6.2,8,2,2,1,1,6,0.296,1.35,0,0,0,0,0,1,2,6,7,1,0,0,0,0,28,113,.---,0.86,0.321,0.519,0.84,8.1,1.35,10.8,6,16.95
194," Giolito, L",WSH,0,1,6.75,6,4,0,0,21.1,26,18,16,7,12,11,0.295,1.78,0,0,1,0,1,0,2,27,24,1,1,0,0,0,101,398,0,1.13,0.386,0.602,0.988,4.64,5.06,10.97,0.92,18.66
195," Bracho, S",ARI,0,2,7.3,26,0,0,0,24.2,31,22,20,7,10,17,0.295,1.66,0,0,3,1,11,0,2,16,42,3,0,0,0,0,119,463,0,0.38,0.37,0.581,0.951,6.2,3.65,11.31,1.7,18.77
196," Achter, A",LAA,1,0,3.11,27,0,0,0,37.2,43,13,13,7,12,14,0.295,1.46,0,0,1,1,17,3,7,47,43,0,0,1,1,0,160,568,1,1.09,0.35,0.5,0.85,3.35,2.87,10.27,1.17,15.08
197," Bassitt, C",OAK,0,2,6.11,5,5,0,0,28,35,20,19,5,14,23,0.294,1.75,0,0,0,0,0,0,3,32,29,2,0,1,0,0,133,503,0,1.1,0.368,0.487,0.856,7.39,4.5,11.25,1.64,17.96
197," Cuevas, W",BOS,0,1,3.6,3,0,0,0,5,5,2,2,0,6,3,0.294,2.2,0,0,0,0,2,0,0,3,7,0,0,0,0,0,24,98,0,0.43,0.478,0.412,0.89,5.4,10.8,9,0.5,19.6
197," Oberholtzer, B",LAA,3,3,5.89,37,2,1,1,70.1,85,47,46,18,29,54,0.294,1.62,0,0,1,1,14,0,5,78,74,1,0,2,3,0,321,1218,0.5,1.05,0.359,0.55,0.91,6.91,3.71,10.88,1.86,17.32
200," Shipley, B",ARI,4,5,5.27,13,11,0,0,70,80,43,41,14,28,43,0.293,1.54,0,0,1,1,0,0,13,84,70,1,0,4,0,0,306,1181,0.444,1.2,0.359,0.542,0.901,5.53,3.6,10.29,1.54,16.87
201," De La Rosa, J",COL,8,9,5.51,27,24,0,0,134,157,93,82,23,63,108,0.293,1.64,0,0,8,3,0,0,15,152,126,7,1,18,4,1,614,2343,0.471,1.21,0.374,0.487,0.861,7.25,4.23,10.54,1.71,17.49
202," Rosenthal, T",STL,2,4,4.46,45,0,14,18,40.1,48,22,20,3,29,56,0.293,1.91,0,0,3,0,27,0,4,37,24,0,0,2,0,0,197,858,0.333,1.54,0.408,0.384,0.792,12.5,6.47,10.71,1.93,21.27
203," Moscot, J",CIN,0,3,8.02,5,5,0,0,21.1,26,22,19,10,10,10,0.292,1.69,0,0,1,1,0,0,1,30,27,0,0,3,1,0,105,416,0,1.11,0.366,0.685,1.052,4.22,4.22,10.97,1,19.5
204," Stewart, B",LAD,2,2,5.79,7,5,0,0,28,33,18,18,7,12,25,0.292,1.61,0,0,0,1,0,0,1,28,28,0,0,2,2,0,126,484,0.5,1,0.36,0.496,0.856,8.04,3.86,10.61,2.08,17.29
205," Reynolds, M",SF,0,1,7.5,8,0,0,0,6,7,5,5,0,5,3,0.292,2,0,0,0,2,4,0,0,6,9,1,0,1,0,0,30,124,0,0.67,0.4,0.333,0.733,4.5,7.5,10.5,0.6,20.67
205," Roach, D",OAK,2,0,8.44,4,0,0,0,5.1,7,5,5,1,2,2,0.292,1.69,0,0,1,0,1,0,0,14,2,1,0,0,0,0,28,89,1,7,0.357,0.542,0.899,3.38,3.38,11.81,1,16.69
207," Young, C",KC,3,9,6.19,34,13,1,1,88.2,104,63,61,28,43,94,0.291,1.66,0,0,1,1,7,2,3,57,106,3,0,12,2,2,406,1678,0.25,0.54,0.365,0.577,0.942,9.54,4.36,10.56,2.19,18.92
208," Jungmann, T",MIL,0,5,7.76,8,6,0,0,26.2,30,24,23,4,17,18,0.291,1.76,0,0,3,1,2,0,1,33,25,0,0,3,3,0,126,513,0,1.32,0.4,0.573,0.973,6.08,5.74,10.13,1.06,19.24
209," Lyles, J",COL,4,5,5.83,40,5,1,4,58.2,69,46,38,4,28,32,0.291,1.65,0,0,4,2,7,3,6,81,58,5,0,6,0,0,273,957,0.444,1.4,0.373,0.418,0.79,4.91,4.3,10.59,1.14,16.31
210," Gee, D",KC,8,9,4.68,33,14,0,0,125,146,67,65,24,37,89,0.291,1.46,0,0,6,3,3,0,10,128,145,1,1,3,4,2,551,2047,0.471,0.88,0.345,0.47,0.815,6.41,2.66,10.51,2.41,16.38
211," Lowe, M",DET,1,3,7.11,54,0,0,1,49.1,57,41,39,12,21,49,0.291,1.58,0,0,1,2,26,8,0,39,57,2,0,0,3,0,224,868,0.25,0.68,0.353,0.571,0.924,8.94,3.83,10.4,2.33,17.59
212," Chargois, J",MIN,1,1,4.7,25,0,0,0,23,25,12,12,0,12,17,0.291,1.61,0,0,1,0,10,2,5,25,20,3,0,3,0,0,100,364,0.5,1.25,0.38,0.372,0.752,6.65,4.7,9.78,1.42,15.83
213," Martinez, N",TEX,2,3,5.59,12,5,0,0,38.2,45,24,24,8,19,16,0.29,1.66,0,0,5,1,2,0,8,52,42,0,0,5,1,0,179,649,0.4,1.24,0.385,0.523,0.908,3.72,4.42,10.47,0.84,16.78
214," Stratton, C",SF,1,0,3.6,7,0,0,0,10,11,4,4,1,5,6,0.289,1.6,0,0,0,0,7,0,2,8,13,0,0,0,0,0,43,168,1,0.62,0.372,0.395,0.767,5.4,4.5,9.9,1.2,16.8
215," Gomez, J",PHI,3,5,4.85,70,0,37,43,68.2,78,38,37,6,22,47,0.289,1.46,0,0,2,2,59,1,10,87,61,3,0,1,0,0,297,1154,0.375,1.43,0.343,0.419,0.762,6.16,2.88,10.22,2.14,16.81
216," Nuno, V",SEA,1,1,3.53,55,1,0,2,58.2,67,23,23,11,11,51,0.289,1.33,0,0,2,2,14,12,4,51,65,0,2,2,2,1,247,938,0.5,0.78,0.324,0.487,0.811,7.82,1.69,10.28,4.64,15.99
217," Godley, Z",ARI,5,4,6.39,27,9,0,1,74.2,86,54,53,13,25,60,0.289,1.49,0,0,4,4,1,0,4,104,56,5,0,2,0,0,335,1150,0.556,1.86,0.351,0.493,0.844,7.23,3.01,10.37,2.4,15.4
218," Wacha, M",STL,7,7,5.09,27,24,0,0,138,159,86,78,15,45,114,0.289,1.48,0,0,1,6,1,0,11,163,124,6,0,6,2,2,606,2324,0.5,1.31,0.341,0.459,0.8,7.43,2.93,10.37,2.53,16.84
219," Cole, G",PIT,7,10,3.88,21,21,0,0,116,131,57,50,7,36,98,0.289,1.44,1,0,6,3,0,0,9,130,105,5,1,18,2,0,506,1938,0.412,1.24,0.345,0.41,0.754,7.6,2.79,10.16,2.72,16.71
220," Loup, A",TOR,0,0,5.02,21,0,0,1,14.1,15,8,8,2,4,15,0.288,1.33,0,0,3,0,2,2,2,15,10,3,0,0,1,0,62,261,.---,1.5,0.355,0.5,0.855,9.42,2.51,9.42,3.75,18.21
221," Miley, W",BAL,9,13,5.37,30,30,0,0,166,187,100,99,25,49,137,0.288,1.42,1,1,6,1,0,0,20,192,140,8,2,3,5,3,711,2732,0.409,1.37,0.341,0.467,0.808,7.43,2.66,10.14,2.8,16.46
222," Wilson, T",BAL,4,6,5.27,24,13,0,0,94,110,57,55,15,24,55,0.288,1.43,0,0,4,1,5,0,8,118,103,2,0,6,2,0,414,1470,0.4,1.15,0.334,0.487,0.821,5.27,2.3,10.53,2.29,15.64
223," Leake, M",STL,9,12,4.69,30,30,0,0,176.2,203,101,92,20,30,125,0.288,1.32,0,0,7,1,0,0,13,243,149,7,0,16,4,3,757,2659,0.429,1.63,0.319,0.437,0.756,6.37,1.53,10.34,4.17,15.05
224," De Leon, J",LAD,2,0,6.35,4,4,0,0,17,19,17,12,5,7,15,0.288,1.53,0,0,3,1,0,0,0,20,16,0,0,0,0,1,80,302,1,1.25,0.377,0.561,0.937,7.94,3.71,10.06,2.14,17.76
225," Shields, J",CWS,6,19,5.85,33,33,0,0,181.2,208,122,118,40,82,135,0.288,1.6,1,0,8,3,0,0,19,185,202,10,0,18,3,0,822,3133,0.24,0.92,0.364,0.527,0.891,6.69,4.06,10.3,1.65,17.25
226," Wainwright, A",STL,13,9,4.62,33,33,0,0,198.2,220,108,102,22,59,161,0.287,1.4,1,1,5,4,0,0,27,215,187,1,0,5,4,0,847,3195,0.591,1.15,0.338,0.446,0.785,7.29,2.67,9.97,2.73,16.08
227," Hoffman, J",COL,0,4,4.88,8,6,0,0,31.1,37,29,17,7,17,22,0.287,1.72,0,0,0,1,0,0,4,41,30,4,0,1,0,0,147,556,0,1.37,0.37,0.512,0.881,6.32,4.88,10.63,1.29,17.74
