RK,Player,Team,W,L,ERA,G,GS,SV,SVO,IP,H,R,ER,HR,BB,SO,AVG,WHIP,CG,SHO,HB,IBB,GF,HLD,GIDP,GO,AO,WP,BK,SB,CS,PK,TBF,NP,WPCT,GO_AO,OBP,SLG,OPS,K_9,BB_9,H_9,K_BB,P_IP
115," Lowe, D",NYY,9,11,5.11,38,21,1,1,142.2,180,88,81,10,51,55,0.311,1.62,1,1,3,5,10,1,23,238,113,7,1,7,2,0,640,2338,0.45,2.11,0.367,0.429,0.796,3.47,3.22,11.36,1.08,16.39
116," Porcello, R",DET,10,12,4.59,31,31,0,0,176.1,226,101,90,16,44,107,0.31,1.53,0,0,6,3,0,0,21,254,146,6,0,18,5,1,783,2828,0.455,1.74,0.353,0.455,0.808,5.46,2.25,11.53,2.43,16.04
117," Lidge, B",WSH,0,1,9.64,11,0,2,4,9.1,12,10,10,1,11,10,0.308,2.46,0,0,0,5,4,0,0,9,9,0,0,3,0,0,51,208,0,1,0.46,0.564,1.024,9.64,10.61,11.57,0.91,22.29
118," Matsuzaka, D",BOS,1,7,8.28,11,11,0,0,45.2,58,43,42,11,20,41,0.307,1.71,0,0,3,0,0,0,1,42,51,3,0,11,0,1,215,846,0.125,0.82,0.377,0.561,0.938,8.08,3.94,11.43,2.05,18.53
119," Volstad, C",KC,3,12,6.31,21,21,0,0,111.1,137,81,78,16,43,61,0.306,1.62,0,0,3,4,0,0,10,150,113,2,1,19,2,2,507,1891,0.2,1.33,0.365,0.482,0.847,4.93,3.48,11.07,1.42,16.99
120," Hottovy, T",KC,0,0,2.89,9,0,0,0,9.1,11,3,3,2,5,6,0.306,1.71,0,0,1,0,4,1,2,10,9,0,0,0,0,0,42,162,.---,1.11,0.405,0.583,0.988,5.79,4.82,10.61,1.2,17.36
121," Hendriks, L",MIN,1,8,5.59,16,16,0,0,85.1,106,61,53,17,26,50,0.305,1.55,1,0,4,3,0,0,10,94,101,4,0,7,2,0,381,1463,0.111,0.93,0.36,0.53,0.89,5.27,2.74,11.18,1.92,17.14
122," Morton, C",PIT,2,6,4.65,9,9,0,0,50.1,62,30,26,5,11,25,0.305,1.45,0,0,2,1,0,0,7,81,42,4,0,4,0,0,223,795,0.25,1.93,0.344,0.468,0.812,4.47,1.97,11.09,2.27,15.79
123," Marte, V",STL,3,2,4.91,48,0,0,2,40.1,51,22,22,6,14,36,0.305,1.61,0,0,2,2,5,9,3,49,33,1,0,4,1,0,185,637,0.6,1.48,0.364,0.491,0.855,8.03,3.12,11.38,2.57,15.79
124," Ohlendorf, R",SD,4,4,7.77,13,9,0,0,48.2,62,44,42,7,24,39,0.304,1.77,0,0,1,0,2,0,0,37,70,2,1,10,0,1,233,905,0.5,0.53,0.38,0.505,0.885,7.21,4.44,11.47,1.63,18.6
125," Cook, A",BOS,4,11,5.65,18,18,0,0,94,117,68,59,15,21,20,0.304,1.47,1,1,1,1,0,0,13,176,76,2,0,2,2,2,411,1353,0.267,2.32,0.34,0.499,0.839,1.91,2.01,11.2,0.95,14.39
126," Hernandez, R",CLE,0,3,7.53,3,3,0,0,14.1,17,15,12,4,3,2,0.304,1.4,0,0,1,0,0,0,1,24,15,1,0,1,1,0,62,231,0,1.6,0.339,0.625,0.964,1.26,1.88,10.67,0.67,16.12
127," Germano, J",CHC,2,10,6.2,14,12,0,0,69.2,86,52,48,7,21,52,0.303,1.54,0,0,7,2,1,0,6,81,73,5,0,5,1,0,320,1154,0.167,1.11,0.362,0.437,0.799,6.72,2.71,11.11,2.48,16.56
128," Friedrich, C",COL,5,8,6.17,16,16,0,0,84.2,102,61,58,14,30,74,0.303,1.56,0,0,2,0,0,0,6,87,82,8,0,0,1,1,377,1394,0.385,1.06,0.361,0.499,0.86,7.87,3.19,10.84,2.47,16.46
129," Chamberlain, J",NYY,1,0,4.35,22,0,0,0,20.2,26,11,10,3,6,22,0.302,1.55,0,0,2,2,5,4,1,19,20,0,0,4,0,0,95,361,1,0.95,0.358,0.477,0.835,9.58,2.61,11.32,3.67,17.47
129," Spence, J",SD,0,1,4.35,11,0,0,0,10.1,13,5,5,1,5,10,0.302,1.74,0,0,0,1,3,0,0,7,13,0,0,1,1,1,48,177,0,0.54,0.375,0.395,0.77,8.71,4.35,11.32,2,17.13
131," Hunter, T",BAL,7,8,5.45,33,20,0,1,133.2,161,85,81,32,27,77,0.302,1.41,0,0,4,2,5,0,21,168,136,0,1,1,4,0,573,2079,0.467,1.24,0.337,0.527,0.864,5.18,1.82,10.84,2.85,15.55
132," Dillard, T",MIL,0,2,4.38,34,0,0,0,37,45,21,18,3,14,29,0.302,1.59,0,0,1,2,15,1,5,50,27,0,0,0,1,0,166,605,0,1.85,0.366,0.45,0.816,7.05,3.41,10.95,2.07,16.35
133," Putkonen, L",DET,0,2,3.94,12,0,1,2,16,19,7,7,0,8,10,0.302,1.69,0,0,0,1,6,0,2,19,16,2,0,1,1,0,72,301,0,1.19,0.38,0.397,0.777,5.63,4.5,10.69,1.25,18.81
134," Tomlin, J",CLE,5,8,6.36,21,16,0,0,103.1,126,74,73,18,25,56,0.301,1.46,0,0,3,3,0,0,13,123,119,4,0,3,2,0,452,1610,0.385,1.03,0.342,0.518,0.86,4.88,2.18,10.97,2.24,15.58
135," Mota, G",SF,0,1,5.23,26,0,0,2,20.2,24,13,12,3,8,24,0.3,1.55,0,0,2,0,4,10,1,15,18,0,0,2,2,1,91,383,0,0.83,0.374,0.538,0.911,10.45,3.48,10.45,3,18.53
135," Pelfrey, M",NYM,0,0,2.29,3,3,0,0,19.2,24,5,5,0,4,13,0.3,1.42,0,0,0,0,0,0,2,28,16,1,0,2,1,0,85,305,.---,1.75,0.333,0.35,0.683,5.95,1.83,10.98,3.25,15.51
135," Taylor, A",LAA,0,0,11.57,3,0,0,0,2.1,3,3,3,0,4,0,0.3,3,0,0,0,0,2,0,0,1,6,1,0,0,0,0,14,48,.---,0.17,0.5,0.3,0.8,0,15.43,11.57,0,20.57
138," Padilla, V",BOS,4,1,4.5,56,0,1,5,50,59,26,25,7,15,51,0.298,1.48,0,0,3,3,10,23,8,46,44,0,0,4,1,0,218,850,0.8,1.05,0.355,0.49,0.845,9.18,2.7,10.62,3.4,17
139," Accardo, J",OAK,0,0,4.82,27,0,0,0,37.1,42,21,20,3,16,29,0.298,1.55,0,0,0,1,13,0,5,41,34,2,0,5,1,0,162,624,.---,1.21,0.36,0.475,0.835,6.99,3.86,10.13,1.81,16.71
140," Perez, M",TEX,1,4,5.45,12,6,0,0,38,47,26,23,3,15,25,0.297,1.63,0,0,2,1,2,0,3,48,40,5,2,1,1,1,177,662,0.2,1.2,0.364,0.456,0.819,5.92,3.55,11.13,1.67,17.42
141," Qualls, C",PIT,2,1,5.33,60,0,0,5,52.1,63,34,31,7,14,27,0.297,1.47,0,0,0,4,15,14,5,81,45,3,0,12,1,0,231,844,0.667,1.8,0.338,0.472,0.809,4.64,2.41,10.83,1.93,16.13
142," Cruz, R",HOU,1,1,6.05,52,0,0,1,55,65,38,37,8,29,46,0.297,1.71,0,0,2,0,26,0,6,56,55,3,0,5,1,0,253,980,0.5,1.02,0.381,0.489,0.87,7.53,4.75,10.64,1.59,17.82
143," Fick, C",HOU,0,1,4.38,20,0,0,0,24.2,27,14,12,4,18,17,0.297,1.82,0,0,2,4,3,2,4,28,24,4,1,0,1,0,116,439,0,1.17,0.416,0.505,0.921,6.2,6.57,9.85,0.94,17.8
144," Ramirez, E",NYM,0,1,5.48,20,0,0,0,21.1,24,13,13,1,20,22,0.296,2.06,0,0,0,1,7,1,3,15,21,1,0,1,1,0,102,430,0,0.71,0.431,0.444,0.876,9.28,8.44,10.13,1.1,20.16
145," Worley, V",PHI,6,9,4.2,23,23,0,0,133,154,69,62,12,47,107,0.296,1.51,0,0,6,4,0,0,13,153,121,1,0,5,6,0,590,2192,0.4,1.26,0.359,0.447,0.806,7.24,3.18,10.42,2.28,16.48
146," Webb, R",MIA,4,3,4.03,65,0,0,0,60.1,72,30,27,2,20,44,0.295,1.52,0,0,4,8,21,10,6,78,52,0,0,11,3,0,270,1019,0.571,1.5,0.356,0.393,0.749,6.56,2.98,10.74,2.2,16.89
147," Kluber, C",CLE,2,5,5.14,12,12,0,0,63,76,44,36,9,18,54,0.295,1.49,0,0,4,0,0,0,7,73,56,2,0,15,3,0,281,1083,0.286,1.3,0.35,0.484,0.834,7.71,2.57,10.86,3,17.19
148," Cecil, B",TOR,2,4,5.72,21,9,0,0,61.1,70,40,39,11,23,51,0.294,1.52,0,0,3,0,2,1,8,55,68,0,0,3,2,1,270,1021,0.333,0.81,0.36,0.496,0.855,7.48,3.38,10.27,2.22,16.65
148," Maine, S",CLE,2,3,6.08,30,0,0,1,26.2,30,18,18,3,15,32,0.294,1.69,0,0,5,0,9,1,2,13,32,3,0,3,0,0,127,527,0.4,0.41,0.397,0.441,0.838,10.8,5.06,10.13,2.13,19.76
148," Narveson, C",MIL,1,1,7,2,2,0,0,9,10,8,7,2,4,5,0.294,1.56,0,0,0,0,0,0,1,11,11,0,0,1,0,0,41,158,0.5,1,0.35,0.559,0.909,5,4,10,1.25,17.56
151," Fuentes, B",STL,2,2,7.2,32,0,5,8,30,36,24,24,6,15,24,0.293,1.7,0,0,1,0,14,3,0,32,34,2,0,2,1,0,142,526,0.5,0.94,0.369,0.512,0.881,7.2,4.5,10.8,1.6,17.53
152," Beliveau, J",CHC,1,0,4.58,22,0,0,0,17.2,21,9,9,5,12,17,0.292,1.87,0,0,1,1,4,1,0,16,19,1,1,0,1,1,86,361,1,0.84,0.4,0.556,0.956,8.66,6.11,10.7,1.42,20.43
153," Reynolds, M",COL,3,1,4.4,71,0,0,0,57.1,65,31,28,11,17,51,0.291,1.43,0,0,0,4,16,2,5,66,50,5,1,2,3,2,249,978,0.75,1.32,0.337,0.516,0.853,8.01,2.67,10.2,3,17.06
154," Walters, P",MIN,2,5,5.69,12,12,0,0,61.2,71,41,39,12,22,42,0.291,1.51,1,0,3,1,0,0,9,64,69,1,0,6,1,0,271,1019,0.286,0.93,0.356,0.48,0.835,6.13,3.21,10.36,1.91,16.52
155," Gregg, K",BAL,3,2,4.95,40,0,0,0,43.2,50,26,24,6,24,37,0.291,1.69,0,0,3,2,13,0,6,43,43,0,0,2,1,0,200,811,0.6,1,0.385,0.453,0.838,7.63,4.95,10.31,1.54,18.57
156," Alvarez, H",TOR,9,14,4.85,31,31,0,0,187.1,216,110,101,29,54,79,0.29,1.44,1,1,3,2,0,0,30,306,149,3,1,2,0,0,807,2865,0.391,2.05,0.339,0.473,0.812,3.8,2.59,10.38,1.46,15.29
157," Chatwood, T",COL,5,6,5.43,19,12,1,1,64.2,74,43,39,9,33,41,0.29,1.65,0,0,0,2,3,0,6,99,47,4,0,8,4,0,294,1166,0.455,2.11,0.369,0.467,0.836,5.71,4.59,10.3,1.24,18.03
158," Outman, J",COL,1,3,8.19,27,7,0,0,40.2,47,37,37,7,20,40,0.29,1.65,0,0,0,0,3,3,2,48,30,5,0,3,1,0,185,751,0.25,1.6,0.366,0.5,0.866,8.85,4.43,10.4,2,18.47
159," Garcia, J",STL,7,7,3.92,20,20,0,0,121.2,136,58,53,7,30,98,0.289,1.36,0,0,0,1,0,0,17,161,90,12,1,4,5,1,515,1757,0.5,1.79,0.327,0.402,0.73,7.25,2.22,10.06,3.27,14.44
160," Marquis, J",SD,8,11,5.22,22,22,0,0,127.2,146,86,74,23,42,91,0.289,1.47,1,1,4,3,0,0,13,174,104,6,0,17,7,0,561,2046,0.421,1.67,0.346,0.497,0.843,6.42,2.96,10.29,2.17,16.03
161," Cruz, J",PIT,1,1,2.78,43,0,3,4,35.2,39,12,11,3,19,33,0.289,1.63,0,0,3,0,11,14,2,31,37,1,0,1,1,1,162,671,0.5,0.84,0.381,0.407,0.789,8.33,4.79,9.84,1.74,18.81
162," Nova, I",NYY,12,8,5.02,28,28,0,0,170.1,194,100,95,28,56,153,0.288,1.47,0,0,10,3,0,0,19,177,158,6,2,7,3,0,748,2691,0.6,1.12,0.349,0.511,0.86,8.08,2.96,10.25,2.73,15.8
163," Hatcher, C",MIA,0,0,4.3,11,0,0,0,14.2,17,9,7,3,6,10,0.288,1.57,0,0,1,0,7,0,1,15,17,1,0,0,0,0,66,292,.---,0.88,0.364,0.525,0.889,6.14,3.68,10.43,1.67,19.91
164," Guthrie, J",KC,8,12,4.76,33,29,0,1,181.2,206,109,96,30,50,101,0.288,1.41,0,0,9,2,0,0,15,205,217,2,2,8,4,2,788,2922,0.4,0.94,0.34,0.483,0.822,5,2.48,10.21,2.02,16.08
165," White, A",COL,2,9,5.51,23,20,0,0,98,114,66,60,13,51,64,0.288,1.68,0,0,5,9,0,0,3,147,78,6,0,13,4,0,459,1794,0.182,1.88,0.374,0.48,0.854,5.88,4.68,10.47,1.25,18.31
166," Chacin, J",COL,3,5,4.43,14,14,0,0,69,80,35,34,10,32,45,0.288,1.62,0,0,2,0,0,0,5,74,81,3,0,2,2,2,314,1160,0.375,0.91,0.364,0.457,0.821,5.87,4.17,10.43,1.41,16.81
167," Duensing, B",MIN,4,12,5.12,55,11,0,1,109,126,71,62,10,27,69,0.288,1.4,0,0,2,3,8,7,15,132,116,5,0,5,1,0,472,1706,0.25,1.14,0.33,0.429,0.759,5.7,2.23,10.4,2.56,15.65
168," Hefner, J",NYM,4,7,5.09,26,13,0,0,93.2,110,55,53,9,18,62,0.287,1.37,0,0,2,1,5,0,4,115,101,7,0,5,1,0,408,1508,0.364,1.14,0.322,0.446,0.768,5.96,1.73,10.57,3.44,16.1
169," Leake, M",CIN,8,9,4.58,30,30,0,0,179,201,97,91,26,41,116,0.287,1.35,2,0,3,3,0,0,16,236,160,3,0,8,6,1,757,2714,0.471,1.48,0.326,0.479,0.805,5.83,2.06,10.11,2.83,15.16
170," Keuchel, D",HOU,3,8,5.27,16,16,0,0,85.1,93,56,50,14,39,38,0.286,1.55,1,0,1,1,0,0,10,125,81,2,0,9,2,0,377,1388,0.273,1.54,0.361,0.462,0.823,4.01,4.11,9.81,0.97,16.27
171," Davis, C",BAL,1,0,0,1,0,0,0,2,2,0,0,0,1,2,0.286,1.5,0,0,0,0,1,0,1,2,1,0,0,0,0,0,8,23,1,2,0.375,0.429,0.804,9,4.5,9,2,11.5
171," Galarraga, A",HOU,0,4,6.75,5,5,0,0,24,28,20,18,6,18,17,0.286,1.92,0,0,2,1,0,0,1,29,26,1,1,5,0,0,120,433,0,1.12,0.403,0.561,0.965,6.38,6.75,10.5,0.94,18.04
171," Geltz, S",LAA,0,0,4.5,2,0,0,0,2,2,1,1,0,3,1,0.286,2.5,0,0,0,0,2,0,0,1,4,0,0,0,0,0,11,42,.---,0.25,0.455,0.571,1.026,4.5,13.5,9,0.33,21
171," Meek, E",PIT,0,0,6.75,12,0,0,0,12,14,9,9,1,6,8,0.286,1.67,0,0,1,0,5,1,0,12,16,1,0,1,0,0,57,195,.---,0.75,0.375,0.388,0.763,6,4.5,10.5,1.33,16.25
171," Palmer, M",SD,0,0,9,3,0,0,0,2,2,2,2,1,2,2,0.286,2,0,0,0,0,1,0,0,3,1,0,0,0,0,0,10,41,.---,3,0.444,0.714,1.159,9,9,9,1,20.5
171," Wade, C",TOR,1,1,6.46,39,0,0,2,39,46,29,28,8,8,38,0.286,1.38,0,0,1,1,7,8,0,39,39,0,0,3,0,0,171,676,0.5,1,0.322,0.553,0.874,8.77,1.85,10.62,4.75,17.33
177," Nolasco, R",MIA,12,13,4.48,31,31,0,0,191,214,100,95,18,47,125,0.285,1.37,3,2,8,9,0,0,21,233,204,8,1,14,4,0,832,2972,0.48,1.14,0.331,0.423,0.755,5.89,2.21,10.08,2.66,15.56
178," Werner, A",SD,2,3,5.58,8,8,0,0,40.1,45,26,25,5,14,35,0.285,1.46,0,0,1,1,0,0,3,48,34,1,1,7,1,1,177,666,0.4,1.41,0.343,0.468,0.811,7.81,3.12,10.04,2.5,16.51
179," Teaford, E",KC,1,4,4.99,18,5,0,0,61.1,68,34,34,11,21,35,0.285,1.45,0,0,2,0,3,0,11,64,73,2,1,2,2,0,263,1040,0.2,0.88,0.346,0.469,0.815,5.14,3.08,9.98,1.67,16.96
180," Swarzak, A",MIN,3,6,5.03,44,5,0,1,96.2,106,57,54,15,31,62,0.284,1.42,0,0,0,8,9,1,12,104,110,3,0,1,1,0,413,1459,0.333,0.95,0.334,0.464,0.798,5.77,2.89,9.87,2,15.09
181," Loe, K",MIL,6,5,4.61,70,0,2,7,68.1,78,41,35,9,20,55,0.284,1.43,0,0,3,3,20,7,5,104,43,4,0,7,2,0,303,1076,0.545,2.42,0.339,0.447,0.786,7.24,2.63,10.27,2.75,15.75
182," Eovaldi, N",MIA,4,13,4.3,22,22,0,0,119.1,133,59,57,10,47,78,0.284,1.51,0,0,3,3,0,0,14,139,126,1,0,4,2,1,526,2065,0.235,1.1,0.349,0.422,0.771,5.88,3.54,10.03,1.66,17.3
183," Matusz, B",BAL,6,10,4.87,34,16,0,0,98,112,61,53,15,41,81,0.284,1.56,0,0,0,4,2,4,9,97,110,0,0,2,3,1,441,1702,0.375,0.88,0.349,0.468,0.817,7.44,3.77,10.29,1.98,17.37
184," Dunn, M",MIA,0,3,4.91,60,0,1,6,44,49,31,24,3,29,47,0.283,1.77,0,0,0,8,8,18,3,34,49,2,0,2,0,0,208,897,0,0.69,0.379,0.428,0.806,9.61,5.93,10.02,1.62,20.39
185," Batista, M",ATL,1,3,4.61,35,5,0,0,52.2,58,30,27,6,33,36,0.283,1.73,0,0,1,1,11,0,3,66,50,1,0,8,3,0,244,970,0.25,1.32,0.382,0.429,0.811,6.15,5.64,9.91,1.09,18.42
186," Wells, K",SD,2,4,4.58,7,7,0,0,37.1,41,23,19,6,20,19,0.283,1.63,0,0,1,1,0,0,2,45,43,4,0,2,3,0,169,638,0.333,1.05,0.369,0.462,0.831,4.58,4.82,9.88,0.95,17.09
187," Adcock, N",KC,0,3,2.34,12,2,0,0,34.2,37,13,9,4,13,22,0.282,1.44,0,0,1,2,3,1,4,40,35,0,0,3,3,0,148,521,0,1.14,0.347,0.427,0.774,5.71,3.38,9.61,1.69,15.03
188," Bell, H",ARI,4,5,5.09,73,0,19,27,63.2,70,38,36,5,29,59,0.282,1.55,0,0,2,3,41,13,6,67,58,2,0,4,2,0,286,1185,0.444,1.16,0.357,0.423,0.78,8.34,4.1,9.9,2.03,18.61
189," Belisle, M",COL,3,8,3.71,80,0,3,10,80,91,36,33,5,18,69,0.282,1.36,0,0,3,6,14,26,8,96,71,1,1,1,0,0,348,1281,0.273,1.35,0.326,0.396,0.722,7.76,2.03,10.24,3.83,16.01
190," Westbrook, J",STL,13,11,3.97,28,28,0,0,174.2,191,85,77,12,52,106,0.282,1.39,1,0,8,0,0,0,23,268,126,5,0,3,6,3,751,2678,0.542,2.13,0.338,0.391,0.729,5.46,2.68,9.84,2.04,15.33
191," Romero, R",TOR,9,14,5.77,32,32,0,0,181,198,122,116,21,105,124,0.282,1.67,1,0,10,1,0,0,22,245,147,8,0,13,10,8,829,3084,0.391,1.67,0.381,0.44,0.82,6.17,5.22,9.85,1.18,17.04
192," Chen, B",KC,11,14,5.07,34,34,0,0,191.2,215,114,108,33,47,140,0.281,1.37,0,0,8,3,0,0,11,155,262,5,0,18,8,3,827,3193,0.44,0.59,0.328,0.486,0.813,6.57,2.21,10.1,2.98,16.66
193," Suppan, J",SD,2,3,5.28,6,6,0,0,30.2,34,19,18,4,13,7,0.281,1.53,0,0,0,3,0,0,3,58,25,0,0,2,0,0,137,505,0.4,2.32,0.351,0.479,0.83,2.05,3.82,9.98,0.54,16.47
194," Saunders, J",BAL,9,13,4.07,28,28,0,0,174.2,195,88,79,21,39,112,0.281,1.34,1,1,2,2,0,0,11,189,208,3,0,4,6,2,745,2709,0.409,0.91,0.32,0.435,0.755,5.77,2.01,10.05,2.87,15.51
195," Hochevar, L",KC,8,16,5.73,32,32,0,0,185.1,202,127,118,27,61,144,0.281,1.42,2,1,13,3,0,0,17,198,182,8,0,15,7,1,800,3007,0.333,1.09,0.347,0.471,0.818,6.99,2.96,9.81,2.36,16.22
196," Beavan, B",SEA,11,11,4.43,26,26,0,0,152.1,168,76,75,23,24,67,0.281,1.26,0,0,10,0,0,0,15,151,218,3,0,15,4,0,638,2303,0.5,0.69,0.317,0.475,0.792,3.96,1.42,9.93,2.79,15.12
197," Huff, D",CLE,3,1,3.38,6,4,0,0,26.2,30,14,10,5,5,19,0.28,1.31,0,0,1,0,0,0,1,21,38,0,0,1,2,1,114,432,0.75,0.55,0.316,0.477,0.792,6.41,1.69,10.13,3.8,16.2
198," Below, D",DET,2,1,3.88,27,1,0,0,46.1,49,25,20,6,8,29,0.28,1.23,0,0,1,0,7,0,7,47,55,1,1,6,2,2,189,692,0.667,0.85,0.31,0.411,0.722,5.63,1.55,9.52,3.63,14.94
198," Phillips, Z",BAL,0,0,6,6,0,0,0,6,7,4,4,2,3,5,0.28,1.67,0,0,0,1,3,0,0,6,7,0,0,0,0,0,28,109,.---,0.86,0.357,0.6,0.957,7.5,4.5,10.5,1.67,18.17
198," Pomeranz, S",BAL,0,0,3,3,0,0,0,6,7,2,2,1,1,3,0.28,1.33,0,0,0,0,0,0,0,9,6,0,0,0,0,0,26,90,.---,1.5,0.308,0.4,0.708,4.5,1.5,10.5,3,15
198," Richards, G",LAA,4,3,4.69,30,9,1,3,71,77,46,37,7,34,47,0.28,1.56,0,0,3,1,4,5,9,80,77,2,0,8,2,0,318,1192,0.571,1.04,0.361,0.433,0.793,5.96,4.31,9.76,1.38,16.79
198," Stutes, M",PHI,0,0,6.35,6,0,0,0,5.2,7,6,4,0,4,5,0.28,1.94,0,0,0,0,4,1,0,1,12,1,0,5,0,0,29,129,.---,0.08,0.379,0.44,0.819,7.94,6.35,11.12,1.25,22.76
203," Corbin, P",ARI,6,8,4.54,22,17,1,1,107,117,56,54,14,25,86,0.28,1.33,0,0,4,2,3,0,10,118,104,1,0,5,2,2,454,1597,0.429,1.13,0.323,0.459,0.782,7.23,2.1,9.84,3.44,14.93
204," Hawkins, L",LAA,2,3,3.64,48,0,1,4,42,45,20,17,5,13,23,0.28,1.38,0,0,0,1,7,6,3,61,36,0,0,13,1,2,178,705,0.4,1.69,0.331,0.404,0.735,4.93,2.79,9.64,1.77,16.79
205," Feldman, S",TEX,6,11,5.09,29,21,0,0,123.2,139,79,70,14,32,96,0.279,1.38,0,0,1,2,5,0,8,134,134,2,1,20,3,0,536,2106,0.353,1,0.321,0.424,0.745,6.99,2.33,10.12,3,17.03
206," Thornburg, T",MIL,0,0,4.5,8,3,0,0,22,24,11,11,8,7,20,0.279,1.41,0,0,1,0,3,0,2,23,20,1,0,0,1,0,95,381,.---,1.15,0.34,0.581,0.922,8.18,2.86,9.82,2.86,17.32
207," Lyles, J",HOU,5,12,5.09,25,25,0,0,141.1,159,97,80,20,42,99,0.279,1.42,1,1,5,4,0,0,11,199,123,2,0,10,4,0,628,2364,0.294,1.62,0.332,0.44,0.772,6.3,2.67,10.13,2.36,16.73
208," Mendoza, L",KC,8,10,4.23,30,25,0,0,166,176,84,78,15,59,104,0.278,1.42,0,0,11,3,0,0,22,205,154,6,2,7,7,2,709,2532,0.444,1.33,0.348,0.411,0.759,5.64,3.2,9.54,1.76,15.25
209," Milone, T",OAK,13,10,3.74,31,31,0,0,190,207,90,79,24,36,137,0.278,1.28,1,0,4,2,0,0,19,180,227,2,0,8,10,6,791,3033,0.565,0.79,0.313,0.424,0.738,6.49,1.71,9.81,3.81,15.96
210," Dolis, R",CHC,2,4,6.39,34,0,4,6,38,40,29,27,5,23,24,0.278,1.66,0,0,3,1,15,3,8,46,37,1,0,0,0,0,173,654,0.333,1.24,0.386,0.472,0.858,5.68,5.45,9.47,1.04,17.21
210," Koehler, T",MIA,0,1,5.4,8,1,0,0,13.1,15,8,8,4,2,13,0.278,1.28,0,0,0,1,0,0,1,9,17,0,0,0,0,0,56,209,0,0.53,0.304,0.593,0.896,8.78,1.35,10.13,6.5,15.68
212," Gray, J",MIN,6,1,5.71,49,0,0,0,52,58,34,33,9,22,26,0.278,1.54,0,0,4,0,11,1,5,62,64,5,1,5,1,0,236,845,0.857,0.97,0.356,0.478,0.834,4.5,3.81,10.04,1.18,16.25
213," Kintzler, B",MIL,3,0,3.78,14,0,0,0,16.2,18,7,7,1,7,14,0.277,1.5,0,0,0,1,1,2,2,20,13,1,0,0,1,1,72,298,1,1.54,0.347,0.385,0.732,7.56,3.78,9.72,2,17.88
214," Martinez, C",ATL,5,4,3.91,54,0,1,1,73.2,80,33,32,6,19,65,0.277,1.34,0,0,0,4,26,1,9,81,68,2,1,4,0,0,313,1179,0.556,1.19,0.319,0.426,0.745,7.94,2.32,9.77,3.42,16
215," Resop, C",PIT,1,4,3.91,61,0,1,2,73.2,81,35,32,6,24,46,0.276,1.43,0,0,2,6,13,8,3,94,83,2,0,6,1,0,330,1162,0.2,1.13,0.329,0.392,0.722,5.62,2.93,9.9,1.92,15.77
216," Carpenter, D",LAA,1,2,4.76,28,0,0,0,39.2,42,21,21,6,17,28,0.276,1.49,0,0,0,0,12,2,4,47,37,2,0,7,2,0,172,637,0.333,1.27,0.347,0.434,0.781,6.35,3.86,9.53,1.65,16.06
217," Humber, P",CWS,5,5,6.44,26,16,0,0,102,113,74,73,23,44,85,0.276,1.54,1,1,4,1,6,0,6,84,132,9,0,15,1,0,462,1767,0.5,0.64,0.349,0.496,0.846,7.5,3.88,9.97,1.93,17.32
218," Simon, A",CIN,3,2,2.66,36,0,1,1,61,65,22,18,2,22,52,0.275,1.43,0,0,6,1,13,1,4,77,47,9,0,6,3,0,269,1009,0.6,1.64,0.348,0.398,0.747,7.67,3.25,9.59,2.36,16.54
219," LeBlanc, W",MIA,2,5,3.67,25,9,0,0,68.2,71,30,28,7,19,43,0.275,1.31,0,0,1,1,1,1,7,63,87,1,0,2,5,2,284,1078,0.286,0.72,0.326,0.403,0.729,5.64,2.49,9.31,2.26,15.7
220," Sheets, B",ATL,4,4,3.47,9,9,0,0,49.1,52,21,19,6,13,35,0.275,1.32,0,0,1,1,0,0,5,54,52,1,0,4,0,1,207,768,0.5,1.04,0.325,0.45,0.775,6.39,2.37,9.49,2.69,15.57
221," Haren, D",LAA,12,13,4.33,30,30,0,0,176.2,190,95,85,28,38,142,0.275,1.29,1,1,3,3,0,0,15,180,194,5,1,9,2,1,747,2849,0.48,0.93,0.312,0.463,0.775,7.23,1.94,9.68,3.74,16.13
222," Quintana, J",CWS,6,6,3.76,25,22,0,0,136.1,142,62,57,14,42,81,0.275,1.35,0,0,3,4,2,0,14,164,136,10,2,7,4,2,568,2167,0.5,1.21,0.332,0.422,0.754,5.35,2.77,9.37,1.93,15.89
223," Axelrod, D",CWS,2,2,5.47,14,7,0,0,51,56,32,31,8,21,40,0.275,1.51,0,0,4,0,4,0,2,54,56,1,0,6,2,0,231,948,0.5,0.96,0.351,0.456,0.807,7.06,3.71,9.88,1.9,18.59
224," Diamond, S",MIN,12,9,3.54,27,27,0,0,173,184,76,68,17,31,90,0.274,1.24,1,1,4,2,0,0,26,253,152,10,0,15,4,3,714,2520,0.571,1.66,0.308,0.423,0.731,4.68,1.61,9.57,2.9,14.57
225," Gaudin, C",MIA,4,2,4.54,46,0,0,0,69.1,72,39,35,6,26,57,0.274,1.41,0,0,3,5,11,1,5,70,74,3,1,2,2,0,302,1154,0.667,0.95,0.344,0.411,0.754,7.4,3.38,9.35,2.19,16.64
226," Savery, J",PHI,1,2,5.4,19,0,0,0,25,26,17,15,4,8,16,0.274,1.36,0,0,1,1,8,1,1,33,24,0,1,0,3,2,108,404,0.333,1.38,0.33,0.474,0.804,5.76,2.88,9.36,2,16.16
