RK,Player,Team,W,L,ERA,G,GS,SV,SVO,IP,H,R,ER,HR,BB,SO,AVG,WHIP,CG,SHO,HB,IBB,GF,HLD,GIDP,GO,AO,WP,BK,SB,CS,PK,TBF,NP,WPCT,GO_AO,OBP,SLG,OPS,K_9,BB_9,H_9,K_BB,P_IP
101," Valdes, R",TOR,0,0,12.27,8,0,1,2,3.2,5,5,5,2,3,4,0.313,2.18,0,0,0,0,2,1,0,0,7,0,0,0,0,0,19,77,.---,0,0.421,0.813,1.234,9.82,7.36,12.27,1.33,21
104," Wolf, R",LAA,1,3,5.26,6,4,1,1,25.2,33,17,15,4,6,19,0.311,1.52,0,0,0,0,1,0,2,25,30,1,0,1,1,1,113,430,0.25,0.83,0.348,0.528,0.877,6.66,2.1,11.57,3.17,16.75
105," Henderson, J",MIL,2,1,7.15,14,0,0,0,11.1,14,10,9,3,4,17,0.311,1.59,0,0,0,1,3,2,1,8,7,0,0,2,0,0,50,188,0.667,1.14,0.367,0.578,0.945,13.5,3.18,11.12,4.25,16.59
106," Adams, A",CLE,0,0,9,6,0,0,0,7,9,7,7,1,1,4,0.31,1.43,0,0,0,0,1,0,1,9,7,0,0,0,0,0,30,100,.---,1.29,0.333,0.517,0.851,5.14,1.29,11.57,4,14.29
106," Campos, L",SD,0,0,5.14,6,0,0,0,7,9,5,4,0,4,9,0.31,1.86,0,0,0,0,1,0,1,5,6,2,0,1,0,0,33,128,.---,0.83,0.394,0.379,0.773,11.57,5.14,11.57,2.25,18.29
106," De Leon, J",OAK,0,0,4.91,8,0,0,0,7.1,9,4,4,2,3,4,0.31,1.64,0,0,0,0,3,1,0,7,10,1,0,1,1,0,33,138,.---,0.7,0.364,0.621,0.984,4.91,3.68,11.05,1.33,18.82
109," Logan, B",COL,2,3,6.84,35,0,0,4,25,31,20,19,6,11,32,0.31,1.68,0,0,1,1,8,7,3,29,12,3,0,0,0,0,116,433,0.4,2.42,0.377,0.53,0.907,11.52,3.96,11.16,2.91,17.32
110," Jordan, T",WSH,0,3,5.61,5,5,0,0,25.2,34,20,16,3,8,17,0.309,1.64,0,0,2,1,0,0,3,41,22,0,0,0,1,0,124,429,0,1.86,0.361,0.482,0.842,5.96,2.81,11.92,2.13,16.71
111," Bolsinger, M",ARI,1,6,5.5,10,9,0,0,52.1,66,36,32,7,17,48,0.308,1.59,0,0,0,1,0,0,1,67,40,0,1,1,3,0,238,845,0.143,1.68,0.353,0.519,0.872,8.25,2.92,11.35,2.82,16.15
112," Whitley, C",NYY,4,3,5.23,24,12,0,0,75.2,94,44,44,10,18,60,0.308,1.48,0,0,4,0,3,0,5,79,75,2,0,5,6,0,330,1265,0.571,1.05,0.353,0.479,0.831,7.14,2.14,11.18,3.33,16.72
113," Farmer, B",DET,0,1,11.57,4,2,0,0,9.1,12,12,12,2,5,11,0.308,1.82,0,0,2,0,1,0,1,6,10,0,0,0,0,0,46,194,0,0.6,0.413,0.641,1.054,10.61,4.82,11.57,2.2,20.79
113," Hudson, D",ARI,0,1,13.5,3,0,0,0,2.2,4,4,4,0,0,2,0.308,1.5,0,0,0,0,0,0,0,3,4,0,0,0,0,0,13,49,0,0.75,0.308,0.462,0.769,6.75,0,13.5,*.**,18.37
113," Korecky, B",TOR,0,0,8.1,2,0,0,0,3.1,4,3,3,0,1,2,0.308,1.5,0,0,0,0,1,0,1,4,3,0,0,0,0,0,14,58,.---,1.33,0.357,0.385,0.742,5.4,2.7,10.8,2,17.4
113," Roach, D",SD,1,0,4.75,16,1,0,0,30.1,36,17,16,2,15,17,0.308,1.68,0,0,4,1,5,0,5,53,15,4,0,4,2,0,140,499,1,3.53,0.401,0.419,0.82,5.04,4.45,10.68,1.13,16.45
113," Rusin, C",COL,0,0,7.11,4,0,0,0,12.2,16,10,10,1,5,8,0.308,1.66,0,0,0,1,2,0,2,16,13,1,0,1,0,0,58,195,.---,1.23,0.368,0.462,0.83,5.68,3.55,11.37,1.6,15.39
118," Darnell, L",MIN,0,2,7.13,7,4,0,0,24,31,20,19,5,8,22,0.307,1.63,0,0,1,0,2,0,0,29,21,0,0,0,0,0,112,394,0,1.38,0.357,0.545,0.902,8.25,3,11.63,2.75,16.42
119," Tonkin, M",MIN,0,0,4.74,25,0,0,0,19,23,13,10,2,6,16,0.307,1.53,0,0,2,0,8,4,2,20,19,1,0,4,0,1,87,332,.---,1.05,0.369,0.453,0.822,7.58,2.84,10.89,2.67,17.47
120," Wooten, R",MIL,1,4,4.72,40,0,0,0,34.1,42,18,18,1,8,29,0.307,1.46,0,0,1,0,15,11,5,41,26,0,0,1,1,0,147,593,0.2,1.58,0.347,0.409,0.756,7.6,2.1,11.01,3.63,17.27
121," O'Sullivan, S",PHI,0,1,6.39,3,2,0,0,12.2,15,9,9,3,2,7,0.306,1.34,0,0,0,0,1,0,3,13,15,0,0,1,0,0,52,192,0,0.87,0.333,0.51,0.844,4.97,1.42,10.66,3.5,15.16
122," Barnes, M",BOS,0,0,4,5,0,0,0,9,11,4,4,1,2,8,0.306,1.44,0,0,0,0,3,0,1,5,13,0,0,1,0,0,39,157,.---,0.38,0.333,0.528,0.861,8,2,11,4,17.44
122," Gregg, K",MIA,0,0,10,12,0,0,2,9,11,10,10,2,5,6,0.306,1.78,0,0,0,0,2,4,2,8,11,1,0,3,0,0,41,163,.---,0.73,0.39,0.583,0.974,6,5,11,1.2,18.11
122," Knebel, C",TEX,0,0,6.23,8,0,0,0,8.2,11,7,6,0,3,11,0.306,1.62,0,0,0,0,4,0,1,7,7,1,0,1,1,0,39,171,.---,1,0.359,0.417,0.776,11.42,3.12,11.42,3.67,19.73
125," Pelfrey, M",MIN,0,3,7.99,5,5,0,0,23.2,29,23,21,5,18,10,0.305,1.99,0,0,2,0,0,0,0,29,31,1,0,5,0,0,119,457,0,0.94,0.419,0.505,0.924,3.8,6.85,11.03,0.56,19.31
126," Achter, A",MIN,1,0,3.27,7,0,0,0,11,14,7,4,2,3,5,0.304,1.55,0,0,0,0,1,0,0,8,19,0,0,1,1,0,49,169,1,0.42,0.347,0.522,0.869,4.09,2.45,11.45,1.67,15.36
126," Krol, I",DET,0,0,4.96,45,0,1,4,32.2,42,23,18,6,13,28,0.304,1.68,0,0,2,4,5,10,2,37,32,1,1,0,1,1,154,611,.---,1.16,0.37,0.536,0.906,7.71,3.58,11.57,2.15,18.7
128," Lewis, C",TEX,10,14,5.18,29,29,0,0,170.1,211,107,98,25,48,133,0.304,1.52,2,1,8,5,0,0,7,134,228,3,1,18,8,0,762,2802,0.417,0.59,0.352,0.488,0.84,7.03,2.54,11.15,2.77,16.45
129," Lee, C",PHI,4,5,3.65,13,13,0,0,81.1,100,40,33,7,12,72,0.304,1.38,1,0,1,0,0,0,4,94,73,1,0,4,2,1,352,1273,0.444,1.29,0.328,0.435,0.762,7.97,1.33,11.07,6,15.65
130," Rienzo, A",CWS,4,5,6.82,18,11,0,0,64.2,82,54,49,12,33,51,0.304,1.78,0,0,5,0,3,0,5,76,65,6,1,3,0,0,312,1266,0.444,1.17,0.387,0.511,0.898,7.1,4.59,11.41,1.55,19.58
131," DeSclafani, A",MIA,2,2,6.27,13,5,0,0,33,40,23,23,4,5,26,0.303,1.36,0,0,2,0,4,0,0,34,39,2,0,6,0,0,146,548,0.5,0.87,0.331,0.47,0.801,7.09,1.36,10.91,5.2,16.61
132," Reed, E",DET,0,1,4.18,32,0,0,0,32.1,39,19,15,2,12,26,0.302,1.58,0,0,3,1,9,4,8,39,26,1,1,5,2,0,145,583,0,1.5,0.372,0.403,0.776,7.24,3.34,10.86,2.17,18.03
133," Stinson, J",PIT,0,0,6.23,8,0,0,0,13,16,9,9,2,6,6,0.302,1.69,0,0,2,0,4,0,1,17,14,1,0,1,0,0,61,236,.---,1.21,0.393,0.472,0.865,4.15,4.15,11.08,1,18.15
134," Jackson, E",CHC,6,15,6.33,28,27,0,0,140.2,168,105,99,18,63,123,0.302,1.64,0,0,3,3,0,0,8,145,131,9,0,14,5,4,633,2492,0.286,1.11,0.373,0.496,0.869,7.87,4.03,10.75,1.95,17.72
135," Correia, K",LAD,7,17,5.44,32,26,0,0,154,191,104,93,20,40,79,0.301,1.5,0,0,5,2,3,0,10,187,185,7,1,7,2,0,687,2522,0.292,1.01,0.345,0.473,0.818,4.62,2.34,11.16,1.98,16.38
136," Sabathia, C",NYY,3,4,5.28,8,8,0,0,46,58,31,27,10,10,48,0.301,1.48,0,0,4,0,0,0,1,56,35,2,0,1,0,0,209,798,0.429,1.6,0.346,0.528,0.875,9.39,1.96,11.35,4.8,17.35
137," McFarland, T",BAL,4,2,2.76,37,1,0,0,58.2,70,22,18,2,13,34,0.3,1.41,0,0,4,2,14,5,11,96,38,0,0,0,0,0,255,865,0.667,2.53,0.348,0.391,0.739,5.22,1.99,10.74,2.62,14.74
138," Heston, C",SF,0,0,5.06,3,1,0,0,5.1,6,3,3,0,3,4,0.3,1.69,0,0,0,0,2,0,1,6,5,1,0,0,0,0,24,103,.---,1.2,0.375,0.3,0.675,6.75,5.06,10.13,1.33,19.31
138," Spruill, Z",ARI,1,1,3.57,6,1,0,0,22.2,27,11,9,0,4,14,0.3,1.37,0,0,1,0,1,1,3,30,23,0,0,1,0,0,99,325,0.5,1.3,0.33,0.356,0.685,5.56,1.59,10.72,3.5,14.34
140," Lueke, J",TB,1,2,5.64,25,0,0,0,30.1,38,20,19,7,5,19,0.299,1.42,0,0,1,1,13,0,1,35,37,0,0,0,0,0,135,487,0.333,0.95,0.326,0.504,0.83,5.64,1.48,11.27,3.8,16.05
141," Coke, P",DET,5,2,3.88,62,0,1,2,58,69,28,25,5,20,41,0.299,1.53,0,0,2,2,24,5,8,79,45,1,0,5,2,1,257,941,0.714,1.76,0.357,0.433,0.79,6.36,3.1,10.71,2.05,16.22
141," Foltynewicz, M",HOU,0,1,5.3,16,0,0,0,18.2,23,11,11,3,7,14,0.299,1.61,0,0,0,0,9,1,3,14,26,3,0,1,0,0,84,326,0,0.54,0.357,0.506,0.864,6.75,3.38,11.09,2,17.46
143," Mariot, M",KC,1,0,6.48,17,0,0,0,25,31,21,18,2,12,21,0.298,1.72,0,0,0,1,8,0,2,26,28,5,1,0,0,0,118,480,1,0.93,0.364,0.423,0.787,7.56,4.32,11.16,1.75,19.2
144," Figaro, A",TEX,0,1,7.27,6,0,0,0,8.2,11,7,7,2,1,8,0.297,1.38,0,0,0,0,4,0,0,11,7,1,0,1,0,0,38,157,0,1.57,0.316,0.541,0.856,8.31,1.04,11.42,8,18.12
145," Buchanan, J",HOU,1,3,4.58,17,2,0,0,35.1,41,19,18,4,12,20,0.297,1.5,0,0,1,1,9,0,4,61,19,2,0,1,1,0,154,561,0.25,3.21,0.358,0.428,0.785,5.09,3.06,10.44,1.67,15.88
145," Maholm, P",LAD,1,5,4.84,30,8,0,0,70.2,82,44,38,8,28,34,0.297,1.56,0,0,3,3,7,0,15,107,57,2,1,3,0,1,311,1173,0.167,1.88,0.367,0.449,0.816,4.33,3.57,10.44,1.21,16.6
147," Johnson, E",CWS,1,1,6.46,5,5,0,0,23.2,27,18,17,1,15,18,0.297,1.77,0,0,2,1,0,0,1,20,27,3,0,4,3,0,109,459,0.5,0.74,0.404,0.418,0.821,6.85,5.7,10.27,1.2,19.39
148," Caminero, A",MIA,0,1,10.8,6,0,0,0,6.2,8,8,8,2,4,8,0.296,1.8,0,0,0,0,1,0,0,3,8,0,0,1,1,0,31,114,0,0.38,0.387,0.556,0.943,10.8,5.4,10.8,2,17.1
149," Morales, F",COL,6,9,5.37,38,22,0,0,142.1,166,90,85,24,65,100,0.296,1.62,0,0,6,4,4,0,16,154,155,5,4,9,1,0,646,2429,0.4,0.99,0.371,0.488,0.859,6.32,4.11,10.5,1.54,17.07
150," Ondrusek, L",CIN,3,3,5.49,40,0,0,3,41,50,26,25,5,16,42,0.296,1.61,0,0,1,1,10,4,0,39,41,3,0,0,1,0,189,681,0.5,0.95,0.358,0.444,0.802,9.22,3.51,10.98,2.63,16.61
151," Belisario, R",CWS,4,8,5.56,62,0,8,12,66.1,78,46,41,4,18,47,0.295,1.45,0,0,5,7,19,12,10,96,48,2,0,5,0,0,292,1084,0.333,2,0.349,0.379,0.728,6.38,2.44,10.58,2.61,16.34
152," Cumpton, B",PIT,3,4,4.89,16,10,0,0,70,82,41,38,2,18,46,0.295,1.43,0,0,6,2,4,0,8,79,78,2,0,6,2,1,309,1113,0.429,1.01,0.346,0.385,0.731,5.91,2.31,10.54,2.56,15.9
153," Oberholtzer, B",HOU,5,13,4.39,24,24,0,0,143.2,170,73,70,12,28,94,0.295,1.38,0,0,3,0,0,0,10,131,197,2,3,10,2,1,623,2251,0.278,0.66,0.325,0.426,0.752,5.89,1.75,10.65,3.36,15.67
154," Jeffress, J",MIL,1,1,2.81,32,0,0,1,32,35,10,10,1,10,29,0.294,1.41,0,0,2,2,12,6,7,42,17,1,0,0,0,0,135,508,0.5,2.47,0.356,0.353,0.709,8.16,2.81,9.84,2.9,15.88
154," VerHagen, D",DET,0,1,5.4,1,1,0,0,5,5,3,3,0,3,4,0.294,1.6,0,0,0,0,0,0,1,4,4,0,0,0,2,0,20,82,0,1,0.4,0.353,0.753,7.2,5.4,9,1.33,16.4
156," Mujica, E",BOS,2,4,3.9,64,0,8,9,60,69,28,26,6,14,43,0.294,1.38,0,0,0,2,31,3,5,64,63,1,0,4,2,0,253,951,0.333,1.02,0.331,0.46,0.79,6.45,2.1,10.35,3.07,15.85
157," Bass, A",HOU,1,1,6.33,21,0,2,4,27,32,20,19,6,7,7,0.294,1.44,0,0,2,1,8,4,4,40,31,2,0,1,0,0,119,431,0.5,1.29,0.345,0.495,0.84,2.33,2.33,10.67,1,15.96
157," Farnsworth, K",HOU,0,3,4.4,35,0,3,5,28.2,32,14,14,2,15,18,0.294,1.64,0,0,0,2,16,8,3,31,32,1,0,2,1,0,128,479,0,0.97,0.367,0.45,0.817,5.65,4.71,10.05,1.2,16.71
159," Erlin, R",SD,4,5,4.99,13,11,0,0,61.1,71,34,34,6,15,46,0.293,1.4,0,0,1,1,1,0,7,63,68,4,0,2,0,0,264,1007,0.444,0.93,0.332,0.455,0.787,6.75,2.2,10.42,3.07,16.42
160," De La Rosa, R",BOS,4,8,4.43,19,18,0,0,101.2,116,51,50,12,35,74,0.293,1.49,0,0,2,0,1,0,9,118,96,3,1,4,3,0,441,1751,0.333,1.23,0.349,0.465,0.814,6.55,3.1,10.27,2.11,17.22
160," Motte, J",STL,1,0,4.68,29,0,0,0,25,29,14,13,7,9,17,0.293,1.52,0,0,0,0,10,1,1,22,33,1,0,1,0,1,110,410,1,0.67,0.345,0.545,0.891,6.12,3.24,10.44,1.89,16.4
162," Sadler, C",PIT,0,1,7.84,6,0,0,0,10.1,12,9,9,0,5,7,0.293,1.65,0,0,1,0,2,0,0,14,10,1,0,0,0,0,49,161,0,1.4,0.367,0.415,0.782,6.1,4.35,10.45,1.4,15.58
162," Thatcher, J",LAA,2,1,3.86,53,0,0,1,30.1,36,16,13,3,4,27,0.293,1.32,0,0,4,1,9,6,1,24,39,1,0,2,1,0,135,534,0.667,0.62,0.331,0.423,0.754,8.01,1.19,10.68,6.75,17.6
164," Belisle, M",COL,4,7,4.87,66,1,0,2,64.2,74,35,35,5,19,43,0.292,1.44,0,0,1,2,13,6,5,79,66,3,0,4,1,0,282,1052,0.364,1.2,0.338,0.419,0.757,5.98,2.64,10.3,2.26,16.27
165," Nelson, J",MIL,2,9,4.93,14,12,0,0,69.1,82,42,38,6,19,57,0.292,1.46,0,0,8,0,1,0,9,84,61,4,0,7,0,0,311,1109,0.182,1.38,0.352,0.441,0.793,7.4,2.47,10.64,3,16
166," Gomez, J",PIT,2,2,3.19,44,0,1,1,62,70,24,22,6,23,38,0.292,1.5,0,0,2,7,20,2,7,80,57,2,0,6,4,0,270,975,0.5,1.4,0.356,0.454,0.81,5.52,3.34,10.16,1.65,15.73
166," Miller, J",DET,1,0,5.11,8,0,0,0,12.1,14,9,7,2,2,5,0.292,1.3,0,0,0,0,4,0,0,14,18,0,0,2,0,0,53,193,1,0.78,0.308,0.521,0.829,3.65,1.46,10.22,2.5,15.65
168," Coleman, L",KC,1,0,5.56,31,0,1,1,34,39,21,21,6,18,24,0.291,1.68,0,0,1,1,10,1,3,36,36,3,0,0,2,0,154,613,1,1,0.377,0.485,0.862,6.35,4.76,10.32,1.33,18.03
169," Marmol, C",CIN,0,3,8.1,15,0,0,1,13.1,16,12,12,3,10,14,0.291,1.95,0,0,1,2,6,1,1,12,13,2,0,8,0,0,66,269,0,0.92,0.409,0.491,0.9,9.45,6.75,10.8,1.4,20.18
170," Jokisch, E",CHC,0,0,1.88,4,1,0,0,14.1,18,6,3,3,4,10,0.29,1.53,0,0,0,0,0,0,1,22,12,0,0,2,1,1,66,249,.---,1.83,0.333,0.484,0.817,6.28,2.51,11.3,2.5,17.37
170," Rucinski, D",LAA,0,0,4.91,3,0,0,0,7.1,9,4,4,0,2,8,0.29,1.5,0,0,1,0,2,0,0,6,8,0,0,0,0,0,34,126,.---,0.75,0.353,0.355,0.708,9.82,2.45,11.05,4,17.18
172," Hendriks, L",TOR,1,2,5.23,9,6,0,0,32.2,38,21,19,3,7,23,0.29,1.38,0,0,3,0,0,1,4,35,37,1,0,3,0,0,143,551,0.333,0.95,0.336,0.45,0.786,6.34,1.93,10.47,3.29,16.87
173," Adcock, N",TEX,0,0,4.5,7,0,0,0,10,11,5,5,2,5,9,0.289,1.6,0,0,2,0,2,0,3,9,9,1,0,0,0,0,45,182,.---,1,0.4,0.474,0.874,8.1,4.5,9.9,1.8,18.2
173," Hembree, H",BOS,0,0,4.5,6,0,0,0,10,11,5,5,1,5,6,0.289,1.6,0,0,0,2,3,0,1,6,15,1,0,1,2,0,43,174,.---,0.4,0.372,0.474,0.846,5.4,4.5,9.9,1.2,17.4
175," Nicasio, J",COL,6,6,5.38,33,14,0,0,93.2,107,59,56,19,31,63,0.289,1.47,0,0,1,1,7,1,4,117,92,3,1,6,2,0,409,1615,0.5,1.27,0.344,0.516,0.86,6.05,2.98,10.28,2.03,17.24
176," Meek, E",BAL,0,4,5.79,23,0,0,1,23.1,26,16,15,3,11,16,0.289,1.59,0,0,2,1,4,3,3,30,22,1,0,3,0,0,107,409,0,1.36,0.379,0.433,0.812,6.17,4.24,10.03,1.45,17.53
177," Carroll, S",CWS,5,10,4.8,26,19,0,0,129.1,147,81,69,13,45,64,0.289,1.48,0,0,12,1,5,0,21,195,110,5,1,7,4,0,573,2115,0.333,1.77,0.358,0.44,0.798,4.45,3.13,10.23,1.42,16.35
178," Rice, S",NYM,1,2,5.93,32,0,0,2,13.2,15,9,9,1,12,13,0.288,1.98,0,0,1,1,2,7,2,21,4,5,0,0,1,0,66,272,0.333,5.25,0.431,0.404,0.835,8.56,7.9,9.88,1.08,19.9
179," Swarzak, A",MIN,3,2,4.6,50,4,0,1,86,100,48,44,5,28,47,0.288,1.49,0,0,0,5,11,3,11,101,102,0,2,2,0,0,378,1405,0.6,0.99,0.34,0.412,0.752,4.92,2.93,10.47,1.68,16.34
180," Brothers, R",COL,4,6,5.59,74,0,0,6,56.1,65,38,35,7,39,55,0.288,1.85,0,0,2,0,15,15,3,53,58,5,1,1,0,0,273,1098,0.4,0.91,0.391,0.434,0.825,8.79,6.23,10.38,1.41,19.49
181," Aceves, A",NYY,1,2,6.52,10,0,0,0,19.1,23,14,14,6,4,16,0.288,1.4,0,0,1,0,5,1,1,10,31,0,1,0,0,0,85,323,0.333,0.32,0.329,0.563,0.892,7.45,1.86,10.71,4,16.71
181," Bedrosian, C",LAA,0,1,6.52,17,0,0,1,19.1,23,17,14,2,12,20,0.288,1.81,0,0,0,1,4,1,0,18,20,1,1,1,1,0,93,408,0,0.9,0.376,0.425,0.801,9.31,5.59,10.71,1.67,21.1
183," Morrow, B",TOR,1,3,5.67,13,6,0,0,33.1,37,21,21,2,18,30,0.287,1.65,0,0,0,0,2,1,6,39,24,1,1,2,0,0,148,618,0.25,1.63,0.374,0.457,0.832,8.1,4.86,9.99,1.67,18.54
184," Buehrle, M",TOR,13,10,3.39,32,32,0,0,202,228,83,76,15,46,119,0.287,1.36,0,0,4,0,0,0,24,229,231,2,1,1,3,4,857,3082,0.565,0.99,0.327,0.416,0.743,5.3,2.05,10.16,2.59,15.26
185," Avilan, L",ATL,4,1,4.57,62,0,0,2,43.1,47,22,22,2,21,25,0.287,1.57,0,0,3,7,14,8,5,68,29,5,0,5,1,0,193,712,0.8,2.34,0.374,0.39,0.764,5.19,4.36,9.76,1.19,16.43
186," Treinen, B",WSH,2,3,2.49,15,7,0,0,50.2,57,17,14,1,13,30,0.286,1.38,0,0,2,1,6,0,9,79,33,1,0,1,1,0,214,734,0.4,2.39,0.336,0.342,0.678,5.33,2.31,10.13,2.31,14.49
187," Ambriz, H",SD,0,0,4.5,1,0,0,0,2,2,2,1,0,2,1,0.286,2,0,0,0,0,0,0,1,1,3,0,0,0,0,0,9,33,.---,0.33,0.444,0.286,0.73,4.5,9,9,0.5,16.5
187," Bassitt, C",CWS,1,1,3.94,6,5,0,0,29.2,34,13,13,0,13,21,0.286,1.58,0,0,3,1,1,0,2,29,37,0,0,3,1,0,137,527,0.5,0.78,0.368,0.353,0.721,6.37,3.94,10.31,1.62,17.76
187," Butera, D",LAD,0,0,10.8,2,0,0,0,1.2,2,2,2,1,0,2,0.286,1.2,0,0,0,0,2,0,0,2,1,0,0,0,0,0,7,26,.---,2,0.286,0.857,1.143,10.8,0,10.8,*.**,15.6
187," Claiborne, P",NYY,3,0,3,18,0,0,1,21,24,9,7,1,10,16,0.286,1.62,0,0,0,3,9,0,1,19,27,0,0,2,2,0,96,367,1,0.7,0.354,0.417,0.771,6.86,4.29,10.29,1.6,17.48
187," Harrison, M",TEX,1,1,4.15,4,4,0,0,17.1,20,8,8,1,12,10,0.286,1.85,0,0,1,0,0,0,1,23,18,1,0,0,0,0,84,343,0.5,1.28,0.398,0.386,0.783,5.19,6.23,10.38,0.83,19.79
187," Riefenhauser, C",TB,0,0,8.44,7,0,0,0,5.1,6,5,5,0,3,2,0.286,1.69,0,0,0,1,1,0,1,5,8,0,0,0,0,0,24,99,.---,0.63,0.375,0.333,0.708,3.38,5.06,10.13,0.67,18.56
187," Thompson, A",MIN,0,0,2.45,7,0,0,0,7.1,8,2,2,0,2,6,0.286,1.36,0,0,0,1,2,1,1,5,10,0,0,0,0,0,31,102,.---,0.5,0.323,0.393,0.715,7.36,2.45,9.82,3,13.91
194," Cahill, T",ARI,3,12,5.61,32,17,1,2,110.2,123,76,69,9,55,105,0.285,1.61,0,0,4,2,8,0,11,127,85,5,0,17,4,0,499,1928,0.2,1.49,0.369,0.422,0.791,8.54,4.47,10,1.91,17.42
195," Minor, M",ATL,6,12,4.77,25,25,0,0,145.1,165,77,77,21,44,120,0.285,1.44,0,0,6,2,0,0,12,149,153,5,0,9,1,1,637,2424,0.333,0.97,0.341,0.458,0.798,7.43,2.72,10.22,2.73,16.68
196," Kintzler, B",MIL,3,3,3.24,64,0,0,3,58.1,62,22,21,8,16,31,0.284,1.34,0,0,0,3,13,8,7,85,45,1,0,6,3,0,239,867,0.5,1.89,0.332,0.45,0.781,4.78,2.47,9.57,1.94,14.86
197," House, T",CLE,5,3,3.35,19,18,0,0,102,113,41,38,10,22,80,0.284,1.32,0,0,7,1,1,0,16,147,60,1,0,6,2,2,429,1576,0.625,2.45,0.332,0.417,0.749,7.06,1.94,9.97,3.64,15.45
198," Stults, E",SD,8,17,4.3,32,32,0,0,176,197,93,84,26,45,111,0.283,1.38,0,0,4,3,0,0,12,206,200,3,0,15,3,1,763,2833,0.32,1.03,0.328,0.45,0.778,5.68,2.3,10.07,2.47,16.1
199," Scahill, R",COL,1,0,4.8,12,0,0,1,15,17,8,8,3,9,11,0.283,1.73,0,0,1,2,3,0,1,18,16,0,0,2,0,0,72,248,1,1.13,0.375,0.5,0.875,6.6,5.4,10.2,1.22,16.53
200," LeCure, S",CIN,1,4,3.81,62,0,0,1,56.2,62,27,24,6,24,48,0.283,1.52,0,0,3,1,16,17,6,60,54,5,0,6,2,0,251,973,0.2,1.11,0.357,0.429,0.787,7.62,3.81,9.85,2,17.17
201," Masterson, J",STL,7,9,5.88,28,25,0,0,128.2,141,90,84,12,69,116,0.283,1.63,0,0,15,2,1,0,21,177,74,14,0,5,2,0,592,2249,0.438,2.39,0.385,0.441,0.826,8.11,4.83,9.86,1.68,17.48
202," Valverde, J",NYM,1,1,5.66,21,0,2,4,20.2,24,16,13,4,10,23,0.282,1.65,0,0,0,3,13,0,1,11,27,1,0,5,0,0,95,374,0.5,0.41,0.358,0.494,0.852,10.02,4.35,10.45,2.3,18.1
203," Eovaldi, N",MIA,6,14,4.37,33,33,0,0,199.2,223,107,97,14,43,142,0.282,1.33,0,0,7,5,0,0,17,224,215,6,0,1,4,2,854,3198,0.3,1.04,0.323,0.409,0.732,6.4,1.94,10.05,3.3,16.02
204," Detwiler, R",WSH,2,3,4,47,0,1,2,63,68,34,28,5,21,39,0.282,1.41,0,0,5,4,15,3,8,70,71,3,0,3,2,1,274,1036,0.4,0.99,0.348,0.386,0.734,5.57,3,9.71,1.86,16.44
205," Fornataro, E",STL,0,0,4.66,8,0,0,0,9.2,11,6,5,0,1,3,0.282,1.24,0,0,1,0,6,0,1,12,14,0,0,0,0,0,42,159,.---,0.86,0.31,0.359,0.668,2.79,0.93,10.24,3,16.45
206," Villanueva, C",CHC,5,7,4.64,42,5,2,2,77.2,89,42,40,6,19,72,0.282,1.39,0,0,3,4,15,3,3,76,84,3,0,12,1,0,343,1305,0.417,0.9,0.326,0.427,0.754,8.34,2.2,10.31,3.79,16.8
207," Jennings, D",MIA,0,2,1.34,47,0,0,2,40.1,45,11,6,3,17,38,0.281,1.54,0,0,0,1,12,3,4,44,38,2,0,4,1,0,182,714,0,1.16,0.344,0.394,0.738,8.48,3.79,10.04,2.24,17.7
208," Tomlin, J",CLE,6,9,4.76,25,16,0,0,104,120,66,55,18,14,94,0.281,1.29,1,1,1,3,6,0,3,103,114,6,0,1,2,0,446,1715,0.4,0.9,0.303,0.478,0.781,8.13,1.21,10.38,6.71,16.49
209," Doubront, F",CHC,4,5,5.54,21,14,0,0,79.2,91,54,49,12,33,51,0.281,1.56,0,0,2,0,2,0,7,87,100,5,1,10,1,1,364,1360,0.444,0.87,0.349,0.472,0.821,5.76,3.73,10.28,1.55,17.07
210," Heaney, A",MIA,0,3,5.83,7,5,0,0,29.1,32,19,19,6,7,20,0.281,1.33,0,0,3,0,2,0,3,34,30,2,0,3,0,0,126,479,0,1.13,0.339,0.509,0.847,6.14,2.15,9.82,2.86,16.33
211," Thielbar, C",MIN,2,1,3.4,54,0,0,1,47.2,51,19,18,3,16,35,0.28,1.41,0,0,1,1,7,7,2,39,64,0,0,5,1,1,206,813,0.667,0.61,0.332,0.407,0.738,6.61,3.02,9.63,2.19,17.06
212," Claudio, A",TEX,0,0,2.92,15,0,0,0,12.1,14,4,4,0,4,14,0.28,1.46,0,0,0,0,5,0,3,14,8,0,1,1,0,0,54,209,.---,1.75,0.333,0.36,0.693,10.22,2.92,10.22,3.5,16.95
212," Fife, S",LAD,0,0,6,1,1,0,0,6,7,4,4,3,1,5,0.28,1.33,0,0,1,0,0,0,0,9,4,0,0,0,0,0,27,105,.---,2.25,0.333,0.68,1.013,7.5,1.5,10.5,5,17.5
212," Jaime, J",ATL,0,0,5.84,16,0,0,0,12.1,14,8,8,1,9,18,0.28,1.86,0,0,1,0,4,0,1,9,11,3,0,1,0,0,62,277,.---,0.82,0.4,0.4,0.8,13.14,6.57,10.22,2,22.46
