RK,Player,Team,Pos,G,GS,INN,TC,PO,A,E,DP,SB,CS,SBPCT,PB,C_WP,FPCT¡¿,RF
1," McHugh, C",NYM,P,8,4,21.1,3,0,3,0,1,-,-,-,-,-,1,0.38
1," McPherson, K",PIT,P,10,3,26.1,4,3,1,0,0,-,-,-,-,-,1,0.4
1," Meek, E",PIT,P,12,0,12,4,3,1,0,0,-,-,-,-,-,1,0.33
1," Melancon, M",BOS,P,41,0,45,13,5,8,0,0,-,-,-,-,-,1,0.32
1," Miller, J",OAK,P,33,0,48.2,9,5,4,0,1,-,-,-,-,-,1,0.27
1," Miller, S",STL,P,6,1,13.2,1,0,1,0,0,-,-,-,-,-,1,0.17
1," Millwood, K",SEA,P,28,28,161,28,11,17,0,2,-,-,-,-,-,1,1
1," Minor, M",ATL,P,30,30,179.1,24,2,22,0,1,-,-,-,-,-,1,0.8
1," Moore, T",WSH,LF,56,35,304,106,99,7,0,7,-,-,-,-,-,1,1.89
1," Morgan, N",MIL,CF,100,66,587.1,155,153,2,0,1,-,-,-,-,-,1,1.55
1," Morris, B",PIT,P,5,0,5,2,1,1,0,0,-,-,-,-,-,1,0.4
1," Mortensen, C",BOS,P,26,0,42,13,5,8,0,0,-,-,-,-,-,1,0.5
1," Moscoso, G",COL,P,23,3,50,12,3,9,0,2,-,-,-,-,-,1,0.52
1," Mota, G",SF,P,26,0,20.2,5,2,3,0,0,-,-,-,-,-,1,0.19
1," Motte, J",STL,P,67,0,72,12,3,9,0,0,-,-,-,-,-,1,0.18
1," Moyer, J",TOR,P,10,10,53.2,14,3,11,0,0,-,-,-,-,-,1,1.4
1," Moylan, P",ATL,P,8,0,5,3,0,3,0,0,-,-,-,-,-,1,0.38
1," Myers, B",CWS,P,70,0,65.1,18,12,6,0,2,-,-,-,-,-,1,0.26
1," Narveson, C",MIL,P,2,2,9,1,0,1,0,0,-,-,-,-,-,1,0.5
1," Navarro, Y",PIT,3B,16,10,90.2,24,14,10,0,3,-,-,-,-,-,1,1.5
1," Neshek, P",OAK,P,24,0,19.2,1,0,1,0,0,-,-,-,-,-,1,0.04
1," Nicasio, J",COL,P,11,11,58,11,5,6,0,0,-,-,-,-,-,1,1
1," Niemann, J",TB,P,8,8,38,8,2,6,0,2,-,-,-,-,-,1,1
1," O'Day, D",BAL,P,69,0,67,9,3,6,0,0,-,-,-,-,-,1,0.13
1," O'Flaherty, E",ATL,P,64,0,57.1,7,1,6,0,0,-,-,-,-,-,1,0.11
1," Odorizzi, J",KC,P,2,2,7.1,3,2,1,0,0,-,-,-,-,-,1,1.5
1," Ogando, A",TEX,P,58,1,66,10,3,7,0,0,-,-,-,-,-,1,0.17
1," Ohman, W",CIN,P,32,0,26.2,1,0,1,0,1,-,-,-,-,-,1,0.03
1," Oliver, D",TOR,P,62,0,56.2,4,1,3,0,0,-,-,-,-,-,1,0.06
1," Ondrusek, L",CIN,P,63,0,54.2,9,4,5,0,1,-,-,-,-,-,1,0.14
1," Ortega, R",COL,CF,1,1,8,3,3,0,0,0,-,-,-,-,-,1,3
1," Ortiz, D",BOS,DH,88,7,52,56,54,2,0,4,-,-,-,-,-,1,0.64
1," Oswalt, R",TEX,P,17,9,59,6,2,4,0,1,-,-,-,-,-,1,0.35
1," Otero, D",SF,P,12,0,12.1,3,0,3,0,0,-,-,-,-,-,1,0.25
1," Ottavino, A",COL,P,53,0,79,15,5,10,0,0,-,-,-,-,-,1,0.28
1," Outman, J",COL,P,27,7,40.2,6,1,5,0,0,-,-,-,-,-,1,0.22
1," Owings, M",SD,P,6,0,9.2,3,0,3,0,0,-,-,-,-,-,1,0.5
1," Palmer, M",SD,P,3,0,2,1,0,1,0,0,-,-,-,-,-,1,0.33
1," Papelbon, J",PHI,P,70,0,70,10,1,9,0,0,-,-,-,-,-,1,0.14
1," Parnell, B",NYM,P,74,0,68.2,25,7,18,0,2,-,-,-,-,-,1,0.34
1," Parra, M",MIL,P,62,0,58.2,10,4,6,0,0,-,-,-,-,-,1,0.16
1," Paul, X",CIN,LF,18,13,118.2,17,15,2,0,0,-,-,-,-,-,1,0.94
1," Pauley, D",SEA,P,10,0,16.2,1,0,1,0,0,-,-,-,-,-,1,0.1
1," Paulino, F",KC,P,7,7,37.2,9,3,6,0,0,-,-,-,-,-,1,1.29
1," Paulino, R",BAL,C,17,9,85.1,66,62,4,0,1,5,1,0.833,3,2,1,3.88
1," Pavano, C",MIN,P,11,11,63,10,5,5,0,0,-,-,-,-,-,1,0.91
1," Peguero, C",SEA,RF,17,12,111.2,28,28,0,0,0,-,-,-,-,-,1,1.65
1," Peguero, F",SF,CF,10,3,36,15,14,1,0,0,-,-,-,-,-,1,1.5
1," Pena, R",NYY,SS,3,1,9,4,0,4,0,0,-,-,-,-,-,1,1.33
1," Penny, B",SF,P,22,0,28,7,3,4,0,2,-,-,-,-,-,1,0.32
1," Peralta, J",TB,P,76,0,67,8,6,2,0,1,-,-,-,-,-,1,0.11
1," Perdomo, L",MIN,P,15,0,17,9,6,3,0,1,-,-,-,-,-,1,0.6
1," Perez, C",CLE,P,61,0,57.2,9,7,2,0,1,-,-,-,-,-,1,0.15
1," Perez, E",WSH,CF,7,0,11,1,1,0,0,0,-,-,-,-,-,1,0.14
1," Perez, H",DET,2B,1,0,2,1,1,0,0,0,-,-,-,-,-,1,1
1," Perez, M",TEX,P,12,6,38,3,1,2,0,0,-,-,-,-,-,1,0.25
1," Perez, O",SEA,P,33,0,29.2,7,2,5,0,1,-,-,-,-,-,1,0.21
1," Perez, R",CLE,P,8,0,7.2,2,2,0,0,0,-,-,-,-,-,1,0.25
1," Perry, R",WSH,P,7,0,8,1,0,1,0,0,-,-,-,-,-,1,0.14
1," Pestano, V",CLE,P,70,0,70,10,3,7,0,1,-,-,-,-,-,1,0.14
1," Petit, Y",SF,P,1,1,4.2,2,0,2,0,0,-,-,-,-,-,1,2
1," Pettitte, A",NYY,P,12,12,75.1,13,1,12,0,0,-,-,-,-,-,1,1.08
1," Phelps, C",CLE,2B,9,5,45,24,6,18,0,5,-,-,-,-,-,1,2.67
1," Phillips, Z",BAL,P,6,0,6,1,0,1,0,0,-,-,-,-,-,1,0.17
1," Phipps, D",CIN,RF,2,2,18,4,4,0,0,0,-,-,-,-,-,1,2
1," Pina, M",KC,C,1,0,3,4,4,0,0,0,0,0,-,0,1,1,4
1," Pollock, A",ARI,CF,25,19,180,58,58,0,0,0,-,-,-,-,-,1,2.32
1," Pridie, J",BAL,CF,2,1,10.2,2,2,0,0,0,-,-,-,-,-,1,1
1," Profar, J",TEX,2B,8,4,44,11,3,8,0,1,-,-,-,-,-,1,1.38
1," Pryor, S",SEA,P,26,0,23,4,2,2,0,1,-,-,-,-,-,1,0.15
1," Putkonen, L",DET,P,12,0,16,4,2,2,0,0,-,-,-,-,-,1,0.33
1," Putz, J",ARI,P,57,0,54.1,7,1,6,0,0,-,-,-,-,-,1,0.12
1," Quiroz, G",BOS,C,1,0,2,2,1,1,0,0,0,0,-,1,0,1,2
1," Raley, B",CHC,P,5,5,24.1,4,1,3,0,0,-,-,-,-,-,1,0.8
1," Ramirez, E",NYM,P,20,0,21.1,2,0,2,0,0,-,-,-,-,-,1,0.1
1," Ramirez, E",SEA,P,16,8,59,12,3,9,0,0,-,-,-,-,-,1,0.75
1," Ramirez, R",NYM,P,58,0,63.2,9,3,6,0,0,-,-,-,-,-,1,0.16
1," Ramos, A",MIA,P,11,0,9.1,1,0,1,0,0,-,-,-,-,-,1,0.09
1," Ramos, C",TB,P,17,1,30,9,5,4,0,1,-,-,-,-,-,1,0.53
1," Rauch, J",NYM,P,73,0,57.2,9,2,7,0,0,-,-,-,-,-,1,0.12
1," Reed, A",CWS,P,62,0,55,9,5,4,0,2,-,-,-,-,-,1,0.15
1," Repko, J",BOS,OF,5,4,32,12,12,0,0,0,-,-,-,-,-,1,2.4
1," Revere, B",MIN,RF,128,118,1061.1,282,274,8,0,3,-,-,-,-,-,1,2.2
1," Rivera, M",NYY,P,9,0,8.1,3,1,2,0,0,-,-,-,-,-,1,0.33
1," Robertson, D",NYY,P,65,0,60.2,5,4,1,0,0,-,-,-,-,-,1,0.08
1," Rodney, F",TB,P,76,0,74.2,26,13,13,0,1,-,-,-,-,-,1,0.34
1," Rodriguez, E",SD,C,2,2,17,21,20,1,0,0,3,0,1,0,1,1,10.5
1," Rodriguez, F",MIL,P,78,0,72,5,3,2,0,0,-,-,-,-,-,1,0.06
1," Rodriguez, H",CIN,2B,2,1,9.2,10,5,5,0,2,-,-,-,-,-,1,5
1," Rodriguez, P",LAD,P,11,0,6.2,3,3,0,0,0,-,-,-,-,-,1,0.27
1," Rogers, M",MIL,P,7,7,39,10,4,6,0,1,-,-,-,-,-,1,1.43
1," Romo, S",SF,P,69,0,55.1,6,1,5,0,0,-,-,-,-,-,1,0.09
1," Rosales, A",OAK,2B,42,31,283,167,88,79,0,18,-,-,-,-,-,1,3.98
1," Rosenberg, B",PHI,P,22,1,25,5,3,2,0,0,-,-,-,-,-,1,0.23
1," Rosenthal, T",STL,P,19,0,22.2,2,1,1,0,0,-,-,-,-,-,1,0.11
1," Ross, R",TEX,P,58,0,65,16,4,12,0,3,-,-,-,-,-,1,0.28
1," Ross, T",OAK,P,18,13,73.1,24,8,16,0,1,-,-,-,-,-,1,1.33
1," Rottino, V",CLE,LF,34,15,148.1,65,61,4,0,6,0,0,-,0,0,1,1.91
1," Ruf, D",PHI,LF,9,9,72,21,21,0,0,0,-,-,-,-,-,1,2.33
1," Rusin, C",CHC,P,7,7,29.2,7,1,6,0,0,-,-,-,-,-,1,1
1," Russell, J",CHC,P,77,0,69.1,10,1,9,0,0,-,-,-,-,-,1,0.13
1," Rzepczynski, M",STL,P,70,0,46.2,12,2,10,0,1,-,-,-,-,-,1,0.17
1," Sabathia, C",NYY,P,28,28,200,28,1,27,0,0,-,-,-,-,-,1,1
1," Saito, T",ARI,P,16,0,12,1,1,0,0,0,-,-,-,-,-,1,0.06
1," Salas, F",STL,P,65,0,58.2,12,3,9,0,0,-,-,-,-,-,1,0.18
1," Sanchez, E",STL,P,17,0,15,1,1,0,0,0,-,-,-,-,-,1,0.06
1," Sands, J",BOS,LF,8,6,49,18,17,1,0,1,-,-,-,-,-,1,2.25
1," Santana, J",NYM,P,21,21,117,23,7,16,0,2,-,-,-,-,-,1,1.1
1," Santiago, H",CWS,P,42,4,70.1,12,4,8,0,2,-,-,-,-,-,1,0.29
1," Santos, S",TOR,P,6,0,5,2,0,2,0,0,-,-,-,-,-,1,0.33
1," Sappelt, D",CHC,CF,24,16,150.1,39,37,2,0,1,-,-,-,-,-,1,1.63
1," Scahill, R",COL,P,6,0,8.2,1,0,1,0,0,-,-,-,-,-,1,0.17
1," Schafer, L",MIL,LF,9,3,38.2,17,17,0,0,0,-,-,-,-,-,1,1.89
1," Scheppers, T",TEX,P,39,0,32.1,7,2,5,0,2,-,-,-,-,-,1,0.18
1," Schmidt, K",ARI,C,2,1,13,14,11,3,0,0,0,0,-,1,4,1,7
1," Schneider, B",PHI,C,29,26,228.2,218,197,21,0,2,17,8,0.68,1,6,1,7.52
1," Schwimer, M",PHI,P,35,0,34.1,5,1,4,0,0,-,-,-,-,-,1,0.14
1," Scott, L",TB,DH,84,6,41,30,28,2,0,3,-,-,-,-,-,1,0.36
1," Scribner, E",OAK,P,30,0,35.1,2,0,2,0,0,-,-,-,-,-,1,0.07
1," Sheets, B",ATL,P,9,9,49.1,11,5,6,0,0,-,-,-,-,-,1,1.22
1," Sierra, M",TOR,RF,44,35,316,70,67,3,0,0,-,-,-,-,-,1,1.59
1," Sipp, T",CLE,P,63,0,55,13,5,8,0,0,-,-,-,-,-,1,0.21
1," Skaggs, T",ARI,P,6,6,29.1,8,0,8,0,0,-,-,-,-,-,1,1.33
1," Slaten, D",PIT,P,10,0,13,1,0,1,0,0,-,-,-,-,-,1,0.1
1," Smith, W",KC,P,16,16,89.2,10,2,8,0,1,-,-,-,-,-,1,0.63
1," Snyder, B",TEX,1B,32,13,131,85,78,7,0,5,0,0,-,0,0,1,2.66
1," Socolovich, M",CHC,P,12,0,16.1,3,0,3,0,0,-,-,-,-,-,1,0.25
1," Solano, J",WSH,C,11,10,88.1,65,55,10,0,2,5,3,0.625,2,5,1,5.91
1," Spears, N",BOS,3B,4,0,10,3,1,2,0,0,-,-,-,-,-,1,0.75
1," Spence, J",SD,P,11,0,10.1,6,1,5,0,0,-,-,-,-,-,1,0.55
1," Stauffer, T",SD,P,1,1,5,1,1,0,0,0,-,-,-,-,-,1,1
1," Storen, D",WSH,P,37,0,30.1,3,1,2,0,0,-,-,-,-,-,1,0.08
1," Straily, D",OAK,P,7,7,39.1,2,1,1,0,0,-,-,-,-,-,1,0.29
1," Strasburg, S",WSH,P,28,28,159.1,28,15,13,0,0,-,-,-,-,-,1,1
1," Street, H",SD,P,40,0,39,11,4,7,0,0,-,-,-,-,-,1,0.28
1," Strop, P",BAL,P,70,0,66.1,18,6,12,0,1,-,-,-,-,-,1,0.26
1," Stults, E",SD,P,20,15,99,19,3,16,0,1,-,-,-,-,-,1,0.95
1," Suppan, J",SD,P,6,6,30.2,12,5,7,0,1,-,-,-,-,-,1,2
1," Swarzak, A",MIN,P,44,5,96.2,15,6,9,0,1,-,-,-,-,-,1,0.34
1," Takahashi, H",PIT,P,51,0,50.1,8,4,4,0,0,-,-,-,-,-,1,0.16
1," Tateyama, Y",TEX,P,14,0,17,2,2,0,0,0,-,-,-,-,-,1,0.14
1," Taylor, M",OAK,RF,6,5,47,14,14,0,0,0,-,-,-,-,-,1,2.33
1," Tazawa, J",BOS,P,37,0,44,6,2,4,0,0,-,-,-,-,-,1,0.16
1," Teaford, E",KC,P,18,5,61.1,9,1,8,0,2,-,-,-,-,-,1,0.5
1," Teagarden, T",BAL,C,21,15,152,117,110,7,0,0,6,2,0.75,1,4,1,5.57
1," Teheran, J",ATL,P,2,1,6.1,2,1,1,0,0,-,-,-,-,-,1,1
1," Tekotte, B",SD,CF,4,2,21,3,3,0,0,0,-,-,-,-,-,1,0.75
1," Thatcher, J",SD,P,55,0,31.2,3,0,3,0,0,-,-,-,-,-,1,0.05
1," Thayer, D",SD,P,64,0,57.2,4,1,3,0,0,-,-,-,-,-,1,0.06
1," Thomas, C",MIN,RF,14,7,71,20,19,1,0,0,-,-,-,-,-,1,1.43
1," Thompson, R",TB,LF,15,4,57,8,8,0,0,0,-,-,-,-,-,1,0.53
1," Thornburg, T",MIL,P,8,3,22,6,1,5,0,1,-,-,-,-,-,1,0.75
1," Thornton, M",CWS,P,74,0,65,16,2,14,0,2,-,-,-,-,-,1,0.22
1," Tolleson, S",LAD,P,40,0,37.2,4,1,3,0,0,-,-,-,-,-,1,0.1
1," Tomlin, J",CLE,P,21,16,103.1,22,14,8,0,1,-,-,-,-,-,1,1.05
1," Turner, J",MIA,P,10,10,55,12,2,10,0,0,-,-,-,-,-,1,1.2
1," Valdes, R",PHI,P,27,1,31,2,1,1,0,0,-,-,-,-,-,1,0.07
1," Valdez, J",HOU,P,12,0,12,1,0,1,0,0,-,-,-,-,-,1,0.08
1," Van Slyke, S",LAD,LF,28,13,125.2,50,45,5,0,3,-,-,-,-,-,1,1.79
1," Varvaro, A",ATL,P,12,0,16.2,1,0,1,0,0,-,-,-,-,-,1,0.08
1," Vasquez, E",MIN,P,6,6,31.2,6,0,6,0,0,-,-,-,-,-,1,1
1," Veras, J",MIL,P,72,0,67,8,2,6,0,0,-,-,-,-,-,1,0.11
1," Villanueva, C",TOR,P,38,16,125.1,18,7,11,0,0,-,-,-,-,-,1,0.47
1," Vincent, N",SD,P,27,0,26.1,4,1,3,0,0,-,-,-,-,-,1,0.15
1," Vogelsong, R",SF,P,31,31,189.2,26,6,20,0,3,-,-,-,-,-,1,0.84
1," Vogt, S",TB,C,13,1,20,22,20,2,0,0,0,1,0,0,1,1,1.69
1," Volquez, E",SD,P,32,32,182.2,27,9,18,0,1,-,-,-,-,-,1,0.84
1," Walden, J",LAA,P,45,0,39,4,1,3,0,0,-,-,-,-,-,1,0.09
1," Waldrop, K",MIN,P,17,0,21.1,10,3,7,0,2,-,-,-,-,-,1,0.59
1," Wall, J",LAD,P,7,0,5.2,1,0,1,0,0,-,-,-,-,-,1,0.14
1," Wang, C",WSH,P,10,5,32.1,10,2,8,0,2,-,-,-,-,-,1,1
1," Weaver, J",LAA,P,30,30,188.2,26,12,14,0,4,-,-,-,-,-,1,0.87
1," Weber, T",SD,P,2,0,4,1,0,1,0,0,-,-,-,-,-,1,0.5
1," Wells, C",SEA,LF,89,74,694,159,151,8,0,2,-,-,-,-,-,1,1.79
1," Wells, R",CHC,P,12,4,28.2,9,2,7,0,0,-,-,-,-,-,1,0.75
1," Wheeler, D",CLE,P,12,0,12.1,1,1,0,0,0,-,-,-,-,-,1,0.08
1," Whiteside, E",SF,C,11,3,37,37,32,5,0,0,2,3,0.4,0,4,1,3.36
1," Wieland, J",SD,P,5,5,27.2,4,2,2,0,0,-,-,-,-,-,1,0.8
1," Wilk, A",DET,P,3,3,11,2,0,2,0,0,-,-,-,-,-,1,0.67
1," Williams, J",LAA,P,32,15,137.2,29,12,17,0,2,-,-,-,-,-,1,0.91
1," Wilson, J",PIT,P,8,0,4.2,1,0,1,0,0,-,-,-,-,-,1,0.13
1," Wolf, R",BAL,P,30,26,157.2,44,6,38,0,4,-,-,-,-,-,1,1.47
1," Wood, K",CHC,P,10,0,8.2,2,1,1,0,0,-,-,-,-,-,1,0.2
1," Young Jr., E",COL,RF,35,28,244.2,64,64,0,0,0,-,-,-,-,-,1,1.83
1," Young, M",STL,LF,6,1,19.1,9,8,1,0,1,-,-,-,-,-,1,1.5
1," Zagurski, M",ARI,P,45,0,37.1,6,0,6,0,0,-,-,-,-,-,1,0.13
468," Teixeira, M",NYY,1B,123,117,1032,1055,985,69,1,91,-,-,-,-,-,0.999,8.57
469," Konerko, P",CWS,1B,143,105,886,879,818,60,1,96,-,-,-,-,-,0.999,6.14
470," McCann, B",ATL,C,117,113,994.2,898,845,51,2,4,76,24,0.76,6,34,0.998,7.66
471," Mesoraco, D",CIN,C,53,48,420.2,393,368,24,1,1,39,10,0.796,3,13,0.997,7.4
472," McCutchen, A",PIT,CF,156,156,1364,371,367,3,1,1,-,-,-,-,-,0.997,2.37
473," Kratz, E",PHI,C,41,38,343.1,366,339,26,1,3,18,15,0.545,3,8,0.997,8.9
474," Molina, Y",STL,C,139,133,1170.1,1066,973,90,3,12,38,35,0.521,6,36,0.997,7.65
475," Jackson, A",DET,CF,137,135,1184,345,339,5,1,1,-,-,-,-,-,0.997,2.51
476," Brantley, M",CLE,LF,147,140,1237,342,336,5,1,3,-,-,-,-,-,0.997,2.32
477," Helton, T",COL,1B,67,64,558.2,625,566,57,2,53,-,-,-,-,-,0.997,9.3
478," Suzuki, I",NYY,RF,177,148,1346.1,305,299,5,1,0,-,-,-,-,-,0.997,1.72
479," Smoak, J",SEA,1B,132,129,1155.2,1168,1094,70,4,119,-,-,-,-,-,0.997,8.82
480," Gonzalez, A",LAD,1B,170,157,1373,1425,1282,138,5,135,-,-,-,-,-,0.996,8.35
481," Galvis, F",PHI,2B,60,49,452.1,266,96,169,1,34,-,-,-,-,-,0.996,4.42
481," Iannetta, C",LAA,C,78,71,623,532,495,35,2,3,46,16,0.742,8,17,0.996,6.79
481," Soriano, A",CHC,LF,151,143,1183,266,253,12,1,6,-,-,-,-,-,0.996,1.75
484," Butera, D",MIN,C,42,32,299.2,258,242,15,1,2,23,7,0.767,4,15,0.996,6.12
485," Sanchez, G",PIT,1B,95,77,697.1,769,695,71,3,58,-,-,-,-,-,0.996,8.06
486," Moreland, M",TEX,1B,104,82,743.1,754,694,57,3,68,-,-,-,-,-,0.996,7.22
487," Barney, D",CHC,2B,158,147,1281.1,744,315,426,3,98,-,-,-,-,-,0.996,4.69
488," Cooper, D",TOR,1B,38,26,225.2,243,217,25,1,22,-,-,-,-,-,0.996,6.37
489," Mathis, J",TOR,C,69,59,534.2,473,433,38,2,5,29,20,0.592,6,18,0.996,6.83
490," McDonald, J",ARI,SS,63,51,469,231,75,155,1,33,-,-,-,-,-,0.996,3.65
491," Torrealba, Y",MIL,C,61,53,473,457,434,21,2,2,35,10,0.778,4,20,0.996,7.46
492," Marson, L",CLE,C,70,64,555.2,453,433,18,2,3,67,11,0.859,2,21,0.996,6.44
493," Lee, C",MIA,1B,146,145,1250.2,1329,1219,104,6,114,-,-,-,-,-,0.995,9.06
494," Kemp, M",LAD,CF,105,105,911,216,208,7,1,1,-,-,-,-,-,0.995,2.05
495," Dunn, A",CWS,1B,150,56,484.2,431,395,34,2,31,-,-,-,-,-,0.995,2.86
496," Morales, K",LAA,1B,120,28,241,213,199,13,1,18,-,-,-,-,-,0.995,1.77
497," McGehee, C",NYY,1B,109,78,716,638,569,66,3,53,-,-,-,-,-,0.995,5.83
498," Craig, A",STL,1B,123,112,986.1,847,802,41,4,64,-,-,-,-,-,0.995,6.85
499," Hanigan, R",CIN,C,110,98,877,833,781,48,4,6,34,32,0.515,3,17,0.995,7.54
500," Ross, C",BOS,LF,139,112,972,208,198,9,1,2,-,-,-,-,-,0.995,1.49
501," Overbay, L",ATL,1B,23,23,196.1,205,190,14,1,26,-,-,-,-,-,0.995,8.87
502," Ramos, W",WSH,C,24,24,216.2,204,189,14,1,1,19,4,0.826,2,8,0.995,8.46
503," Kotchman, C",CLE,1B,137,120,1087,1213,1099,108,6,114,-,-,-,-,-,0.995,8.81
504," Murphy, D",TEX,LF,147,118,1025,202,197,4,1,2,-,-,-,-,-,0.995,1.37
505," Kubel, J",ARI,LF,132,124,1076,200,185,14,1,3,-,-,-,-,-,0.995,1.51
506," Ross, D",ATL,C,54,47,421.2,395,366,27,2,4,19,15,0.559,4,20,0.995,7.28
507," LaRoche, A",WSH,1B,153,149,1323.1,1367,1260,100,7,113,-,-,-,-,-,0.995,8.89
508," Bourn, M",ATL,CF,153,151,1340.1,388,383,3,2,0,-,-,-,-,-,0.995,2.52
509," Ludwick, R",CIN,LF,110,107,929.1,192,191,0,1,0,-,-,-,-,-,0.995,1.74
510," Goldschmidt, P",ARI,1B,139,136,1205.1,1306,1234,65,7,106,-,-,-,-,-,0.995,9.35
511," Pearce, S",BAL,1B,63,44,394,184,179,4,1,14,-,-,-,-,-,0.995,2.9
512," Rizzo, A",CHC,1B,85,85,730.2,735,685,46,4,76,-,-,-,-,-,0.995,8.6
513," Pena, C",TB,1B,154,134,1237,1284,1182,95,7,119,-,-,-,-,-,0.995,8.29
514," Ellis, A",LAD,C,131,128,1151,1100,1007,87,6,12,74,36,0.673,11,37,0.995,8.35
515," Flowers, T",CWS,C,51,41,371.2,366,334,30,2,7,28,14,0.667,1,12,0.995,7.14
516," McKenry, M",PIT,C,81,64,607.1,539,495,41,3,1,61,13,0.824,2,20,0.994,6.62
517," Hernandez, R",COL,C,48,45,402,356,337,17,2,4,36,12,0.75,1,23,0.994,7.38
518," Parmelee, C",MIN,RF,58,48,413.2,354,326,26,2,43,-,-,-,-,-,0.994,6.07
519," Victorino, S",LAD,LF,158,151,1351.1,353,342,9,2,4,-,-,-,-,-,0.994,2.22
520," Suzuki, K",WSH,C,117,113,1014,881,815,61,5,7,65,28,0.699,6,34,0.994,7.49
521," Flores, J",WSH,C,80,75,687.2,704,648,52,4,5,51,9,0.85,6,28,0.994,8.75
522," Molina, J",TB,C,102,80,709.2,702,657,41,4,8,39,19,0.672,6,30,0.994,6.84
523," Werth, J",WSH,RF,87,79,692,171,166,4,1,1,-,-,-,-,-,0.994,1.95
524," Arencibia, J",TOR,C,97,91,800,683,622,57,4,1,53,22,0.707,9,31,0.994,7
525," Gordon, A",KC,LF,160,159,1424.1,338,319,17,2,3,-,-,-,-,-,0.994,2.1
526," Gomes, Y",TOR,3B,43,24,231.1,168,148,19,1,9,0,0,-,0,4,0.994,3.88
527," Bourjos, P",LAA,CF,94,48,501.2,167,164,2,1,1,-,-,-,-,-,0.994,1.77
528," Loney, J",BOS,1B,133,107,982.1,995,915,74,6,85,-,-,-,-,-,0.994,7.44
529," Martin, R",NYY,C,132,116,1045,991,924,61,6,3,63,20,0.759,9,42,0.994,7.46
530," Ellis, M",LAD,2B,110,100,910.1,488,211,274,3,59,-,-,-,-,-,0.994,4.41
530," Pierzynski, A",CWS,C,131,121,1071.1,976,899,71,6,8,76,27,0.738,8,54,0.994,7.4
532," Votto, J",CIN,1B,109,109,969,972,850,116,6,69,-,-,-,-,-,0.994,8.86
533," LeMahieu, D",COL,2B,79,65,560,322,108,212,2,33,-,-,-,-,-,0.994,4.05
534," Encarnacion, E",TOR,1B,154,69,608.1,643,607,32,4,61,-,-,-,-,-,0.994,4.15
535," Pujols, A",LAA,1B,157,120,1037.1,1121,1014,100,7,97,-,-,-,-,-,0.994,7.1
536," Avila, A",DET,C,113,107,937.2,960,897,57,6,7,79,34,0.699,10,31,0.994,8.44
537," Morneau, J",MIN,1B,133,99,879.2,957,879,72,6,105,-,-,-,-,-,0.994,7.15
538," Morse, M",WSH,LF,113,92,779.1,159,154,4,1,0,-,-,-,-,-,0.994,1.4
539," Pierre, J",PHI,LF,107,98,799.2,158,156,1,1,0,-,-,-,-,-,0.994,1.47
540," Gwynn Jr., T",LAD,CF,94,57,578,156,149,6,1,0,-,-,-,-,-,0.994,1.65
541," Ruiz, C",PHI,C,106,95,856.1,935,856,73,6,8,64,33,0.66,5,16,0.994,8.76
542," Davis, I",NYM,1B,148,137,1222.1,1235,1156,71,8,106,-,-,-,-,-,0.994,8.29
543," Hairston, S",NYM,RF,121,86,772.2,154,152,1,1,0,-,-,-,-,-,0.994,1.26
544," Choo, S",CLE,RF,154,151,1331.2,302,293,7,2,1,-,-,-,-,-,0.993,1.95
544," Nickeas, M",NYM,C,45,35,305,302,280,20,2,3,18,6,0.75,8,11,0.993,6.67
546," Mauer, J",MIN,C,146,102,888.2,737,690,42,5,27,56,9,0.862,1,22,0.993,5.01
547," Hart, C",MIL,1B,156,146,1257.1,883,813,64,6,67,-,-,-,-,-,0.993,5.62
548," Denorfia, C",SD,RF,141,77,735,145,140,4,1,0,-,-,-,-,-,0.993,1.02
549," Perez, S",KC,C,75,74,653.2,579,522,53,4,4,25,18,0.581,3,29,0.993,7.67
550," Montero, J",SEA,C,133,55,487.2,434,409,22,3,3,54,11,0.831,7,19,0.993,3.24
551," Ishikawa, T",MIL,1B,46,27,280.2,288,269,17,2,21,-,-,-,-,-,0.993,6.22
552," Cruz, T",STL,C,49,28,296,282,256,24,2,5,18,8,0.692,3,10,0.993,5.71
552," Navarro, D",CIN,C,21,16,155.1,141,131,9,1,0,5,1,0.833,1,4,0.993,6.67
554," Wells, V",LAA,LF,78,65,589,138,137,0,1,0,-,-,-,-,-,0.993,1.76
555," DeJesus, D",CHC,CF,153,125,1125.1,272,262,8,2,1,-,-,-,-,-,0.993,1.76
556," Snyder, C",HOU,C,73,67,592,541,498,39,4,5,60,17,0.779,3,29,0.993,7.36
557," Mayberry, J",PHI,LF,159,107,1014,405,385,17,3,15,-,-,-,-,-,0.993,2.53
558," Torres, A",NYM,CF,125,101,904.2,269,261,6,2,1,-,-,-,-,-,0.993,2.14
559," Ibanez, R",NYY,LF,116,76,651,134,131,2,1,0,-,-,-,-,-,0.993,1.15
560," Wise, D",CWS,OF,104,53,535.2,130,125,4,1,0,-,-,-,-,-,0.992,1.24
561," Hardy, J",BAL,SS,158,158,1439,779,244,529,6,113,-,-,-,-,-,0.992,4.89
562," Hosmer, E",KC,1B,151,144,1293,1298,1184,104,10,132,-,-,-,-,-,0.992,8.53
563," Phillips, B",CIN,2B,146,144,1251,637,241,391,5,73,-,-,-,-,-,0.992,4.33
