RK,Player,Team,Pos,G,GS,INN,TC,PO,A,E,DP,SB,CS,SBPCT,PB,C_WP,FPCT¡¿,RF
1," Byrd, M",CLE,RF,36,30,254.2,45,42,3,0,1,-,-,-,-,-,1,1.25
1," Cabrera, M",ATL,P,41,0,38.1,10,4,6,0,0,-,-,-,-,-,1,0.24
1," Caminero, A",SEA,P,57,0,60.2,7,1,6,0,0,-,-,-,-,-,1,0.12
1," Campos, L",SD,P,18,0,22,5,1,4,0,0,-,-,-,-,-,1,0.28
1," Campos, V",ARI,P,1,0,5.2,1,1,0,0,0,-,-,-,-,-,1,1
1," Carasiti, M",COL,P,19,0,15.2,4,2,2,0,1,-,-,-,-,-,1,0.21
1," Carrasco, C",CLE,P,25,25,146.1,28,6,22,0,0,-,-,-,-,-,1,1.12
1," Cashner, A",MIA,P,28,27,132,25,6,19,0,0,-,-,-,-,-,1,0.89
1," Casilla, S",SF,P,62,0,58,8,3,5,0,0,-,-,-,-,-,1,0.13
1," Castillo, R",BOS,LF,8,2,20,6,6,0,0,0,-,-,-,-,-,1,0.75
1," Castro, D",ATL,SS,45,29,282,129,43,86,0,18,-,-,-,-,-,1,2.87
1," Cecchini, G",NYM,SS,2,0,6,1,0,1,0,0,-,-,-,-,-,1,0.5
1," Cecil, B",TOR,P,54,0,36.2,2,0,2,0,0,-,-,-,-,-,1,0.04
1," Cervenka, H",MIA,P,68,0,43.1,8,1,7,0,0,-,-,-,-,-,1,0.12
1," Chacin, J",LAA,P,34,22,144,42,21,21,0,1,-,-,-,-,-,1,1.24
1," Chafin, A",ARI,P,32,0,22.2,4,1,3,0,0,-,-,-,-,-,1,0.13
1," Chamberlain, J",CLE,P,20,0,20,5,0,5,0,0,-,-,-,-,-,1,0.25
1," Chapman, A",CHC,P,59,0,58,10,5,5,0,0,-,-,-,-,-,1,0.17
1," Chapman, K",HOU,P,9,0,8,4,3,1,0,0,-,-,-,-,-,1,0.44
1," Chargois, J",MIN,P,25,0,23,1,0,1,0,0,-,-,-,-,-,1,0.04
1," Chavez, J",LAD,P,62,0,67,5,1,4,0,0,-,-,-,-,-,1,0.08
1," Chen, W",MIA,P,22,22,123.1,19,4,15,0,1,-,-,-,-,-,1,0.86
1," Claudio, A",TEX,P,39,0,51.2,13,1,12,0,1,-,-,-,-,-,1,0.33
1," Clevinger, M",CLE,P,17,10,53,7,4,3,0,0,-,-,-,-,-,1,0.41
1," Coats, J",CWS,RF,22,11,102,17,17,0,0,0,-,-,-,-,-,1,0.77
1," Coke, P",PIT,P,6,0,10,2,0,2,0,0,-,-,-,-,-,1,0.33
1," Colabello, C",TOR,1B,9,8,63,77,74,3,0,6,-,-,-,-,-,1,8.56
1," Coleman, L",LAD,P,61,0,48,11,4,7,0,0,-,-,-,-,-,1,0.18
1," Collmenter, J",ATL,P,18,3,41.1,6,3,3,0,0,-,-,-,-,-,1,0.33
1," Colome, A",TB,P,57,0,56.2,8,3,5,0,0,-,-,-,-,-,1,0.14
1," Colon, J",CLE,P,11,0,10,2,0,2,0,0,-,-,-,-,-,1,0.18
1," Concepcion, G",CHC,P,3,0,2.1,1,0,1,0,0,-,-,-,-,-,1,0.33
1," Cosart, J",SD,P,13,13,57,19,3,16,0,2,-,-,-,-,-,1,1.46
1," Cotton, J",OAK,P,5,5,29.1,2,1,1,0,1,-,-,-,-,-,1,0.4
1," Coulombe, D",OAK,P,35,0,47.2,8,1,7,0,0,-,-,-,-,-,1,0.23
1," Cowgill, C",CLE,RF,8,4,43,10,10,0,0,0,-,-,-,-,-,1,1.25
1," Cravy, T",MIL,P,20,2,28.1,5,3,2,0,0,-,-,-,-,-,1,0.25
1," Crawford, C",LAD,LF,24,18,151,28,28,0,0,0,-,-,-,-,-,1,1.17
1," Crockett, K",CLE,P,29,0,16,4,1,3,0,0,-,-,-,-,-,1,0.14
1," Cruz, T",KC,C,4,0,9,9,9,0,0,0,0,0,-,1,0,1,2.25
1," Cuevas, W",BOS,P,3,0,5,1,0,1,0,0,-,-,-,-,-,1,0.33
1," Curtis, Z",ARI,P,21,0,13.1,5,1,4,0,0,-,-,-,-,-,1,0.24
1," Danks, J",CWS,P,4,4,22.1,4,1,3,0,1,-,-,-,-,-,1,1
1," Darvish, Y",TEX,P,17,17,100.1,12,3,9,0,2,-,-,-,-,-,1,0.71
1," Davis, I",NYY,1B,8,4,39,42,39,3,0,2,-,-,-,-,-,1,5.25
1," Davis, W",KC,P,45,0,43.1,5,1,4,0,0,-,-,-,-,-,1,0.11
1," Dayton, G",LAD,P,25,0,26.1,2,1,1,0,0,-,-,-,-,-,1,0.08
1," De La Rosa, R",ARI,P,13,10,50.2,8,5,3,0,0,-,-,-,-,-,1,0.62
1," De Los Santos, A",LAA,P,5,0,5.2,1,0,1,0,0,-,-,-,-,-,1,0.2
1," Dean, P",MIN,P,19,9,67.1,9,1,8,0,0,-,-,-,-,-,1,0.47
1," Decker, J",TB,CF,18,12,120,31,28,3,0,1,-,-,-,-,-,1,1.72
1," Delabar, S",CIN,P,7,0,8,1,1,0,0,0,-,-,-,-,-,1,0.14
1," Delgado, R",ARI,P,79,0,75,11,3,8,0,2,-,-,-,-,-,1,0.14
1," Den Dekker, M",WSH,CF,13,6,73.1,24,24,0,0,0,-,-,-,-,-,1,1.85
1," DeSclafani, A",CIN,P,20,20,123.1,20,3,17,0,1,-,-,-,-,-,1,1
1," Despaigne, O",MIA,P,19,0,30.1,2,0,2,0,1,-,-,-,-,-,1,0.11
1," Detwiler, R",OAK,P,16,7,48.2,5,2,3,0,0,-,-,-,-,-,1,0.31
1," Devenski, C",HOU,P,48,5,108.1,15,5,10,0,2,-,-,-,-,-,1,0.31
1," Diaz, E",SEA,P,49,0,51.2,3,2,1,0,0,-,-,-,-,-,1,0.06
1," Diaz, E",PIT,C,1,1,9,11,7,4,0,0,0,1,0,0,0,1,11
1," Diekman, J",TEX,P,66,0,53,8,3,5,0,0,-,-,-,-,-,1,0.12
1," Dominguez, J",SD,P,34,0,35.2,8,2,6,0,2,-,-,-,-,-,1,0.24
1," Dominguez, M",TOR,3B,4,3,29,20,16,4,0,1,-,-,-,-,-,1,5
1," Doolittle, S",OAK,P,44,0,39,6,0,6,0,0,-,-,-,-,-,1,0.14
1," Dozier, H",KC,3B,7,5,44,13,13,0,0,0,-,-,-,-,-,1,1.86
1," Drabek, K",SF,SS,1,0,2,1,1,0,0,0,-,-,-,-,-,1,1
1," Drake, O",BAL,P,14,0,18,5,2,3,0,0,-,-,-,-,-,1,0.36
1," Duensing, B",BAL,P,14,0,13.1,3,1,2,0,0,-,-,-,-,-,1,0.21
1," Duffy, M",TEX,3B,1,0,2,1,0,1,0,0,-,-,-,-,-,1,1
1," Dunn, M",MIA,P,51,0,42.1,10,3,7,0,1,-,-,-,-,-,1,0.2
1," Dyson, S",TEX,P,73,0,70.1,15,3,12,0,1,-,-,-,-,-,1,0.21
1," Edgin, J",NYM,P,16,0,10.1,2,1,1,0,0,-,-,-,-,-,1,0.13
1," Edwards, C",CHC,P,36,0,36,6,2,4,0,1,-,-,-,-,-,1,0.17
1," Ege, C",LAA,P,18,0,11.2,1,1,0,0,0,-,-,-,-,-,1,0.06
1," Elias, R",BOS,P,3,1,7.2,2,0,2,0,0,-,-,-,-,-,1,0.67
1," Ellington, B",MIA,P,32,0,33,2,0,2,0,0,-,-,-,-,-,1,0.06
1," Erlin, R",SD,P,3,2,15.2,1,0,1,0,0,-,-,-,-,-,1,0.33
1," Esch, J",MIA,P,3,3,13,1,0,1,0,0,-,-,-,-,-,1,0.33
1," Escobar, E",ARI,P,25,2,23.2,6,3,3,0,0,-,-,-,-,-,1,0.24
1," Estrada, M",TOR,P,29,29,176,22,8,14,0,1,-,-,-,-,-,1,0.76
1," Ethier, A",LAD,RF,5,2,23.2,5,5,0,0,0,-,-,-,-,-,1,1
1," Eveland, D",TB,P,33,0,23,3,0,3,0,0,-,-,-,-,-,1,0.09
1," Familia, J",NYM,P,78,0,77.2,17,2,15,0,1,-,-,-,-,-,1,0.22
1," Farmer, B",DET,P,14,1,29.1,10,6,4,0,0,-,-,-,-,-,1,0.71
1," Faulkner, A",TEX,P,9,0,6.2,1,0,1,0,0,-,-,-,-,-,1,0.11
1," Featherston, T",PHI,2B,4,3,25.2,15,9,6,0,3,-,-,-,-,-,1,3.75
1," Feliz, M",HOU,P,47,0,65,5,1,4,0,0,-,-,-,-,-,1,0.11
1," Feliz, N",PIT,P,62,0,53.2,6,1,5,0,1,-,-,-,-,-,1,0.1
1," Fields, J",LAD,P,37,0,35,6,5,1,0,2,-,-,-,-,-,1,0.16
1," Fien, C",LAD,P,39,0,39.1,8,4,4,0,0,-,-,-,-,-,1,0.21
1," Figueroa, C",MIA,2B,9,2,36,12,2,10,0,2,-,-,-,-,-,1,1.33
1," Flores, K",MIA,P,1,1,3,1,1,0,0,0,-,-,-,-,-,1,1
1," Florimon, P",PIT,3B,14,3,53.1,23,9,14,0,4,-,-,-,-,-,1,1.64
1," Floro, D",TB,P,12,0,15,5,2,3,0,1,-,-,-,-,-,1,0.42
1," Floyd, G",TOR,P,28,0,31,2,0,2,0,0,-,-,-,-,-,1,0.07
1," Foltynewicz, M",ATL,P,22,22,123.1,22,4,18,0,0,-,-,-,-,-,1,1
1," Freeman, M",SEA,2B,10,4,45,20,11,9,0,3,-,-,-,-,-,1,2
1," Fulmer, C",CWS,P,8,0,11.2,4,1,3,0,0,-,-,-,-,-,1,0.5
1," Gallardo, Y",BAL,P,23,23,118,18,4,14,0,0,-,-,-,-,-,1,0.78
1," Gamboa, E",TB,P,7,0,13.1,6,0,6,0,0,-,-,-,-,-,1,0.86
1," Gamel, B",SEA,RF,32,8,132,29,29,0,0,0,-,-,-,-,-,1,0.91
1," Gant, J",ATL,P,20,7,50,6,3,3,0,1,-,-,-,-,-,1,0.3
1," Garcia, L",CWS,CF,16,14,118.2,30,30,0,0,0,-,-,-,-,-,1,1.88
1," Garcia, L",PHI,P,17,0,15.1,2,0,2,0,0,-,-,-,-,-,1,0.12
1," Garcia, Y",LAD,P,9,0,8.1,2,0,2,0,0,-,-,-,-,-,1,0.22
1," Garner, P",CLE,P,8,0,9.1,2,0,2,0,0,-,-,-,-,-,1,0.25
1," Gearrin, C",SF,P,57,0,48.1,7,2,5,0,1,-,-,-,-,-,1,0.12
1," Geltz, S",TB,P,27,0,26.2,2,1,1,0,0,-,-,-,-,-,1,0.07
1," Germen, G",COL,P,40,0,40.2,8,5,3,0,0,-,-,-,-,-,1,0.2
1," Gibson, K",MIN,P,25,25,147.1,39,12,27,0,1,-,-,-,-,-,1,1.56
1," Giles, K",HOU,P,69,0,65.2,9,4,5,0,0,-,-,-,-,-,1,0.13
1," Gilmartin, S",NYM,P,14,1,17.2,5,0,5,0,0,-,-,-,-,-,1,0.36
1," Giolito, L",WSH,P,6,4,21.1,4,1,3,0,0,-,-,-,-,-,1,0.67
1," Givens, M",BAL,P,66,0,74.2,14,1,13,0,1,-,-,-,-,-,1,0.21
1," Goforth, D",MIL,P,10,0,10.2,2,0,2,0,0,-,-,-,-,-,1,0.2
1," Gonzalez, C",TEX,P,3,3,10.1,1,0,1,0,0,-,-,-,-,-,1,0.33
1," Gonzalez, E",CLE,SS,17,2,41.1,15,7,8,0,2,-,-,-,-,-,1,0.88
1," Gonzalez, M",CWS,P,24,23,135,25,12,13,0,1,-,-,-,-,-,1,1.04
1," Gonzalez, S",PHI,P,27,0,35.1,4,1,3,0,1,-,-,-,-,-,1,0.15
1," Goodwin, B",WSH,RF,14,10,79,14,14,0,0,0,-,-,-,-,-,1,1
1," Goody, N",NYY,P,27,0,29,4,1,3,0,0,-,-,-,-,-,1,0.15
1," Gore, T",KC,OF,6,0,5,3,3,0,0,0,-,-,-,-,-,1,0.5
1," Gose, A",DET,CF,30,27,238,60,59,1,0,0,-,-,-,-,-,1,2
1," Gosselin, P",ARI,2B,55,32,295.1,153,89,64,0,15,-,-,-,-,-,1,2.78
1," Granderson, C",NYM,CF,154,138,1209.2,281,273,8,0,1,-,-,-,-,-,1,1.82
1," Graterol, J",LAA,C,9,4,42,34,31,3,0,0,4,1,0.8,0,0,1,3.78
1," Graveman, K",OAK,P,31,31,186,42,15,27,0,2,-,-,-,-,-,1,1.35
1," Green, C",NYY,P,12,8,45.2,9,4,5,0,2,-,-,-,-,-,1,0.75
1," Greene, S",DET,P,50,3,60.1,7,1,6,0,0,-,-,-,-,-,1,0.14
1," Gregerson, L",HOU,P,59,0,57.2,20,6,14,0,1,-,-,-,-,-,1,0.34
1," Griffin, A",TEX,P,23,23,119,10,1,9,0,1,-,-,-,-,-,1,0.43
1," Grimm, J",CHC,P,68,0,52.2,8,3,5,0,0,-,-,-,-,-,1,0.12
1," Gsellman, R",NYM,P,8,7,44.2,11,2,9,0,1,-,-,-,-,-,1,1.38
1," Guerra, D",LAA,P,44,0,53.1,5,3,2,0,0,-,-,-,-,-,1,0.11
1," Guerra, J",LAA,P,7,0,6.1,1,0,1,0,0,-,-,-,-,-,1,0.14
1," Gustave, J",HOU,P,14,0,15.1,2,1,1,0,0,-,-,-,-,-,1,0.14
1," Gutierrez, F",SEA,RF,80,55,475.2,106,105,1,0,0,-,-,-,-,-,1,1.33
1," Hahn, J",OAK,P,9,9,46.1,9,3,6,0,1,-,-,-,-,-,1,1
1," Hanigan, R",BOS,C,34,30,264,284,258,26,0,3,18,7,0.72,18,15,1,8.35
1," Happ, J",TOR,P,32,32,195,32,6,26,0,0,-,-,-,-,-,1,1
1," Hardy, B",DET,P,21,0,25.2,6,2,4,0,1,-,-,-,-,-,1,0.29
1," Harris, W",HOU,P,66,0,64,16,9,7,0,1,-,-,-,-,-,1,0.24
1," Hart, D",BAL,P,22,0,18.1,6,1,5,0,1,-,-,-,-,-,1,0.27
1," Hathaway, S",ARI,P,24,0,14.2,3,1,2,0,0,-,-,-,-,-,1,0.13
1," Hayes, D",CIN,P,6,0,9.2,1,0,1,0,0,-,-,-,-,-,1,0.17
1," Heisey, C",WSH,LF,44,21,245,59,59,0,0,0,-,-,-,-,-,1,1.34
1," Hellickson, J",PHI,P,32,32,189,36,8,28,0,3,-,-,-,-,-,1,1.13
1," Hendricks, K",CHC,P,31,30,190,46,16,30,0,2,-,-,-,-,-,1,1.48
1," Hendriks, L",OAK,P,53,0,64.2,8,3,5,0,0,-,-,-,-,-,1,0.15
1," Hernandez, D",PHI,P,70,0,72.2,8,2,6,0,0,-,-,-,-,-,1,0.11
1," Hernandez, G",SF,CF,22,13,126.1,30,28,2,0,0,-,-,-,-,-,1,1.36
1," Hernandez, O",ARI,C,4,3,29,25,25,0,0,0,0,0,-,1,1,1,6.25
1," Hernandez, R",ATL,P,2,2,9,3,2,1,0,0,-,-,-,-,-,1,1.5
1," Herrera, K",KC,P,72,0,72,9,2,7,0,1,-,-,-,-,-,1,0.13
1," Hessler, K",SD,P,17,0,21.2,4,0,4,0,1,-,-,-,-,-,1,0.24
1," Hicks, J",DET,1B,1,0,3,4,3,1,0,0,-,-,-,-,-,1,4
1," Hinojosa, D",PHI,P,10,0,11,4,1,3,0,0,-,-,-,-,-,1,0.4
1," Hochevar, L",KC,P,40,0,37.1,3,0,3,0,1,-,-,-,-,-,1,0.08
1," Holliday, M",STL,LF,103,91,705.2,188,176,12,0,5,-,-,-,-,-,1,1.83
1," Hood, D",MIA,LF,7,5,43,11,11,0,0,0,-,-,-,-,-,1,1.57
1," Hoover, J",CIN,P,18,0,18.2,1,0,1,0,0,-,-,-,-,-,1,0.06
1," House, T",CLE,P,4,0,2.2,1,0,1,0,0,-,-,-,-,-,1,0.25
1," Howell, J",LAD,P,64,0,50.2,9,1,8,0,0,-,-,-,-,-,1,0.14
1," Hughes, J",PIT,P,67,0,59.1,13,5,8,0,2,-,-,-,-,-,1,0.19
1," Hughes, P",MIN,P,12,11,59,9,3,6,0,0,-,-,-,-,-,1,0.75
1," Hunter, C",PHI,LF,12,9,81.1,18,17,1,0,0,-,-,-,-,-,1,1.5
1," Hunter, T",BAL,P,33,0,34,1,0,1,0,0,-,-,-,-,-,1,0.03
1," Hursh, J",ATL,P,2,0,1.1,1,1,0,0,0,-,-,-,-,-,1,0.5
1," Hutchison, D",PIT,P,9,3,24,1,0,1,0,0,-,-,-,-,-,1,0.11
1," Iribarren, H",CIN,CF,15,7,74.2,22,20,2,0,3,-,-,-,-,-,1,1.47
1," Iwakuma, H",SEA,P,33,33,199,30,11,19,0,1,-,-,-,-,-,1,0.91
1," Jackson, L",TEX,P,8,0,11.2,1,0,1,0,0,-,-,-,-,-,1,0.13
1," Janish, P",BAL,SS,15,10,90,31,13,18,0,2,-,-,-,-,-,1,2.07
1," Jeffress, J",TEX,P,59,0,58,12,4,8,0,1,-,-,-,-,-,1,0.2
1," Jenkins, T",ATL,P,14,8,52,11,1,10,0,0,-,-,-,-,-,1,0.79
1," Jensen, K",ARI,1B,10,4,45,19,19,0,0,1,-,-,-,-,-,1,1.9
1," Jepsen, K",TB,P,58,0,49.2,4,0,4,0,1,-,-,-,-,-,1,0.07
1," Johnson, E",SD,P,6,6,31.1,5,3,2,0,1,-,-,-,-,-,1,0.83
1," Johnson, J",ATL,P,65,0,64.2,11,1,10,0,2,-,-,-,-,-,1,0.17
1," Johnson, M",LAD,2B,4,0,5,2,2,0,0,0,-,-,-,-,-,1,0.5
1," Johnson, S",SEA,P,16,0,16.2,2,1,1,0,0,-,-,-,-,-,1,0.13
1," Jones, J",DET,CF,13,7,62,15,9,6,0,0,-,-,-,-,-,1,1.15
1," Joyce, M",PIT,RF,73,44,402.2,82,81,1,0,0,-,-,-,-,-,1,1.12
1," Jungmann, T",MIL,P,8,6,26.2,7,3,4,0,0,-,-,-,-,-,1,0.88
1," Kahnle, T",CWS,P,29,0,27.1,10,6,4,0,0,-,-,-,-,-,1,0.34
1," Kalish, R",CHC,LF,3,1,13,3,3,0,0,0,-,-,-,-,-,1,1
1," Kazmir, S",LAD,P,26,26,136.1,22,6,16,0,0,-,-,-,-,-,1,0.85
1," Kela, K",TEX,P,35,0,34,5,2,3,0,0,-,-,-,-,-,1,0.14
1," Kelley, S",WSH,P,67,0,58,4,2,2,0,0,-,-,-,-,-,1,0.06
1," Kelly, C",STL,C,10,2,36,32,30,2,0,0,0,0,-,0,0,1,3.2
1," Kelly, C",ATL,P,10,1,21.2,8,4,4,0,1,-,-,-,-,-,1,0.8
1," Kelly, D",MIA,1B,12,6,67.2,72,63,9,0,5,-,-,-,-,-,1,6
1," Kelly, T",NYM,3B,23,10,116.2,30,16,14,0,1,-,-,-,-,-,1,1.3
1," Kennedy, I",KC,P,33,33,195.2,17,9,8,0,2,-,-,-,-,-,1,0.52
1," Kensing, L",DET,P,3,0,4.2,2,2,0,0,2,-,-,-,-,-,1,0.67
1," Keuchel, D",HOU,P,26,26,168,32,5,27,0,2,-,-,-,-,-,1,1.23
1," Kiekhefer, D",STL,P,26,0,22,5,2,3,0,0,-,-,-,-,-,1,0.19
1," Kim, H",BAL,LF,91,78,665,114,110,4,0,0,-,-,-,-,-,1,1.25
1," Kimbrel, C",BOS,P,57,0,53,2,0,2,0,0,-,-,-,-,-,1,0.04
1," Kintzler, B",MIN,P,54,0,54.1,20,5,15,0,0,-,-,-,-,-,1,0.37
1," Klein, P",PHI,P,12,2,19.1,3,2,1,0,1,-,-,-,-,-,1,0.25
1," Kontos, G",SF,P,57,0,53.1,14,6,8,0,1,-,-,-,-,-,1,0.25
1," Kuhl, C",PIT,P,14,14,70.2,19,7,12,0,1,-,-,-,-,-,1,1.36
1," Lackey, J",CHC,P,29,29,188.1,32,13,19,0,1,-,-,-,-,-,1,1.1
1," Lalli, B",ATL,C,4,1,14,10,10,0,0,5,-,-,-,-,-,1,2.5
1," LaMarre, R",BOS,CF,4,1,15,3,3,0,0,0,-,-,-,-,-,1,0.75
1," Lamb, J",TB,P,14,14,70,10,0,10,0,0,-,-,-,-,-,1,0.71
1," Latos, M",WSH,P,17,12,70,13,3,10,0,1,-,-,-,-,-,1,0.76
1," Law, D",SF,P,61,0,55,12,3,9,0,1,-,-,-,-,-,1,0.2
1," LeBlanc, W",PIT,P,19,8,62,5,2,3,0,0,-,-,-,-,-,1,0.26
1," Leclerc, J",TEX,P,12,0,15,2,0,2,0,0,-,-,-,-,-,1,0.17
1," Lester, J",CHC,P,32,32,202.2,35,18,17,0,1,-,-,-,-,-,1,1.09
1," Liberatore, A",LAD,P,58,0,42.2,7,3,4,0,0,-,-,-,-,-,1,0.12
1," Light, P",MIN,P,17,0,16.2,7,2,5,0,1,-,-,-,-,-,1,0.41
1," Lincecum, T",LAA,P,9,9,38.1,5,1,4,0,0,-,-,-,-,-,1,0.56
1," Lobstein, K",BAL,P,14,0,25,5,1,4,0,0,-,-,-,-,-,1,0.36
1," Lohse, K",TEX,P,2,2,9.1,3,3,0,0,0,-,-,-,-,-,1,1.5
1," Lopez, J",SF,P,68,0,26.2,8,1,7,0,2,-,-,-,-,-,1,0.12
1," Lopez, R",CIN,C,5,1,10.2,10,9,1,0,0,1,0,1,0,0,1,2
1," Lopez, R",WSH,P,11,6,44,6,0,6,0,0,-,-,-,-,-,1,0.55
1," Lough, D",MIA,OF,26,17,166,39,38,1,0,0,-,-,-,-,-,1,1.5
1," Loup, A",TOR,P,21,0,14.1,5,0,5,0,1,-,-,-,-,-,1,0.24
1," Lowe, M",DET,P,54,0,49.1,6,2,4,0,0,-,-,-,-,-,1,0.11
1," Luebke, C",MIA,P,9,0,8.2,1,0,1,0,0,-,-,-,-,-,1,0.11
1," Lugo, S",NYM,P,17,8,64,12,2,10,0,1,-,-,-,-,-,1,0.71
1," Lyons, T",STL,P,30,0,48,6,2,4,0,1,-,-,-,-,-,1,0.2
1," Machado, D",DET,SS,8,3,32,17,5,12,0,1,-,-,-,-,-,1,2.13
1," Madson, R",OAK,P,63,0,64.2,13,3,10,0,1,-,-,-,-,-,1,0.21
1," Magill, M",CIN,P,5,0,4.1,2,0,2,0,1,-,-,-,-,-,1,0.4
1," Mahle, G",LAA,P,24,0,18.1,4,0,4,0,0,-,-,-,-,-,1,0.17
