RK,Player,Team,Pos,G,GS,INN,TC,PO,A,E,DP,SB,CS,SBPCT,PB,C_WP,FPCT¡¿,RF
1," Bettis, C",COL,P,16,8,44.2,12,3,9,0,0,-,-,-,-,-,1,0.75
1," Billingsley, C",LAD,P,2,2,12,2,0,2,0,0,-,-,-,-,-,1,1
1," Blackley, T",TEX,P,46,3,50.1,15,3,12,0,0,-,-,-,-,-,1,0.33
1," Blanco, G",SF,RF,149,113,1022.2,238,232,6,0,1,-,-,-,-,-,1,1.6
1," Blazek, M",MIL,P,18,0,17.1,1,1,0,0,0,-,-,-,-,-,1,0.06
1," Bogaerts, X",BOS,SS,17,12,110,44,15,29,0,2,-,-,-,-,-,1,2.59
1," Boggs, M",COL,P,27,0,23.1,7,3,4,0,0,-,-,-,-,-,1,0.26
1," Bogusevic, B",CHC,LF,40,37,328,89,86,3,0,0,-,-,-,-,-,1,2.23
1," Boscan, J",CHC,C,4,2,22,21,19,2,0,0,3,1,0.75,0,0,1,5.25
1," Boshers, B",LAA,P,25,0,15.1,5,1,4,0,0,-,-,-,-,-,1,0.2
1," Bourgeois, J",CIN,CF,8,4,34,8,8,0,0,0,-,-,-,-,-,1,1
1," Bowden, M",CHC,P,34,0,37.2,13,5,8,0,1,-,-,-,-,-,1,0.38
1," Boxberger, B",SD,P,18,0,22,6,3,3,0,1,-,-,-,-,-,1,0.33
1," Brach, B",SD,P,33,0,31,7,2,5,0,1,-,-,-,-,-,1,0.21
1," Brantley, M",CLE,LF,152,144,1297.1,268,257,11,0,1,-,-,-,-,-,1,1.76
1," Brasier, R",LAA,P,7,0,9,1,0,1,0,0,-,-,-,-,-,1,0.14
1," Breslow, C",BOS,P,61,0,59.2,14,5,9,0,2,-,-,-,-,-,1,0.23
1," Brewer, C",ARI,P,4,0,6,2,0,2,0,0,-,-,-,-,-,1,0.5
1," Britton, D",BOS,P,19,0,21,3,0,3,0,1,-,-,-,-,-,1,0.16
1," Britton, Z",BAL,P,8,7,40,5,1,4,0,0,-,-,-,-,-,1,0.63
1," Brown, C",WSH,LF,9,2,30,7,7,0,0,0,-,-,-,-,-,1,0.78
1," Broxton, J",CIN,P,34,0,30.2,7,4,3,0,0,-,-,-,-,-,1,0.21
1," Buckner, B",LAA,P,7,2,17.1,1,0,1,0,0,-,-,-,-,-,1,0.14
1," Bueno, F",KC,P,7,0,8.1,4,2,2,0,0,-,-,-,-,-,1,0.57
1," Burgos, H",MIL,P,6,6,29.1,6,2,4,0,0,-,-,-,-,-,1,1
1," Burke, G",NYM,P,32,0,31.2,3,1,2,0,0,-,-,-,-,-,1,0.09
1," Burnett, A",CHC,P,3,0,2.1,1,1,0,0,0,-,-,-,-,-,1,0.33
1," Burnett, S",LAA,P,13,0,9.2,1,1,0,0,0,-,-,-,-,-,1,0.08
1," Buss, N",LAD,CF,7,4,42,7,7,0,0,0,-,-,-,-,-,1,1
1," Butera, D",LAD,C,6,2,26,21,21,0,0,1,0,0,-,0,0,1,3.5
1," Butler, B",KC,DH,157,7,53,56,56,0,0,4,-,-,-,-,-,1,0.36
1," Butler, J",STL,RF,6,3,21,3,3,0,0,0,-,-,-,-,-,1,0.5
1," Butler, K",STL,P,16,0,20,3,2,1,0,0,-,-,-,-,-,1,0.19
1," Cabrera, A",CHC,P,7,0,6,3,1,2,0,0,-,-,-,-,-,1,0.43
1," Cahill, T",ARI,P,26,25,146.2,40,4,36,0,3,-,-,-,-,-,1,1.54
1," Capps, C",SEA,P,53,0,59,8,2,6,0,0,-,-,-,-,-,1,0.15
1," Capuano, C",LAD,P,24,20,105.2,19,5,14,0,1,-,-,-,-,-,1,0.79
1," Carpenter, D",ATL,P,56,0,65.2,4,1,3,0,0,-,-,-,-,-,1,0.07
1," Carrera, E",CLE,RF,8,3,38,11,11,0,0,0,-,-,-,-,-,1,1.38
1," Carson, M",CLE,RF,19,1,50,10,10,0,0,0,-,-,-,-,-,1,0.53
1," Carson, R",LAA,P,14,0,19.2,4,1,3,0,0,-,-,-,-,-,1,0.29
1," Casilla, A",BAL,2B,55,31,302.2,170,70,100,0,22,-,-,-,-,-,1,3.09
1," Casilla, S",SF,P,57,0,50,9,1,8,0,2,-,-,-,-,-,1,0.16
1," Castellanos, A",BOS,RF,8,4,38.1,2,2,0,0,0,-,-,-,-,-,1,0.25
1," Castellanos, N",DET,3B,9,4,38.2,5,5,0,0,0,-,-,-,-,-,1,0.56
1," Cecil, B",TOR,P,60,0,60.2,3,0,3,0,0,-,-,-,-,-,1,0.05
1," Cedeno, X",WSH,P,16,0,12.1,5,3,2,0,0,-,-,-,-,-,1,0.31
1," Centeno, J",NYM,C,4,3,26,30,28,2,0,0,4,1,0.8,0,1,1,7.5
1," Chamberlain, J",NYY,P,45,0,42,7,3,4,0,0,-,-,-,-,-,1,0.16
1," Chapman, K",HOU,P,25,0,20.1,2,0,2,0,0,-,-,-,-,-,1,0.08
1," Chavez, J",OAK,P,35,0,57.1,14,7,7,0,0,-,-,-,-,-,1,0.4
1," Chen, B",KC,P,34,15,121,20,5,15,0,0,-,-,-,-,-,1,0.59
1," Chen, W",BAL,P,23,23,137,20,4,16,0,3,-,-,-,-,-,1,0.87
1," Choate, R",STL,P,64,0,35.1,9,4,5,0,0,-,-,-,-,-,1,0.14
1," Choice, M",OAK,RF,9,3,41,10,10,0,0,0,-,-,-,-,-,1,1.11
1," Cingrani, T",CIN,P,23,18,104.2,22,9,13,0,1,-,-,-,-,-,1,0.96
1," Cisnero, J",HOU,P,28,0,43.2,7,4,3,0,0,-,-,-,-,-,1,0.25
1," Claiborne, P",NYY,P,44,0,50.1,13,6,7,0,2,-,-,-,-,-,1,0.3
1," Clippard, T",WSH,P,72,0,71,8,3,5,0,2,-,-,-,-,-,1,0.11
1," Cloyd, T",CLE,P,13,11,60.1,15,5,10,0,0,-,-,-,-,-,1,1.15
1," Coello, R",LAA,P,16,0,17,1,1,0,0,0,-,-,-,-,-,1,0.06
1," Coleman, L",KC,P,27,0,29.2,3,1,2,0,2,-,-,-,-,-,1,0.11
1," Collins, T",KC,P,66,0,53.1,7,2,5,0,0,-,-,-,-,-,1,0.11
1," Collmenter, J",ARI,P,49,0,92,15,4,11,0,0,-,-,-,-,-,1,0.31
1," Colvin, T",COL,RF,25,18,166,47,47,0,0,0,-,-,-,-,-,1,1.88
1," Constanza, J",ATL,LF,11,5,52,11,11,0,0,0,-,-,-,-,-,1,1
1," Contreras, J",BOS,P,7,0,5,3,1,2,0,0,-,-,-,-,-,1,0.43
1," Cook, R",OAK,P,71,0,67.1,12,4,8,0,1,-,-,-,-,-,1,0.17
1," Cosart, J",HOU,P,10,10,60,14,6,8,0,1,-,-,-,-,-,1,1.4
1," Cotts, N",TEX,P,58,0,57,10,5,5,0,0,-,-,-,-,-,1,0.17
1," Crisp, C",OAK,LF,130,107,919,309,307,2,0,1,-,-,-,-,-,1,2.38
1," Crow, A",KC,P,57,0,48,7,3,4,0,1,-,-,-,-,-,1,0.12
1," Cruz, R",HOU,P,20,0,21.1,1,0,1,0,0,-,-,-,-,-,1,0.05
1," Cumpton, B",PIT,P,6,5,30.2,3,2,1,0,0,-,-,-,-,-,1,0.5
1," D'Arnaud, T",NYM,C,30,30,258.1,224,214,10,0,0,19,5,0.792,3,12,1,7.47
1," Daley, M",NYY,P,7,0,6,1,0,1,0,0,-,-,-,-,-,1,0.14
1," Danks, J",CWS,P,22,22,138.1,21,8,13,0,1,-,-,-,-,-,1,0.95
1," Darvish, Y",TEX,P,32,32,209.2,23,9,14,0,1,-,-,-,-,-,1,0.72
1," Davis, E",WSH,P,10,0,8.2,3,0,3,0,0,-,-,-,-,-,1,0.3
1," De La Torre, J",MIL,P,7,0,11.1,1,1,0,0,0,-,-,-,-,-,1,0.14
1," De Leon, J",HOU,P,11,0,10,2,1,1,0,0,-,-,-,-,-,1,0.18
1," De Vries, C",MIN,P,4,2,15,3,1,2,0,0,-,-,-,-,-,1,0.75
1," Decker, J",SD,LF,8,7,62.1,17,15,2,0,0,-,-,-,-,-,1,2.13
1," Delabar, S",TOR,P,55,0,58.2,7,1,6,0,0,-,-,-,-,-,1,0.13
1," Den Dekker, M",NYM,CF,24,14,137.1,34,34,0,0,0,-,-,-,-,-,1,1.42
1," Detwiler, R",WSH,P,13,13,71.1,11,4,7,0,1,-,-,-,-,-,1,0.85
1," Diaz, J",BOS,2B,4,1,13,5,2,3,0,0,-,-,-,-,-,1,1.25
1," Diaz, M",MIA,LF,4,3,27,6,4,2,0,1,-,-,-,-,-,1,1.5
1," Dickerson, C",BAL,LF,45,11,131,42,41,1,0,0,-,-,-,-,-,1,0.93
1," Dickerson, C",COL,LF,56,41,366.1,94,94,0,0,0,-,-,-,-,-,1,1.68
1," Dominguez, J",LAD,P,9,0,8.1,2,0,2,0,0,-,-,-,-,-,1,0.22
1," Doolittle, S",OAK,P,70,0,69,7,1,6,0,0,-,-,-,-,-,1,0.1
1," Dotel, O",DET,P,6,0,4.2,1,0,1,0,0,-,-,-,-,-,1,0.17
1," Downs, D",DET,P,29,0,35.1,3,1,2,0,0,-,-,-,-,-,1,0.1
1," Drabek, K",TOR,P,3,0,2.1,1,0,1,0,0,-,-,-,-,-,1,0.33
1," Duensing, B",MIN,P,73,0,61,19,7,12,0,1,-,-,-,-,-,1,0.26
1," Duffy, D",KC,P,5,5,24.1,3,1,2,0,1,-,-,-,-,-,1,0.6
1," Duke, Z",CIN,P,26,1,31.1,6,1,5,0,0,-,-,-,-,-,1,0.23
1," Duncan, S",TB,LF,18,1,13,15,14,1,0,2,-,-,-,-,-,1,0.83
1," Durbin, C",PHI,P,16,0,16,1,0,1,0,0,-,-,-,-,-,1,0.06
1," Dwyer, C",KC,P,2,0,3,3,0,3,0,1,-,-,-,-,-,1,1.5
1," Dyson, S",MIA,P,5,1,11,1,1,0,0,0,-,-,-,-,-,1,0.2
1," Enright, B",LAA,P,4,2,8.1,2,1,1,0,0,-,-,-,-,-,1,0.5
1," Erlin, R",SD,P,11,9,54.2,6,1,5,0,0,-,-,-,-,-,1,0.55
1," Falu, I",KC,3B,1,1,9,1,1,0,0,0,-,-,-,-,-,1,1
1," Familia, J",NYM,P,9,0,10.2,1,1,0,0,1,-,-,-,-,-,1,0.11
1," Farnsworth, K",PIT,P,48,0,38.1,10,4,6,0,0,-,-,-,-,-,1,0.21
1," Farquhar, D",SEA,P,46,0,55.2,12,4,8,0,2,-,-,-,-,-,1,0.26
1," Feliciano, P",NYM,P,25,0,11.1,4,1,3,0,0,-,-,-,-,-,1,0.16
1," Field, T",LAA,2B,17,5,64.2,17,12,5,0,1,-,-,-,-,-,1,1
1," Fields, J",HOU,P,41,0,38,4,3,1,0,0,-,-,-,-,-,1,0.1
1," Fien, C",MIN,P,73,0,62,10,3,7,0,0,-,-,-,-,-,1,0.14
1," Fiers, M",MIL,P,11,3,22.1,7,2,5,0,0,-,-,-,-,-,1,0.64
1," Fife, S",LAD,P,12,10,58.1,5,1,4,0,0,-,-,-,-,-,1,0.42
1," Fister, D",DET,P,33,32,208.2,53,23,30,0,5,-,-,-,-,-,1,1.61
1," Floyd, G",CWS,P,5,5,24.1,8,2,6,0,1,-,-,-,-,-,1,1.6
1," Flynn, B",MIA,P,4,4,18,1,0,1,0,0,-,-,-,-,-,1,0.25
1," Francis, J",COL,P,23,12,70.1,18,6,12,0,1,-,-,-,-,-,1,0.78
1," Francisco, B",SD,LF,19,4,32.2,8,8,0,0,0,-,-,-,-,-,1,0.42
1," Francisco, F",NYM,P,8,0,6.1,1,0,1,0,0,-,-,-,-,-,1,0.13
1," Frieri, E",LAA,P,67,0,68.2,8,2,6,0,1,-,-,-,-,-,1,0.12
1," Fryer, E",MIN,C,5,4,40,30,28,2,0,0,3,2,0.6,0,1,1,6
1," Fujikawa, K",CHC,P,12,0,12,2,1,1,0,0,-,-,-,-,-,1,0.17
1," Furbush, C",SEA,P,71,0,65,11,2,9,0,1,-,-,-,-,-,1,0.15
1," Garcia, J",STL,P,9,9,55.1,11,0,11,0,0,-,-,-,-,-,1,1.22
1," Garcia, L",PHI,P,24,0,31.1,10,0,10,0,0,-,-,-,-,-,1,0.42
1," Garcia, O",LAD,P,3,0,1.1,1,0,1,0,0,-,-,-,-,-,1,0.33
1," Garland, J",COL,P,12,12,68,27,6,21,0,0,-,-,-,-,-,1,2.25
1," Gast, J",STL,P,3,3,12.1,1,1,0,0,0,-,-,-,-,-,1,0.33
1," Gausman, K",BAL,P,20,5,47.2,12,4,8,0,1,-,-,-,-,-,1,0.6
1," Gearrin, C",ATL,P,37,0,31,5,0,5,0,1,-,-,-,-,-,1,0.14
1," Germen, G",NYM,P,29,0,34.1,6,5,1,0,0,-,-,-,-,-,1,0.21
1," Giavotella, J",KC,2B,13,12,97,57,20,37,0,9,-,-,-,-,-,1,4.38
1," Gibson, K",MIN,P,10,10,51,5,1,4,0,1,-,-,-,-,-,1,0.5
1," Gillespie, C",CHC,LF,20,14,132.1,28,26,2,0,1,-,-,-,-,-,1,1.4
1," Gimenez, C",TB,C,3,0,6,5,4,1,0,0,0,0,-,0,0,1,1.67
1," Gomes, B",TB,P,26,0,19.1,4,0,4,0,0,-,-,-,-,-,1,0.15
1," Gomez, J",PIT,P,34,8,80.2,20,7,13,0,0,-,-,-,-,-,1,0.59
1," Gonzalez, M",MIL,P,75,0,50,5,0,5,0,0,-,-,-,-,-,1,0.07
1," Gonzalez, M",CWS,C,4,1,18,13,12,1,0,0,2,0,1,0,1,1,3.25
1," Gosselin, P",ATL,2B,3,1,15,7,2,5,0,1,-,-,-,-,-,1,2.33
1," Granderson, C",NYY,CF,66,42,382.2,108,107,1,0,0,-,-,-,-,-,1,1.64
1," Green, N",MIA,2B,18,16,152,97,68,29,0,11,-,-,-,-,-,1,5.39
1," Greinke, Z",LAD,P,28,28,177.2,47,16,31,0,4,-,-,-,-,-,1,1.68
1," Griffin, A",OAK,P,32,32,200,23,8,15,0,0,-,-,-,-,-,1,0.72
1," Grilli, J",PIT,P,54,0,50,5,3,2,0,0,-,-,-,-,-,1,0.09
1," Guerrier, M",CHC,P,49,0,42.2,10,4,6,0,0,-,-,-,-,-,1,0.2
1," Guilmet, P",CLE,P,4,0,5.1,2,1,1,0,0,-,-,-,-,-,1,0.5
1," Guthrie, J",KC,P,33,33,211.2,39,17,22,0,2,-,-,-,-,-,1,1.18
1," Hagadone, N",CLE,P,36,0,31.1,4,0,4,0,0,-,-,-,-,-,1,0.11
1," Hale, D",ATL,P,2,2,11,2,1,1,0,0,-,-,-,-,-,1,1
1," Halton, S",MIL,1B,32,24,211.1,183,174,9,0,18,-,-,-,-,-,1,5.72
1," Hamilton, B",CIN,CF,7,3,45,16,16,0,0,0,-,-,-,-,-,1,2.29
1," Hammel, J",BAL,P,26,23,139.1,11,4,7,0,0,-,-,-,-,-,1,0.42
1," Hand, B",MIA,P,7,2,20.2,3,1,2,0,0,-,-,-,-,-,1,0.43
1," Hanrahan, J",BOS,P,9,0,7.1,2,1,1,0,0,-,-,-,-,-,1,0.22
1," Happ, J",TOR,P,18,18,92.2,11,2,9,0,0,-,-,-,-,-,1,0.61
1," Haren, D",WSH,P,31,30,169.2,23,9,14,0,0,-,-,-,-,-,1,0.74
1," Harris, W",ARI,P,61,0,52.2,11,2,9,0,1,-,-,-,-,-,1,0.18
1," Harrison, M",TEX,P,2,2,10.2,2,1,1,0,0,-,-,-,-,-,1,1
1," Harvey, M",NYM,P,26,26,178.1,28,9,19,0,1,-,-,-,-,-,1,1.08
1," Hatcher, C",MIA,P,7,0,8.2,2,0,2,0,0,-,-,-,-,-,1,0.29
1," Hayes, B",KC,C,5,4,44,46,45,1,0,0,3,1,0.75,0,2,1,9.2
1," Hefner, J",NYM,P,24,23,130.2,24,5,19,0,1,-,-,-,-,-,1,1
1," Heisey, C",CIN,LF,78,44,455,102,101,1,0,1,-,-,-,-,-,1,1.31
1," Hellickson, J",TB,P,32,31,174,23,9,14,0,1,-,-,-,-,-,1,0.72
1," Hellweg, J",MIL,P,8,7,30.2,2,1,1,0,0,-,-,-,-,-,1,0.25
1," Henderson, J",MIL,P,61,0,60,10,2,8,0,1,-,-,-,-,-,1,0.16
1," Hendriks, L",MIN,P,10,8,47.1,9,5,4,0,0,-,-,-,-,-,1,0.9
1," Hernandez, D",ARI,P,62,0,62.1,4,2,2,0,0,-,-,-,-,-,1,0.06
1," Hernandez, P",MIN,P,14,12,56.2,12,1,11,0,0,-,-,-,-,-,1,0.86
1," Hernandez, R",TB,P,32,24,151,23,8,15,0,2,-,-,-,-,-,1,0.72
1," Hester, J",LAA,C,1,0,1,1,1,0,0,0,0,0,-,0,0,1,1
1," Heyward, J",ATL,RF,106,96,861.2,215,211,4,0,0,-,-,-,-,-,1,2.03
1," Hicks, A",MIN,CF,81,78,701.1,224,215,9,0,2,-,-,-,-,-,1,2.77
1," Hinske, E",ARI,1B,7,2,26,34,32,2,0,5,-,-,-,-,-,1,4.86
1," Holland, G",KC,P,68,0,67,11,5,6,0,1,-,-,-,-,-,1,0.16
1," Holmberg, D",ARI,P,1,1,3.2,1,1,0,0,0,-,-,-,-,-,1,1
1," Horst, J",PHI,P,28,0,26,4,0,4,0,2,-,-,-,-,-,1,0.14
1," Howell, J",LAD,P,67,0,62,16,6,10,0,1,-,-,-,-,-,1,0.24
1," Huff, D",NYY,P,14,2,37.2,5,2,3,0,0,-,-,-,-,-,1,0.36
1," Hughes, P",NYY,P,30,29,145.2,13,3,10,0,0,-,-,-,-,-,1,0.43
1," Humber, P",OAK,P,17,7,54.2,11,7,4,0,0,-,-,-,-,-,1,0.65
1," Hynes, C",CLE,P,22,0,17,5,1,4,0,0,-,-,-,-,-,1,0.23
1," Inge, B",PIT,3B,34,22,198.2,88,34,54,0,10,-,-,-,-,-,1,2.59
1," Irwin, P",PIT,P,1,1,4.2,2,0,2,0,0,-,-,-,-,-,1,2
1," Ishikawa, T",CWS,1B,7,4,34,27,26,1,0,1,-,-,-,-,-,1,3.86
1," Jackson, R",STL,3B,6,1,15,4,1,3,0,0,-,-,-,-,-,1,0.67
1," Janish, P",ATL,3B,51,10,147.1,52,16,36,0,5,-,-,-,-,-,1,1.02
1," Jansen, K",LAD,P,75,0,76.2,4,3,1,0,0,-,-,-,-,-,1,0.05
1," Janssen, C",TOR,P,56,0,52.2,12,4,8,0,0,-,-,-,-,-,1,0.21
1," Jeffress, J",TOR,P,10,0,10.1,2,0,2,0,0,-,-,-,-,-,1,0.2
1," Jennings, D",MIA,P,47,0,40.2,9,3,6,0,0,-,-,-,-,-,1,0.19
1," Jepsen, K",LAA,P,45,0,36,2,0,2,0,0,-,-,-,-,-,1,0.04
1," Jimenez, C",PHI,P,19,0,17,2,1,1,0,0,-,-,-,-,-,1,0.11
1," Johnson, D",BAL,1B,2,0,1,1,1,0,0,1,-,-,-,-,-,1,0.5
1," Johnson, K",PIT,P,4,1,10.1,1,1,0,0,0,-,-,-,-,-,1,0.25
1," Johnson, R",ATL,RF,37,19,210,53,53,0,0,0,-,-,-,-,-,1,1.43
1," Johnson, R",STL,C,16,6,75.2,55,52,3,0,0,1,0,1,1,5,1,3.44
1," Johnson, S",BAL,P,9,1,15.2,1,0,1,0,0,-,-,-,-,-,1,0.11
1," Jones, N",CWS,P,70,0,78,10,2,8,0,0,-,-,-,-,-,1,0.14
1," Jordan, T",WSH,P,9,9,51.2,5,2,3,0,0,-,-,-,-,-,1,0.56
1," Joseph, C",NYY,2B,2,2,17,14,8,6,0,1,-,-,-,-,-,1,7
1," Joseph, D",KC,P,6,0,5.2,2,0,2,0,0,-,-,-,-,-,1,0.33
1," Karns, N",WSH,P,3,3,12,3,3,0,0,0,-,-,-,-,-,1,1
1," Kearns, A",MIA,RF,4,4,37,13,13,0,0,0,-,-,-,-,-,1,3.25
1," Kelley, S",NYY,P,57,0,53.1,9,6,3,0,1,-,-,-,-,-,1,0.16
1," Kennedy, I",SD,P,31,31,181.1,27,7,20,0,1,-,-,-,-,-,1,0.87
1," Keuchel, D",HOU,P,32,22,153.2,31,7,24,0,3,-,-,-,-,-,1,0.97
1," Kieschnick, R",SF,LF,25,21,189.2,39,38,1,0,0,-,-,-,-,-,1,1.56
1," Kimbrel, C",ATL,P,68,0,67,7,3,4,0,0,-,-,-,-,-,1,0.1
1," Kintzler, B",MIL,P,71,0,77,15,5,10,0,2,-,-,-,-,-,1,0.21
1," Kobernus, J",WSH,LF,11,8,57,13,13,0,0,0,-,-,-,-,-,1,1.18
1," Kohn, M",LAA,P,63,0,53,6,2,4,0,0,-,-,-,-,-,1,0.1
1," Kontos, G",SF,P,52,0,55.1,11,4,7,0,0,-,-,-,-,-,1,0.21
1," Kotsay, M",SD,LF,33,23,178.2,46,43,3,0,2,-,-,-,-,-,1,1.39
1," Krol, I",WSH,P,32,0,27.1,5,2,3,0,0,-,-,-,-,-,1,0.16
1," Kuroda, H",NYY,P,32,32,201.1,37,12,25,0,3,-,-,-,-,-,1,1.16
1," Laffey, A",MIL,P,5,3,12.2,2,0,2,0,0,-,-,-,-,-,1,0.4
1," LaFromboise, B",SEA,P,10,0,10.2,2,0,2,0,0,-,-,-,-,-,1,0.2
1," Laird, G",ATL,C,40,33,294.1,257,241,16,0,6,16,9,0.64,1,16,1,6.43
1," Lambo, A",PIT,RF,8,6,48,6,6,0,0,0,-,-,-,-,-,1,0.75
1," Langerhans, R",TOR,1B,4,3,27,28,28,0,0,4,-,-,-,-,-,1,7
1," Langwell, M",ARI,P,13,0,14,2,0,2,0,0,-,-,-,-,-,1,0.15
1," LaRoche, A",TOR,3B,1,1,9,4,1,3,0,1,-,-,-,-,-,1,4
1," Layne, T",SD,P,14,0,8.2,1,0,1,0,0,-,-,-,-,-,1,0.07
1," LeCure, S",CIN,P,63,0,61,5,2,3,0,1,-,-,-,-,-,1,0.08
1," Leesman, C",CWS,P,8,1,15.1,3,1,2,0,0,-,-,-,-,-,1,0.38
1," Leon, S",WSH,C,1,0,1,2,2,0,0,0,0,0,-,0,0,1,2
1," Lerud, S",PHI,C,5,1,15,7,7,0,0,0,2,0,1,0,2,1,1.4
1," Liddi, A",BAL,1B,6,4,41,34,34,0,0,4,-,-,-,-,-,1,5.67
1," Lincoln, B",TOR,P,22,0,31.2,11,5,6,0,1,-,-,-,-,-,1,0.5
1," Lindblom, J",TEX,P,8,5,31.1,6,1,5,0,0,-,-,-,-,-,1,0.75
1," Lindstrom, M",CWS,P,76,0,60.2,10,2,8,0,1,-,-,-,-,-,1,0.13
1," Lo, C",HOU,P,19,0,19.1,3,1,2,0,0,-,-,-,-,-,1,0.16
1," Loe, K",ATL,P,20,1,26.2,4,1,3,0,0,-,-,-,-,-,1,0.2
1," Logan, B",NYY,P,61,0,39,4,1,3,0,0,-,-,-,-,-,1,0.07
1," Lohse, K",MIL,P,32,32,198.2,23,7,16,0,0,-,-,-,-,-,1,0.72
1," Lopez, J",SF,P,69,0,39.1,14,5,9,0,1,-,-,-,-,-,1,0.2
1," Lowe, D",TEX,P,9,0,13,2,0,2,0,0,-,-,-,-,-,1,0.22
1," Lowe, M",WSH,P,11,0,11.2,4,0,4,0,0,-,-,-,-,-,1,0.36
1," Ludwick, R",CIN,LF,34,32,250.1,39,39,0,0,0,-,-,-,-,-,1,1.15
1," Lueke, J",TB,P,19,0,21.1,4,1,3,0,0,-,-,-,-,-,1,0.21
1," Luetge, L",SEA,P,35,0,37,5,2,3,0,1,-,-,-,-,-,1,0.14
1," Lutz, D",CIN,LF,18,7,84.2,27,27,0,0,0,-,-,-,-,-,1,1.5
1," Lutz, Z",NYM,3B,5,3,29,6,1,5,0,1,-,-,-,-,-,1,1.2
1," Lyons, T",STL,P,12,8,53,14,2,12,0,0,-,-,-,-,-,1,1.17
1," Magill, M",LAD,P,6,6,27.2,3,0,3,0,0,-,-,-,-,-,1,0.5
1," Maine, J",MIA,P,4,0,7.1,2,1,1,0,0,-,-,-,-,-,1,0.5
1," Maness, S",STL,P,66,0,62,16,7,9,0,0,-,-,-,-,-,1,0.24
1," Manship, J",COL,P,11,4,30.2,7,5,2,0,0,-,-,-,-,-,1,0.64
1," Marcum, S",NYM,P,14,12,78.1,17,4,13,0,0,-,-,-,-,-,1,1.21
