RK,Player,Team,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG¡¿,OBP,SLG,OPS
30," Morneau, J",MIN,1B,81,296,53,102,25,1,18,56,50,62,0,0,0.345,0.437,0.618,1.055
31," Payton, J",COL,LF,20,35,3,12,4,1,0,1,1,4,1,0,0.343,0.361,0.514,0.875
32," Gonzalez, C",COL,CF,145,587,111,197,34,9,34,117,40,135,26,8,0.336,0.376,0.598,0.974
33," Bergesen, B",BAL,P,1,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
33," Hill, S",STL,C,1,3,1,1,0,0,1,1,0,1,0,0,0.333,0.333,1.333,1.667
33," Leake, M",CIN,P,27,48,5,16,1,0,0,3,5,15,0,0,0.333,0.407,0.354,0.762
33," Lucy, D",CWS,C,7,15,2,5,3,0,1,2,2,3,1,0,0.333,0.444,0.733,1.178
33," Maloney, M",CIN,P,7,3,0,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
33," Mayberry Jr., J",PHI,RF,11,12,4,4,0,0,2,6,1,4,0,1,0.333,0.385,0.833,1.218
33," Mejia, J",NYM,P,30,3,1,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
33," Sheets, B",OAK,P,2,3,0,1,0,0,0,0,0,2,0,0,0.333,0.333,0.333,0.667
41," Cabrera, M",DET,1B,150,548,111,180,45,1,38,126,89,95,3,3,0.328,0.42,0.622,1.042
42," Mauer, J",MIN,C,137,510,88,167,43,1,9,75,65,53,1,4,0.327,0.402,0.469,0.871
43," Narveson, C",MIL,P,36,49,3,16,1,0,0,7,2,15,0,0,0.327,0.365,0.347,0.712
44," Martinez, O",FLA,SS,14,43,8,14,4,1,0,2,4,6,1,0,0.326,0.383,0.465,0.848
45," Votto, J",CIN,1B,150,547,106,177,36,2,37,113,91,125,16,5,0.324,0.424,0.6,1.024
46," Wells, C",DET,CF,36,93,14,30,6,1,4,17,6,19,0,1,0.323,0.364,0.538,0.901
47," Beltre, A",BOS,3B,154,589,84,189,49,2,28,102,40,82,2,1,0.321,0.365,0.553,0.919
48," Infante, O",ATL,3B,134,471,65,151,15,3,8,47,29,62,7,6,0.321,0.359,0.416,0.775
49," Cano, R",NYY,2B,160,626,103,200,41,3,29,109,57,77,3,2,0.319,0.381,0.534,0.914
50," Cruz, N",TEX,RF,108,399,60,127,31,3,22,78,38,81,17,4,0.318,0.374,0.576,0.95
51," DeJesus, D",KC,RF,91,352,46,112,23,3,5,37,34,47,3,3,0.318,0.384,0.443,0.827
51," Murphy, D",FLA,3B,29,44,9,14,6,1,3,16,2,19,0,0,0.318,0.348,0.705,1.052
53," Butler, B",KC,DH,158,595,77,189,45,0,15,78,69,78,0,0,0.318,0.388,0.469,0.857
54," Tulowitzki, T",COL,SS,122,470,89,148,32,3,27,95,48,78,11,2,0.315,0.381,0.568,0.949
55," Suzuki, I",SEA,RF,162,680,74,214,30,3,6,43,45,86,42,9,0.315,0.359,0.394,0.754
56," Holliday, M",STL,LF,158,596,95,186,45,1,28,103,69,93,9,5,0.312,0.39,0.532,0.922
57," Konerko, P",CWS,1B,149,548,89,171,30,1,39,111,72,110,0,1,0.312,0.393,0.584,0.977
58," Pujols, A",STL,1B,159,587,115,183,39,1,42,118,103,76,14,4,0.312,0.414,0.596,1.011
59," Valencia, D",MIN,3B,85,299,30,93,18,1,7,40,20,46,2,0,0.311,0.351,0.448,0.799
60," Johnson, C",HOU,3B,94,341,40,105,22,2,11,52,15,91,3,0,0.308,0.337,0.481,0.818
61," Scales, B",CHC,3B,10,13,4,4,0,0,0,2,7,5,1,0,0.308,0.55,0.308,0.858
61," Smith, G",COL,P,10,13,2,4,2,0,0,2,0,1,0,0,0.308,0.308,0.462,0.769
61," Viciedo, D",CWS,3B,38,104,17,32,7,0,5,13,2,25,1,0,0.308,0.321,0.519,0.84
64," Prado, M",ATL,LF,140,599,100,184,40,3,15,66,40,86,5,3,0.307,0.35,0.459,0.809
65," Crawford, C",TB,LF,154,600,110,184,30,13,19,90,46,104,47,10,0.307,0.356,0.495,0.851
65," Zimmerman, R",WSH,3B,142,525,85,161,32,0,25,85,69,98,4,1,0.307,0.388,0.51,0.899
67," Youkilis, K",BOS,1B,102,362,77,111,26,5,19,62,58,67,4,1,0.307,0.411,0.564,0.975
68," Cain, L",MIL,CF,43,147,17,45,11,1,1,13,9,28,7,1,0.306,0.348,0.415,0.763
68," Fields, J",KC,3B,13,49,5,15,0,0,3,6,1,9,0,0,0.306,0.32,0.49,0.81
70," Evans, N",NYM,1B,20,36,5,11,3,0,1,5,1,10,0,0,0.306,0.324,0.472,0.797
71," Posey, B",SF,C,108,406,58,124,23,2,18,67,30,55,0,2,0.305,0.357,0.505,0.862
72," Aviles, M",KC,2B,110,424,63,129,16,3,8,32,20,49,14,5,0.304,0.335,0.413,0.748
73," Braun, R",MIL,LF,157,619,101,188,45,1,25,103,56,105,14,3,0.304,0.365,0.501,0.866
74," Rhymes, W",DET,2B,54,191,30,58,12,3,1,19,14,16,0,3,0.304,0.35,0.414,0.763
75," Ordonez, M",DET,RF,84,323,56,98,17,1,12,59,40,38,1,0,0.303,0.378,0.474,0.852
76," Martinez, V",BOS,C,127,493,64,149,32,1,20,79,40,52,1,0,0.302,0.351,0.493,0.844
77," Ruiz, C",PHI,C,121,371,43,112,28,1,8,53,55,54,0,1,0.302,0.4,0.447,0.847
78," Hanigan, R",CIN,C,70,203,25,61,11,0,5,40,33,21,0,0,0.3,0.405,0.429,0.834
79," Furcal, R",LAD,SS,97,383,66,115,23,7,8,43,40,60,22,4,0.3,0.366,0.46,0.826
80," Castro, S",CHC,SS,125,463,53,139,31,5,3,41,29,71,10,8,0.3,0.347,0.408,0.755
81," Ramirez, H",FLA,SS,142,543,92,163,28,2,21,76,64,93,32,10,0.3,0.378,0.475,0.853
82," Guerrero, V",TEX,DH,152,593,83,178,27,1,29,115,35,60,4,5,0.3,0.345,0.496,0.841
83," Castillo, W",CHC,C,7,20,3,6,4,0,1,5,1,7,0,0,0.3,0.333,0.65,0.983
83," Choo, S",CLE,RF,144,550,81,165,31,2,22,90,83,118,22,7,0.3,0.401,0.484,0.885
83," De Aza, A",CWS,LF,19,30,7,9,3,0,0,2,1,4,2,1,0.3,0.323,0.4,0.723
83," Snyder, B",BAL,1B,10,20,1,6,2,0,0,3,0,3,0,1,0.3,0.3,0.4,0.7
87," Jay, J",STL,CF,105,287,47,86,19,2,4,27,24,50,2,4,0.3,0.359,0.422,0.78
88," Tabata, J",PIT,LF,102,405,61,121,21,4,4,35,28,57,19,7,0.299,0.346,0.4,0.746
89," Young, D",MIN,LF,153,570,77,170,46,1,21,112,28,81,5,4,0.298,0.333,0.493,0.826
90," Ramirez, M",CWS,DH,90,265,38,79,16,0,9,42,46,61,1,1,0.298,0.409,0.46,0.87
91," Polanco, P",PHI,3B,132,554,76,165,27,2,6,52,32,47,5,0,0.298,0.339,0.386,0.726
92," Gonzalez, A",SD,1B,160,591,87,176,33,0,31,101,93,114,0,0,0.298,0.393,0.511,0.904
93," Cousins, S",FLA,CF,27,37,2,11,2,2,0,2,1,13,0,0,0.297,0.316,0.459,0.775
93," Markakis, N",BAL,RF,160,629,79,187,45,3,12,60,73,93,7,2,0.297,0.37,0.436,0.805
95," Hernandez, R",CIN,C,97,313,30,93,18,1,7,48,29,49,0,0,0.297,0.364,0.428,0.792
96," Betemit, W",KC,3B,84,276,36,82,20,0,13,43,36,74,0,0,0.297,0.378,0.511,0.889
97," Podsednik, S",LAD,LF,134,539,63,160,14,7,6,51,40,83,35,15,0.297,0.342,0.382,0.724
98," Werth, J",PHI,RF,156,554,106,164,46,2,27,85,82,147,13,3,0.296,0.388,0.532,0.921
99," Freese, D",STL,3B,70,240,28,71,12,1,4,36,21,59,1,1,0.296,0.361,0.404,0.765
100," Walker, N",PIT,2B,110,426,57,126,29,3,12,66,34,83,2,3,0.296,0.349,0.462,0.811
101," LeBlanc, W",SD,P,25,44,2,13,0,0,0,1,1,12,0,0,0.295,0.311,0.295,0.607
102," Andino, R",BAL,2B,16,61,6,18,4,0,2,6,3,13,1,1,0.295,0.333,0.459,0.792
103," Longoria, E",TB,3B,151,574,96,169,46,5,22,104,72,124,15,5,0.294,0.372,0.507,0.879
104," Sweeney, R",OAK,RF,82,303,41,89,20,2,1,36,24,41,1,1,0.294,0.342,0.383,0.725
105," Byrd, M",CHC,CF,152,580,84,170,39,2,12,66,31,98,5,1,0.293,0.346,0.429,0.775
106," Jackson, A",DET,CF,151,618,103,181,34,10,4,41,47,170,27,6,0.293,0.345,0.4,0.745
107," Sanchez, F",SF,2B,111,431,55,126,22,1,7,47,32,68,3,1,0.292,0.342,0.397,0.739
108," Ethier, A",LAD,RF,139,517,71,151,33,1,23,82,59,102,2,1,0.292,0.364,0.493,0.857
109," Paulino, F",HOU,P,18,24,1,7,1,0,0,0,1,8,0,0,0.292,0.346,0.333,0.679
110," Ellis, M",OAK,2B,124,436,45,127,24,0,5,49,40,56,7,6,0.291,0.358,0.381,0.739
111," Murphy, D",TEX,LF,138,419,54,122,26,2,12,65,45,71,14,2,0.291,0.358,0.449,0.806
112," Nix, L",CIN,LF,97,165,16,48,11,2,4,18,15,39,0,1,0.291,0.35,0.455,0.805
113," Carroll, J",LAD,SS,133,351,48,102,15,1,0,23,51,64,12,4,0.291,0.379,0.339,0.718
114," Morales, K",LAA,1B,51,193,29,56,5,0,11,39,12,31,0,1,0.29,0.346,0.487,0.833
114," Pagan, A",NYM,CF,151,579,80,168,31,7,11,69,44,97,37,9,0.29,0.34,0.425,0.765
116," Cairo, M",CIN,3B,91,200,30,58,12,0,4,28,17,30,4,0,0.29,0.353,0.41,0.763
117," Huff, A",SF,1B,157,569,100,165,35,5,26,86,83,91,7,0,0.29,0.385,0.506,0.891
118," Morse, M",WSH,1B,98,266,36,77,12,2,15,41,22,64,0,1,0.289,0.352,0.519,0.87
119," Ross, D",ATL,C,59,121,15,35,13,2,2,28,20,28,0,1,0.289,0.392,0.479,0.871
120," Pedroia, D",BOS,2B,75,302,53,87,24,1,12,41,37,38,9,1,0.288,0.367,0.493,0.86
121," Swisher, N",NYY,RF,150,566,91,163,33,3,29,89,58,139,1,2,0.288,0.359,0.511,0.87
122," Keppinger, J",HOU,2B,137,514,62,148,34,1,6,59,51,36,4,1,0.288,0.351,0.393,0.744
123," Cunningham, A",SD,RF,53,132,17,38,12,1,1,15,7,28,1,3,0.288,0.331,0.417,0.748
124," Thames, M",NYY,LF,82,212,22,61,7,0,12,33,19,61,0,0,0.288,0.35,0.491,0.841
125," Uggla, D",FLA,2B,159,589,100,169,31,0,33,105,78,149,4,1,0.287,0.369,0.508,0.877
126," Lowrie, J",BOS,SS,55,171,31,49,14,0,9,24,25,25,1,1,0.287,0.381,0.526,0.907
127," Kinsler, I",TEX,2B,103,391,73,112,20,1,9,45,56,57,15,5,0.286,0.382,0.412,0.794
128," McCutchen, A",PIT,CF,154,570,94,163,35,5,16,56,70,89,33,10,0.286,0.365,0.449,0.814
129," Hughes, L",MIN,3B,2,7,1,2,0,0,1,1,0,3,0,1,0.286,0.286,0.714,1
129," Lewis, C",TEX,P,2,7,1,2,0,0,0,2,0,2,0,0,0.286,0.286,0.286,0.571
129," Mendez, A",FLA,P,5,7,0,2,0,0,0,0,0,1,0,0,0.286,0.286,0.286,0.571
129," Quiroz, G",SEA,C,2,7,1,2,1,0,0,0,0,1,0,0,0.286,0.286,0.429,0.714
129," Tolleson, S",OAK,2B,25,49,5,14,3,0,1,4,4,9,0,0,0.286,0.34,0.408,0.748
134," McGehee, C",MIL,3B,157,610,70,174,38,1,23,104,50,102,1,1,0.285,0.337,0.464,0.801
135," Mora, M",COL,3B,113,316,39,90,12,5,7,45,31,53,2,1,0.285,0.358,0.421,0.779
136," Rolen, S",CIN,3B,133,471,66,134,34,3,20,83,50,82,1,2,0.285,0.358,0.497,0.854
137," Scott, L",BAL,LF,131,447,70,127,29,1,27,72,59,98,2,0,0.284,0.368,0.535,0.902
138," Jones, A",BAL,CF,149,581,76,165,25,5,19,69,23,119,7,7,0.284,0.325,0.442,0.767
139," Rios, A",CWS,RF,147,567,89,161,29,3,21,88,38,93,34,14,0.284,0.334,0.457,0.791
140," Davis, R",OAK,CF,143,525,66,149,28,3,5,52,26,78,50,11,0.284,0.32,0.377,0.697
141," Herrera, J",COL,2B,76,222,34,63,6,2,1,21,25,36,2,2,0.284,0.352,0.342,0.694
142," Johnson, K",ARI,2B,154,585,93,166,36,5,26,71,79,148,13,7,0.284,0.37,0.496,0.865
143," Young, M",TEX,1B,157,656,99,186,36,3,21,91,50,115,4,2,0.284,0.33,0.444,0.774
144," Fontenot, M",SF,2B,103,240,24,68,13,3,1,25,15,41,1,4,0.283,0.331,0.375,0.706
145," Hart, C",MIL,RF,145,558,91,158,34,4,31,102,45,140,7,6,0.283,0.34,0.525,0.865
146," Wright, D",NYM,3B,157,587,87,166,36,3,29,103,69,161,19,11,0.283,0.354,0.503,0.856
147," Morrison, L",FLA,LF,62,244,43,69,20,7,2,18,41,51,0,1,0.283,0.39,0.447,0.837
148," Blanco, G",KC,CF,85,237,31,67,9,4,1,14,29,50,11,4,0.283,0.36,0.367,0.727
149," Thome, J",MIN,DH,108,276,48,78,16,2,25,59,60,82,0,0,0.283,0.412,0.627,1.039
150," Reyes, J",NYM,SS,133,563,83,159,29,10,11,54,31,63,30,10,0.282,0.321,0.428,0.749
151," Ramirez, A",CWS,SS,156,585,83,165,29,2,18,70,27,82,13,8,0.282,0.313,0.431,0.744
152," Pence, H",HOU,RF,156,614,93,173,29,3,25,91,41,105,18,9,0.282,0.325,0.461,0.786
153," Anderson, B",STL,C,15,32,1,9,2,0,0,4,1,7,0,0,0.281,0.314,0.344,0.658
153," Gload, R",PHI,RF,94,128,16,36,8,0,6,22,8,15,1,0,0.281,0.328,0.484,0.813
155," Hunter, T",LAA,CF,152,573,76,161,36,0,23,90,61,106,9,12,0.281,0.354,0.464,0.819
156," Bruce, J",CIN,RF,148,509,80,143,23,5,25,70,58,136,5,4,0.281,0.353,0.493,0.846
157," Tatum, C",BAL,C,43,114,11,32,4,0,0,9,12,21,1,0,0.281,0.349,0.316,0.665
158," Miles, A",STL,3B,79,139,14,39,5,0,0,9,6,14,0,1,0.281,0.311,0.317,0.627
159," Raburn, R",DET,LF,113,371,54,104,25,1,15,62,27,92,2,2,0.28,0.34,0.474,0.814
160," Gibbons, J",LAD,LF,37,75,11,21,2,0,5,17,4,14,0,1,0.28,0.313,0.507,0.819
160," Nelson, C",COL,SS,17,25,7,7,1,0,0,0,1,4,1,0,0.28,0.308,0.32,0.628
160," Nunez, E",NYY,3B,30,50,12,14,1,0,1,7,3,2,5,0,0.28,0.321,0.36,0.681
163," Soto, G",CHC,C,105,322,47,90,19,0,17,53,62,83,0,1,0.28,0.393,0.497,0.89
164," Buck, J",TOR,C,118,408,52,114,25,0,19,65,16,111,0,0,0.279,0.312,0.48,0.792
165," Crisp, C",OAK,CF,75,290,51,81,14,4,8,38,30,49,32,3,0.279,0.342,0.438,0.779
166," Kendrick, H",LAA,2B,158,616,67,172,41,4,10,75,28,94,14,4,0.279,0.313,0.407,0.721
167," Spilborghs, R",COL,LF,134,341,41,95,20,2,10,39,39,83,4,5,0.279,0.36,0.437,0.797
168," Ramos, W",WSH,C,22,79,5,22,7,0,1,5,2,12,0,0,0.278,0.305,0.405,0.71
169," Castro, R",CWS,C,37,115,18,32,2,0,8,21,9,26,1,0,0.278,0.328,0.504,0.832
169," Roberts, B",BAL,2B,59,230,28,64,14,0,4,15,26,40,12,2,0.278,0.354,0.391,0.745
171," Drew, S",ARI,SS,151,565,83,157,33,12,15,61,62,108,10,5,0.278,0.352,0.458,0.81
172," Ellis, A",LAD,C,44,108,6,30,5,0,0,16,14,18,0,0,0.278,0.363,0.324,0.687
172," Hafner, T",CLE,DH,118,396,46,110,29,0,13,50,51,94,2,1,0.278,0.374,0.449,0.824
174," Thole, J",NYM,C,73,202,17,56,7,1,3,17,24,25,1,0,0.277,0.357,0.366,0.723
175," Blanco, A",TEX,2B,68,166,17,46,10,1,0,13,11,24,0,2,0.277,0.33,0.349,0.679
176," Milledge, L",PIT,LF,113,379,38,105,21,3,4,34,28,62,5,3,0.277,0.332,0.38,0.712
177," Heyward, J",ATL,RF,142,520,83,144,29,5,18,72,91,128,11,6,0.277,0.393,0.456,0.849
178," Gardner, B",NYY,LF,150,477,97,132,20,7,5,47,79,101,47,9,0.277,0.383,0.379,0.762
179," Sanchez, A",HOU,SS,66,253,30,70,9,4,0,25,11,45,0,1,0.277,0.312,0.344,0.656
180," Edmonds, J",CIN,CF,86,246,44,68,23,0,11,23,24,60,2,0,0.276,0.342,0.504,0.846
181," Howard, R",PHI,1B,143,550,87,152,23,5,31,108,59,157,1,1,0.276,0.353,0.505,0.859
182," Casilla, A",MIN,SS,69,152,26,42,7,4,1,20,13,17,6,1,0.276,0.331,0.395,0.726
183," Borbon, J",TEX,CF,137,438,60,121,11,4,3,42,19,59,15,7,0.276,0.309,0.34,0.649
184," Vizquel, O",CWS,3B,108,344,36,95,11,1,2,30,34,45,11,7,0.276,0.341,0.331,0.673
185," Pearce, S",PIT,1B,15,29,4,8,2,1,0,5,7,6,0,0,0.276,0.395,0.414,0.809
185," Rasmus, C",STL,CF,144,464,85,128,28,3,23,66,63,148,12,8,0.276,0.361,0.498,0.859
187," Renteria, E",SF,SS,72,243,26,67,11,2,3,22,21,43,3,0,0.276,0.332,0.374,0.707
188," Cabrera, A",CLE,SS,97,381,39,105,16,1,3,29,25,60,6,4,0.276,0.326,0.346,0.673
189," Scutaro, M",BOS,SS,150,632,92,174,38,0,11,56,53,71,5,4,0.275,0.333,0.388,0.721
190," Utley, C",PHI,2B,115,425,75,117,20,2,16,65,63,63,13,2,0.275,0.387,0.445,0.832
191," Pierre, J",CWS,LF,160,651,96,179,18,3,1,47,45,47,68,18,0.275,0.341,0.316,0.657
192," Phillips, B",CIN,2B,155,626,100,172,33,5,18,59,46,83,16,12,0.275,0.332,0.43,0.762
193," Ibanez, R",PHI,LF,155,561,75,154,37,5,16,83,68,108,4,3,0.275,0.349,0.444,0.793
194," Pie, F",BAL,LF,82,288,39,79,15,5,5,31,13,52,5,2,0.274,0.305,0.413,0.718
195," Matsui, H",LAA,DH,145,482,55,132,24,1,21,84,67,98,0,1,0.274,0.361,0.459,0.82
196," Barton, D",OAK,1B,159,556,79,152,33,5,10,57,110,102,7,3,0.273,0.393,0.405,0.798
197," Wells, V",TOR,CF,157,590,79,161,44,3,31,88,50,84,6,4,0.273,0.331,0.515,0.847
198," Francisco, J",CIN,3B,36,55,3,15,3,0,1,7,4,20,0,1,0.273,0.322,0.382,0.704
198," Grudzielanek, M",CLE,2B,30,110,10,30,0,0,0,11,8,10,2,0,0.273,0.328,0.273,0.6
198," Guillen, C",DET,2B,68,253,26,69,17,1,6,34,21,41,1,2,0.273,0.327,0.419,0.746
198," Maldonado, C",WSH,C,4,11,1,3,0,0,1,3,1,2,0,0,0.273,0.333,0.545,0.879
198," Sanchez, G",FLA,1B,151,572,72,156,37,3,19,85,57,101,5,0,0.273,0.341,0.448,0.788
198," Upton, J",ARI,RF,133,495,73,135,27,3,17,69,64,152,18,8,0.273,0.356,0.442,0.799
204," Cust, J",OAK,DH,112,349,50,95,19,0,13,52,68,127,2,2,0.272,0.395,0.438,0.834
205," Baker, J",CHC,3B,79,206,29,56,13,2,4,21,16,50,1,0,0.272,0.326,0.413,0.739
206," Denorfia, C",SD,RF,99,284,41,77,15,2,9,36,27,51,8,4,0.271,0.335,0.433,0.769
207," Cuddyer, M",MIN,RF,157,609,93,165,37,5,14,81,58,93,7,3,0.271,0.336,0.417,0.753
208," Damon, J",DET,DH,145,539,81,146,36,5,8,51,69,90,11,1,0.271,0.355,0.401,0.756
209," Torrealba, Y",SD,C,95,325,31,88,14,0,7,37,33,67,7,5,0.271,0.343,0.378,0.721
210," Cervelli, F",NYY,C,93,266,27,72,11,3,0,38,33,42,1,1,0.271,0.359,0.335,0.694
211," Rosales, A",OAK,2B,80,255,31,69,8,2,7,31,19,65,2,2,0.271,0.321,0.4,0.721
212," Ortiz, D",BOS,DH,145,518,86,140,36,1,32,102,82,145,0,1,0.27,0.37,0.529,0.899
213," Rodriguez, A",NYY,3B,137,522,74,141,29,2,30,125,59,98,4,3,0.27,0.341,0.506,0.847
214," Pierzynski, A",CWS,C,128,474,43,128,29,0,9,56,15,39,3,4,0.27,0.3,0.388,0.688
215," Jeter, D",NYY,SS,157,663,111,179,30,3,10,67,63,106,18,5,0.27,0.34,0.37,0.71
216," Theriot, R",LAD,2B,150,586,72,158,15,2,2,29,41,74,20,9,0.27,0.321,0.312,0.633
217," McDonald, D",BOS,CF,117,319,40,86,18,3,9,34,30,85,9,1,0.27,0.336,0.429,0.766
218," Patterson, C",BAL,LF,90,308,43,83,16,1,8,32,20,75,21,4,0.269,0.315,0.406,0.721
219," McCann, B",ATL,C,143,479,63,129,25,0,21,77,74,98,5,2,0.269,0.375,0.453,0.828
220," Olivo, M",TOR,C,112,394,55,106,17,6,14,58,27,117,7,4,0.269,0.315,0.449,0.765
221," Tejada, M",SD,SS,156,636,71,171,26,0,15,71,30,67,2,0,0.269,0.312,0.381,0.692
222," Weeks Jr., R",MIL,2B,160,651,112,175,32,4,29,83,76,184,11,4,0.269,0.366,0.464,0.83
223," Desmond, I",WSH,SS,154,525,59,141,27,4,10,65,28,109,17,5,0.269,0.308,0.392,0.7
223," Ross, C",SF,RF,153,525,71,141,28,3,14,65,37,121,9,2,0.269,0.322,0.413,0.735
225," Torres, A",SF,CF,139,507,84,136,43,8,16,63,56,128,26,7,0.268,0.343,0.479,0.823
226," Sandoval, P",SF,3B,152,563,61,151,34,3,13,63,47,81,3,2,0.268,0.323,0.409,0.732
227," Coghlan, C",FLA,LF,91,358,60,96,20,3,5,28,33,84,10,3,0.268,0.335,0.383,0.718
227," Francisco, B",PHI,LF,88,179,24,48,13,0,6,28,14,35,8,0,0.268,0.327,0.441,0.768
229," Hardy, J",MIN,SS,101,340,44,91,19,3,6,38,28,54,1,1,0.268,0.32,0.394,0.714
230," Hudson, O",MIN,2B,126,497,80,133,24,5,6,37,50,87,10,3,0.268,0.338,0.372,0.71
231," Willingham, J",WSH,LF,114,370,54,99,19,2,16,56,67,85,8,0,0.268,0.389,0.459,0.848
232," Bloomquist, W",CIN,RF,83,187,31,50,10,1,3,17,9,28,8,5,0.267,0.299,0.38,0.679
233," Blum, G",HOU,3B,93,202,22,54,10,1,2,22,15,33,0,0,0.267,0.321,0.356,0.678
234," Loney, J",LAD,1B,161,588,67,157,41,2,10,88,52,95,10,5,0.267,0.329,0.395,0.723
235," Eckstein, D",SD,2B,116,442,49,118,23,0,1,29,27,35,8,1,0.267,0.321,0.326,0.647
236," Allen, B",ARI,1B,22,45,5,12,3,0,1,6,10,20,0,0,0.267,0.393,0.4,0.793
237," Rodriguez, I",WSH,C,111,398,32,106,18,1,4,49,16,66,2,3,0.266,0.294,0.347,0.64
238," Gomes, J",CIN,LF,148,511,77,136,24,3,18,86,39,123,5,3,0.266,0.327,0.431,0.758
239," Montero, M",ARI,C,85,297,36,79,20,2,9,43,29,71,0,1,0.266,0.332,0.438,0.77
240," Ishikawa, T",SF,1B,116,158,18,42,11,0,3,22,13,29,0,0,0.266,0.32,0.392,0.712
241," Guzman, C",TEX,2B,104,365,48,97,12,4,2,26,20,63,4,2,0.266,0.311,0.337,0.648
242," Bourn, M",HOU,CF,141,535,84,142,25,6,2,38,59,109,52,12,0.265,0.341,0.346,0.686
243," Andrus, E",TEX,SS,148,588,88,156,15,3,0,35,64,96,32,15,0.265,0.342,0.301,0.643
244," Callaspo, A",LAA,3B,146,562,61,149,27,2,10,56,31,42,5,3,0.265,0.302,0.374,0.675
245," Jones Jr., C",ATL,3B,95,317,47,84,21,0,10,46,61,47,5,0,0.265,0.381,0.426,0.806
246," Descalso, D",STL,SS,11,34,6,9,2,0,0,4,2,6,1,0,0.265,0.324,0.324,0.648
246," Schumaker, S",STL,2B,137,476,66,126,18,1,5,42,43,64,5,3,0.265,0.328,0.338,0.667
246," Zaun, G",MIL,C,28,102,11,27,7,0,2,14,11,12,0,0,0.265,0.35,0.392,0.743
249," Headley, C",SD,3B,161,610,77,161,29,3,11,58,56,139,17,5,0.264,0.327,0.375,0.702
250," Span, D",MIN,CF,153,629,85,166,24,10,3,58,60,74,26,4,0.264,0.331,0.348,0.679
251," Davis, I",NYM,1B,147,523,73,138,33,1,19,71,72,138,3,2,0.264,0.351,0.44,0.791
