RK,Player,Team,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG¡¿,OBP,SLG,OPS
253," Dunn, A",WSH,1B,159,546,81,146,29,0,38,105,116,177,0,1,0.267,0.398,0.529,0.928
254," Santiago, R",DET,SS,93,262,29,70,6,2,7,35,17,57,1,2,0.267,0.318,0.385,0.704
255," Gomes, J",CIN,LF,98,281,39,75,17,0,20,51,26,85,3,1,0.267,0.338,0.541,0.879
256," Andrus, E",TEX,SS,145,480,72,128,17,8,6,40,40,77,33,6,0.267,0.329,0.373,0.702
256," Cairo, M",PHI,SS,27,45,6,12,2,1,1,2,0,4,0,0,0.267,0.283,0.422,0.705
256," Gathright, J",BOS,CF,37,30,9,8,0,0,0,0,2,8,2,2,0.267,0.313,0.267,0.579
256," McDonald, D",CIN,RF,47,105,12,28,6,1,2,10,5,31,1,0,0.267,0.306,0.4,0.706
256," Schierholtz, N",SF,RF,116,285,33,76,19,2,5,29,16,58,3,1,0.267,0.302,0.4,0.702
256," Stubbs, D",CIN,CF,42,180,27,48,5,1,8,17,15,49,10,4,0.267,0.323,0.439,0.762
256," Velez, E",SF,LF,84,285,40,76,13,5,5,31,16,55,11,5,0.267,0.308,0.4,0.708
263," Pie, F",BAL,LF,101,252,38,67,10,3,9,29,24,58,1,3,0.266,0.326,0.437,0.763
264," Murphy, D",NYM,1B,155,508,60,135,38,4,12,63,38,69,4,2,0.266,0.313,0.427,0.741
265," Fowler, D",COL,CF,135,433,73,115,29,10,4,34,67,116,27,10,0.266,0.363,0.406,0.77
266," Vizquel, O",TEX,SS,62,177,17,47,7,2,1,14,13,27,4,0,0.266,0.316,0.345,0.66
266," Young, D",PIT,RF,124,354,40,94,16,2,7,43,29,90,2,0,0.266,0.326,0.381,0.707
268," Feliz, P",PHI,3B,158,580,62,154,30,2,12,82,35,68,0,1,0.266,0.308,0.386,0.694
269," Ludwick, R",STL,RF,139,486,63,129,20,1,22,97,41,106,4,2,0.265,0.329,0.447,0.775
270," Hairston, S",OAK,LF,116,430,50,114,27,2,17,64,25,83,11,3,0.265,0.307,0.456,0.763
271," Beltre, A",SEA,3B,111,449,54,119,27,0,8,44,19,74,13,2,0.265,0.304,0.379,0.683
272," Bloomquist, W",KC,RF,125,434,52,115,11,8,4,29,27,73,25,6,0.265,0.308,0.355,0.663
273," Overbay, L",TOR,1B,132,423,57,112,35,1,16,64,74,95,0,0,0.265,0.372,0.466,0.838
274," Molina, B",SF,C,132,491,52,130,25,1,20,80,13,68,0,0,0.265,0.285,0.442,0.727
275," Gonzalez, A",WSH,3B,105,291,31,77,16,3,1,33,14,27,1,1,0.265,0.299,0.351,0.65
276," Jones Jr., C",ATL,3B,143,488,80,129,23,2,18,71,101,89,4,1,0.264,0.388,0.43,0.818
277," Hanigan, R",CIN,C,90,251,22,66,6,1,3,11,37,31,0,0,0.263,0.361,0.331,0.692
278," Ellis, M",OAK,2B,105,377,52,99,23,0,10,61,23,54,10,3,0.263,0.305,0.403,0.708
279," Winn, R",SF,RF,149,538,65,141,33,5,2,51,47,93,16,2,0.262,0.318,0.353,0.671
280," Headley, C",SD,3B,156,543,62,142,31,2,12,64,62,133,10,2,0.262,0.342,0.392,0.734
281," Getz, C",CWS,2B,107,375,49,98,18,4,2,31,30,54,25,2,0.261,0.324,0.347,0.67
282," Gload, R",FLA,1B,125,230,33,60,10,2,6,30,23,30,0,0,0.261,0.329,0.4,0.729
282," Harris, B",MIN,3B,123,414,44,108,22,1,6,37,29,78,0,2,0.261,0.31,0.362,0.672
282," Young, C",SD,P,13,23,2,6,0,0,0,2,2,7,0,0,0.261,0.32,0.261,0.581
285," Drew, S",ARI,SS,135,533,71,139,29,12,12,65,49,87,5,1,0.261,0.32,0.428,0.748
286," Ishikawa, T",SF,1B,120,326,49,85,10,2,9,39,30,89,2,2,0.261,0.329,0.387,0.715
287," Rowand, A",SF,CF,144,499,61,130,30,2,15,64,30,125,4,1,0.261,0.319,0.419,0.738
288," Eckstein, D",SD,2B,136,503,64,131,27,2,2,51,39,46,3,1,0.26,0.323,0.334,0.657
289," Wells, V",TOR,CF,158,630,84,164,37,3,15,66,48,86,17,4,0.26,0.311,0.4,0.711
290," Hart, C",MIL,RF,115,419,64,109,24,3,12,48,43,92,11,6,0.26,0.335,0.418,0.753
291," Mora, M",BAL,3B,125,450,44,117,20,0,8,48,34,60,3,3,0.26,0.321,0.358,0.679
292," Willingham, J",WSH,LF,133,427,70,111,29,0,24,61,61,104,4,3,0.26,0.367,0.496,0.863
293," Santos, O",NYM,C,96,281,28,73,14,1,7,40,15,44,0,0,0.26,0.296,0.391,0.688
294," Cruz, N",TEX,RF,128,462,75,120,21,1,33,76,49,118,20,4,0.26,0.332,0.524,0.856
295," Zaun, G",TB,C,90,262,34,68,17,0,8,27,31,48,0,2,0.26,0.345,0.416,0.761
296," Reynolds, M",ARI,3B,155,578,98,150,30,1,44,102,76,223,24,9,0.26,0.349,0.543,0.892
297," Fox, J",CHC,3B,82,216,23,56,12,0,11,44,14,47,0,0,0.259,0.311,0.468,0.779
297," Owings, M",CIN,P,39,54,7,14,4,1,3,10,1,19,0,0,0.259,0.281,0.537,0.818
299," Nieves, W",WSH,C,72,224,20,58,6,0,1,26,17,45,1,0,0.259,0.313,0.299,0.612
300," Hermida, J",BOS,RF,129,429,48,111,14,2,13,47,56,101,5,2,0.259,0.348,0.392,0.74
301," Fukudome, K",CHC,RF,146,499,79,129,38,5,11,54,93,112,6,10,0.259,0.375,0.421,0.796
302," Moeller, C",BAL,C,30,89,6,23,8,1,2,10,7,16,0,0,0.258,0.313,0.438,0.751
303," Scott, L",BAL,DH,128,449,61,116,26,1,25,77,55,104,0,0,0.258,0.34,0.488,0.828
304," McDonald, J",TOR,SS,73,151,18,39,7,0,4,13,1,18,0,2,0.258,0.271,0.384,0.655
305," Chavez, R",TOR,C,51,159,10,41,8,0,2,15,6,23,1,1,0.258,0.285,0.346,0.631
306," Hernandez, R",CIN,C,81,287,25,74,13,1,5,37,33,34,1,0,0.258,0.336,0.362,0.699
307," LaRoche, A",PIT,3B,150,524,64,135,29,5,12,64,50,84,3,1,0.258,0.33,0.401,0.731
308," Lewis, F",SF,LF,122,295,49,76,21,3,4,20,36,84,8,4,0.258,0.348,0.39,0.738
309," Bradley, M",CHC,RF,124,393,61,101,17,1,12,40,66,95,2,3,0.257,0.378,0.397,0.775
310," Francisco, B",PHI,LF,126,405,58,104,30,1,15,46,38,83,14,7,0.257,0.332,0.447,0.779
311," McLouth, N",ATL,CF,129,507,86,130,27,2,20,70,68,99,19,6,0.256,0.352,0.436,0.788
312," Venable, W",SD,RF,95,293,38,75,14,2,12,38,25,89,6,1,0.256,0.323,0.44,0.763
313," Izturis, C",BAL,SS,114,387,34,99,14,4,2,30,18,38,12,4,0.256,0.294,0.328,0.622
313," Valdez, W",NYM,SS,41,86,11,22,3,2,0,7,8,10,0,1,0.256,0.326,0.337,0.664
315," Keppinger, J",HOU,2B,107,305,35,78,13,3,7,29,27,33,0,2,0.256,0.32,0.387,0.707
316," Kouzmanoff, K",SD,3B,141,529,50,135,31,1,18,88,27,106,1,0,0.255,0.302,0.42,0.722
317," Wilson, J",SEA,SS,106,373,37,95,23,1,5,39,21,48,3,1,0.255,0.292,0.362,0.654
318," Ruiz, C",PHI,C,107,322,32,82,26,1,9,43,47,39,3,2,0.255,0.355,0.425,0.78
319," Cabrera, E",SD,SS,103,377,59,96,18,8,2,31,46,88,25,8,0.255,0.342,0.361,0.703
320," Johnson, R",CHC,CF,65,165,23,42,10,2,4,22,13,27,2,1,0.255,0.33,0.412,0.742
321," Peralta, J",CLE,3B,151,582,57,148,35,1,11,83,51,134,0,2,0.254,0.316,0.375,0.69
322," LaPorta, M",CLE,LF,52,181,29,46,13,0,7,21,12,37,2,0,0.254,0.308,0.442,0.75
323," Aybar, W",TB,DH,105,296,38,75,12,0,12,41,34,54,1,0,0.253,0.331,0.416,0.747
324," Baldelli, R",BOS,RF,62,150,23,38,4,1,7,23,11,37,1,0,0.253,0.311,0.433,0.744
324," Orr, P",WSH,2B,27,75,5,19,2,1,1,10,3,15,2,1,0.253,0.272,0.347,0.618
326," Kinsler, I",TEX,2B,144,566,101,143,32,4,31,86,59,77,31,5,0.253,0.327,0.488,0.814
327," Jaramillo, J",PIT,C,63,206,20,52,14,0,3,26,17,33,1,0,0.252,0.309,0.364,0.673
328," Blanco, A",CHC,2B,53,123,15,31,8,0,1,12,8,14,0,2,0.252,0.303,0.341,0.644
329," Thames, M",DET,DH,87,258,33,65,11,1,13,36,29,72,0,2,0.252,0.323,0.453,0.777
330," Bonifacio, E",FLA,3B,127,461,72,116,11,6,1,27,34,95,21,9,0.252,0.303,0.308,0.611
331," Hernandez, A",NYM,SS,123,366,39,92,15,4,3,37,33,63,7,5,0.251,0.312,0.339,0.651
332," Rasmus, C",STL,CF,147,474,72,119,22,2,16,52,36,95,3,1,0.251,0.307,0.407,0.714
333," Cora, A",NYM,SS,82,271,31,68,11,1,1,18,25,28,8,3,0.251,0.32,0.31,0.63
334," Hairston Jr., J",NYY,3B,131,383,62,96,23,1,10,39,32,54,7,4,0.251,0.315,0.394,0.71
335," Branyan, R",SEA,1B,116,431,64,108,21,1,31,76,58,149,2,0,0.251,0.347,0.52,0.867
336," Dye, J",CWS,RF,141,503,78,126,19,1,27,81,64,108,0,2,0.25,0.34,0.453,0.793
337," DeRosa, M",STL,3B,139,515,78,129,23,1,23,78,47,121,3,2,0.25,0.319,0.433,0.752
338," Abreu, T",ARI,2B,6,8,0,2,0,0,0,1,3,2,0,1,0.25,0.455,0.25,0.705
338," Bellorin, E",COL,C,2,8,1,2,0,0,0,0,1,1,0,0,0.25,0.333,0.25,0.583
338," Bernadina, R",WSH,LF,3,4,1,1,1,0,0,0,1,1,1,0,0.25,0.4,0.5,0.9
338," Blanks, K",SD,RF,54,148,24,37,9,0,10,22,18,55,1,1,0.25,0.355,0.514,0.868
338," Buehrle, M",CWS,P,2,4,1,1,0,0,1,1,0,1,0,0,0.25,0.25,1,1.25
338," Cameron, M",MIL,CF,149,544,78,136,32,3,24,70,75,156,7,3,0.25,0.342,0.452,0.795
338," De Aza, A",CWS,LF,22,20,6,5,1,0,0,3,5,5,0,0,0.25,0.385,0.3,0.685
338," Doumit, R",PIT,C,75,280,31,70,16,0,10,38,20,49,4,0,0.25,0.299,0.414,0.714
338," Dukes, E",WSH,CF,107,364,38,91,20,4,8,58,46,74,3,10,0.25,0.337,0.393,0.729
338," Green, A",NYM,3B,4,4,0,1,0,0,0,0,1,1,0,0,0.25,0.4,0.25,0.65
338," Guzman, J",SF,1B,12,20,0,5,0,0,0,0,0,3,0,0,0.25,0.25,0.25,0.5
338," Hester, J",ARI,C,15,28,4,7,2,0,1,4,2,7,0,0,0.25,0.3,0.429,0.729
338," Hoffpauir, J",TOR,2B,8,12,1,3,2,0,0,2,4,2,0,0,0.25,0.438,0.417,0.854
338," Kelly, D",DET,LF,31,56,8,14,3,1,0,3,4,10,1,0,0.25,0.311,0.339,0.651
338," Kendrick, K",PHI,P,9,8,0,2,0,0,0,0,0,5,0,0,0.25,0.25,0.25,0.5
338," Maloney, M",CIN,P,7,12,1,3,0,0,0,0,1,5,0,0,0.25,0.308,0.25,0.558
338," Martinez, J",SF,P,10,8,2,2,1,0,0,0,0,1,0,0,0.25,0.25,0.375,0.625
338," Matsui, K",HOU,2B,132,476,56,119,20,2,9,46,34,85,19,3,0.25,0.302,0.357,0.659
338," Matthews Jr., G",LAA,CF,103,316,44,79,19,2,4,50,40,74,4,1,0.25,0.336,0.361,0.697
338," Maybin, C",FLA,CF,54,176,30,44,12,2,4,13,17,51,1,3,0.25,0.318,0.409,0.727
338," Morse, M",WSH,1B,32,52,4,13,3,0,3,10,3,16,0,0,0.25,0.291,0.481,0.772
338," Mujica, E",SD,P,63,8,1,2,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5
338," Murton, M",COL,RF,29,52,7,13,5,0,1,6,4,14,2,0,0.25,0.304,0.404,0.707
338," Renteria, E",SF,SS,124,460,50,115,19,1,5,48,39,69,7,2,0.25,0.307,0.328,0.635
338," Richar, D",CIN,3B,7,8,1,2,0,0,0,0,1,1,0,0,0.25,0.333,0.25,0.583
338," Rollins, J",PHI,SS,155,672,100,168,43,5,21,77,44,70,31,8,0.25,0.296,0.423,0.719
338," Sabathia, C",NYY,P,2,4,1,1,0,0,0,1,0,1,0,0,0.25,0.25,0.25,0.5
338," Sullivan, C",NYM,LF,64,136,17,34,2,5,2,15,19,22,7,1,0.25,0.338,0.382,0.72
338," Valbuena, L",CLE,2B,103,368,52,92,25,3,10,31,26,83,2,3,0.25,0.298,0.416,0.714
338," Vargas, J",SEA,P,2,4,0,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5
338," Wright, W",HOU,P,48,4,2,1,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.5
369," Martin, R",LAD,C,143,505,63,126,19,0,7,53,69,80,11,6,0.25,0.352,0.329,0.68
370," Rodriguez, I",TEX,C,121,425,55,106,23,2,10,47,18,92,1,2,0.249,0.28,0.384,0.663
371," Swisher, N",NYY,RF,150,498,84,124,35,1,29,82,97,126,0,0,0.249,0.371,0.498,0.869
372," Granderson, C",DET,CF,160,631,91,157,23,8,30,71,72,141,20,6,0.249,0.327,0.453,0.78
373," Olivo, M",KC,C,114,390,51,97,15,5,23,65,19,126,5,2,0.249,0.292,0.49,0.781
374," Thome, J",LAD,1B,124,362,55,90,15,0,23,77,69,123,0,0,0.249,0.366,0.481,0.847
375," Romero, A",ARI,LF,66,145,14,36,6,2,1,18,11,23,2,0,0.248,0.306,0.338,0.644
376," Sizemore, G",CLE,CF,106,436,73,108,20,6,18,64,60,92,13,8,0.248,0.343,0.445,0.788
377," Rios, A",CWS,RF,149,582,63,144,31,2,17,71,37,107,24,5,0.247,0.296,0.395,0.691
378," Buck, J",KC,C,59,186,16,46,12,4,8,36,13,55,1,1,0.247,0.299,0.484,0.782
379," Maxwell, J",WSH,CF,40,89,13,22,4,1,4,9,12,32,6,1,0.247,0.343,0.449,0.793
380," Johjima, K",SEA,C,71,239,24,59,11,0,9,22,12,28,2,2,0.247,0.296,0.406,0.702
381," Dobbs, G",PHI,3B,97,154,15,38,6,0,5,20,11,29,1,0,0.247,0.296,0.383,0.679
382," Blum, G",HOU,3B,120,381,34,94,14,1,10,49,33,61,0,1,0.247,0.314,0.367,0.681
383," Haren, D",ARI,P,35,73,6,18,5,0,1,10,3,22,0,0,0.247,0.269,0.356,0.625
384," Ojeda, A",ARI,2B,103,264,38,65,17,3,1,16,32,28,3,1,0.246,0.34,0.345,0.685
385," Marson, L",CLE,C,21,61,9,15,7,0,0,4,10,21,0,0,0.246,0.347,0.361,0.708
386," Young Jr., E",COL,CF,30,57,7,14,1,0,1,1,4,12,4,4,0.246,0.295,0.316,0.611
387," Barmes, C",COL,2B,154,550,69,135,32,3,23,76,31,121,12,10,0.245,0.294,0.44,0.734
388," Betancourt, Y",KC,SS,134,470,40,115,20,6,6,49,21,44,3,3,0.245,0.274,0.351,0.625
389," Quinlan, R",LAA,1B,54,115,13,28,5,0,2,14,5,30,1,1,0.243,0.275,0.339,0.614
390," Maier, M",KC,CF,127,341,42,83,15,3,3,31,43,76,9,2,0.243,0.333,0.331,0.665
391," Uggla, D",FLA,2B,158,564,84,137,27,1,31,90,92,150,2,1,0.243,0.354,0.459,0.813
392," Oeltjen, T",ARI,LF,24,70,11,17,4,1,3,4,1,13,3,1,0.243,0.25,0.457,0.707
393," Anderson, B",BOS,RF,86,202,32,49,9,0,4,18,23,54,3,6,0.243,0.328,0.347,0.674
394," Hernandez, M",BAL,C,35,99,12,24,3,1,1,12,7,12,2,1,0.242,0.292,0.323,0.616
395," Reed, J",NYM,LF,126,161,9,39,6,2,0,9,14,36,0,3,0.242,0.301,0.304,0.605
396," Gamel, M",MIL,3B,61,128,11,31,6,1,5,20,18,54,1,0,0.242,0.338,0.422,0.76
397," Hinske, E",NYY,RF,93,190,31,46,12,0,8,25,27,52,1,0,0.242,0.348,0.432,0.78
398," Guillen, J",KC,RF,81,281,30,68,8,0,9,40,22,50,1,0,0.242,0.314,0.367,0.681
399," Scales, B",CHC,LF,51,124,15,30,8,2,3,15,11,32,0,0,0.242,0.312,0.411,0.723
400," Guillen, C",DET,LF,81,277,36,67,10,3,11,41,39,56,1,3,0.242,0.339,0.419,0.757
401," Spilborghs, R",COL,LF,133,352,55,85,24,3,8,48,34,79,9,5,0.241,0.31,0.395,0.705
402," Kendall, J",MIL,C,134,452,48,109,19,2,2,43,46,58,7,2,0.241,0.331,0.305,0.636
403," Soriano, A",CHC,LF,117,477,64,115,25,1,20,55,40,118,9,2,0.241,0.303,0.423,0.726
404," Upton Jr., M",TB,CF,144,560,79,135,33,4,11,55,57,152,42,14,0.241,0.313,0.373,0.686
405," Huff, A",DET,1B,150,536,59,129,30,1,15,85,51,87,0,6,0.241,0.31,0.384,0.694
406," Snider, T",TOR,LF,77,241,34,58,14,1,9,29,29,78,1,1,0.241,0.328,0.419,0.748
407," LaRue, J",STL,C,51,104,10,25,3,0,2,6,3,22,1,0,0.24,0.288,0.327,0.615
408," Anderson, J",KC,RF,118,283,42,68,7,4,1,24,13,43,25,5,0.24,0.276,0.304,0.58
409," Taveras, W",CIN,CF,102,404,56,97,11,2,1,15,18,58,25,6,0.24,0.275,0.285,0.559
410," Robinson, S",STL,RF,11,25,1,6,1,0,0,1,0,2,1,0,0.24,0.231,0.28,0.511
410," Thomas, C",DET,RF,102,275,46,66,13,3,7,39,33,77,3,0,0.24,0.324,0.385,0.709
412," Cust, J",OAK,DH,149,513,88,123,16,0,25,70,93,185,4,1,0.24,0.356,0.417,0.773
413," Nix, L",CIN,LF,116,309,42,74,26,1,15,46,22,81,0,1,0.239,0.291,0.476,0.767
414," Hoffpauir, M",CHC,1B,105,234,28,56,12,1,10,35,20,46,1,0,0.239,0.3,0.427,0.727
415," Kapler, G",TB,RF,99,205,26,49,15,1,8,32,29,39,5,2,0.239,0.329,0.439,0.768
416," Ortiz, D",BOS,DH,150,541,77,129,35,1,28,99,74,134,0,2,0.238,0.332,0.462,0.794
417," Hundley, N",SD,C,78,256,23,61,15,2,8,30,28,76,5,1,0.238,0.313,0.406,0.719
418," Buckner, B",ARI,P,14,21,0,5,2,0,0,6,0,8,0,0,0.238,0.238,0.333,0.571
418," Sanchez, G",FLA,1B,21,21,2,5,0,0,2,3,2,3,0,0,0.238,0.304,0.524,0.828
420," Davis, C",TEX,1B,113,391,48,93,15,1,21,59,24,150,0,0,0.238,0.284,0.442,0.726
420," Gonzalez, A",BOS,SS,112,391,42,93,22,0,8,41,20,65,2,1,0.238,0.279,0.355,0.635
422," Everett, A",DET,SS,118,345,43,82,21,0,3,44,22,61,5,2,0.238,0.288,0.325,0.613
423," Burriss, E",SF,2B,61,202,18,48,6,0,0,13,14,34,11,4,0.238,0.292,0.267,0.56
424," Tracy, C",ARI,1B,98,257,29,61,15,0,8,39,26,38,1,0,0.237,0.306,0.389,0.695
425," Hill, K",CHC,C,83,253,26,60,12,2,2,24,27,78,0,0,0.237,0.312,0.324,0.636
426," Michaels, J",HOU,LF,102,135,17,32,12,1,4,16,16,38,1,2,0.237,0.322,0.43,0.752
426," Redmond, M",MIN,C,45,135,9,32,5,1,0,7,11,19,0,0,0.237,0.299,0.289,0.588
428," Kottaras, G",BOS,C,45,93,15,22,11,0,1,10,11,25,0,0,0.237,0.308,0.387,0.696
429," Quentin, C",CWS,RF,99,351,47,83,14,0,21,56,31,52,3,0,0.236,0.323,0.456,0.779
430," Moss, B",PIT,RF,133,385,47,91,20,4,7,41,34,84,1,5,0.236,0.304,0.364,0.668
431," Fontenot, M",CHC,2B,135,377,38,89,22,2,9,43,35,83,4,1,0.236,0.301,0.377,0.677
432," Quintero, H",HOU,C,60,157,11,37,8,1,4,14,7,41,0,0,0.236,0.286,0.376,0.662
433," Green, N",BOS,SS,103,276,35,65,18,0,6,35,20,69,1,4,0.236,0.303,0.366,0.669
434," Blanco, H",SD,C,67,204,21,48,12,0,6,16,26,50,0,0,0.235,0.32,0.382,0.703
434," Buscher, B",MIN,1B,61,136,14,32,3,1,2,12,24,35,0,0,0.235,0.36,0.316,0.676
434," Harris, W",WSH,LF,137,323,47,76,18,6,7,27,57,62,11,4,0.235,0.364,0.393,0.757
437," Bautista, J",TOR,RF,113,336,54,79,13,3,13,40,56,85,4,0,0.235,0.349,0.408,0.757
438," Crowe, T",CLE,RF,68,183,22,43,9,3,1,17,11,39,6,0,0.235,0.278,0.333,0.611
439," Carroll, B",FLA,RF,92,141,18,33,8,2,3,18,11,33,0,0,0.234,0.306,0.383,0.689
440," Balentien, W",CIN,RF,96,265,30,62,17,1,7,24,28,70,2,1,0.234,0.305,0.385,0.69
441," Blalock, H",TEX,1B,123,462,62,108,21,4,25,66,26,108,2,0,0.234,0.277,0.459,0.736
442," Saltalamacchia, J",TEX,C,84,283,34,66,12,0,9,34,22,97,0,2,0.233,0.29,0.371,0.661
443," Barden, B",STL,3B,52,103,13,24,3,0,4,10,6,21,0,0,0.233,0.286,0.379,0.664
444," Tolbert, M",MIN,2B,71,198,28,46,7,1,2,19,21,37,6,2,0.232,0.303,0.308,0.611
445," Marte, A",CLE,1B,47,155,20,36,6,1,6,25,14,30,0,0,0.232,0.293,0.4,0.693
446," Loretta, M",LAD,3B,107,181,19,42,8,0,0,25,20,21,1,1,0.232,0.309,0.276,0.585
447," Gordon, A",KC,3B,49,164,28,38,6,0,6,22,21,43,5,0,0.232,0.324,0.378,0.703
448," Ankiel, R",STL,CF,122,372,50,86,21,2,11,38,26,99,4,3,0.231,0.285,0.387,0.672
449," Cash, K",NYY,C,10,26,1,6,2,0,0,3,0,5,0,0,0.231,0.25,0.308,0.558
449," Evans, N",NYM,LF,30,65,5,15,5,1,1,7,4,20,0,0,0.231,0.275,0.385,0.66
449," Iribarren, H",MIL,2B,12,13,1,3,2,0,0,1,1,5,0,0,0.231,0.286,0.385,0.67
449," Marshall, S",CHC,P,51,13,2,3,0,0,0,2,1,5,0,0,0.231,0.286,0.231,0.516
449," Shelton, C",SEA,3B,9,26,1,6,2,0,0,4,2,11,0,0,0.231,0.286,0.308,0.593
449," Weaver, J",LAD,P,26,13,1,3,0,0,0,0,0,6,0,0,0.231,0.231,0.231,0.462
455," Vazquez, R",PIT,SS,101,204,17,47,7,0,1,16,31,47,1,0,0.23,0.335,0.279,0.614
456," Bard, J",WSH,C,90,274,20,63,18,0,6,31,24,50,0,1,0.23,0.293,0.361,0.655
456," Gerut, J",MIL,CF,122,274,40,63,13,0,9,35,19,43,6,2,0.23,0.279,0.376,0.654
458," Stavinoha, N",STL,RF,39,87,6,20,7,0,2,17,2,15,1,0,0.23,0.242,0.379,0.621
459," Inge, B",DET,3B,161,562,71,129,16,1,27,84,54,170,2,5,0.23,0.314,0.406,0.72
460," Hardy, J",MIL,SS,115,414,53,95,16,2,11,47,43,85,0,1,0.229,0.302,0.357,0.659
461," Gomez, C",MIN,CF,137,315,51,72,15,5,3,28,22,72,14,7,0.229,0.287,0.337,0.623
461," Powell, L",OAK,C,46,140,19,32,7,0,7,30,14,36,0,0,0.229,0.297,0.429,0.725
463," Punto, N",MIN,SS,125,359,56,82,15,1,1,38,61,70,16,3,0.228,0.337,0.284,0.621
464," Iannetta, C",COL,C,93,289,41,66,15,2,16,52,43,75,0,1,0.228,0.344,0.46,0.804
465," Whiteside, E",SF,C,49,127,15,29,6,1,2,13,4,30,0,0,0.228,0.269,0.339,0.607
466," Stewart, I",COL,3B,147,425,74,97,19,3,25,70,56,138,7,4,0.228,0.322,0.464,0.785
467," Jacobs, M",KC,DH,128,434,46,99,16,1,19,61,41,132,0,0,0.228,0.297,0.401,0.698
468," Rivera, M",MIL,C,41,114,10,26,7,0,2,14,15,32,1,0,0.228,0.326,0.342,0.668
469," Crisp, C",KC,CF,49,180,30,41,8,5,3,14,29,23,13,2,0.228,0.336,0.378,0.714
470," Bixler, B",PIT,SS,18,44,5,10,5,0,0,3,2,26,1,0,0.227,0.261,0.341,0.602
470," Tuiasosopo, M",SEA,3B,7,22,2,5,1,0,1,2,2,5,0,0,0.227,0.28,0.409,0.689
472," Pena, C",TB,1B,135,471,91,107,25,2,39,100,87,163,3,3,0.227,0.356,0.537,0.893
473," Gross, G",TB,RF,115,282,31,64,16,1,6,36,42,79,6,3,0.227,0.326,0.355,0.681
474," Duncan, C",BOS,LF,87,260,25,59,15,2,5,32,41,67,0,1,0.227,0.329,0.358,0.687
475," Scherzer, M",ARI,P,30,53,4,12,2,0,0,3,3,17,0,0,0.226,0.268,0.264,0.532
476," Barajas, R",TOR,C,125,429,43,97,19,0,19,71,20,76,1,0,0.226,0.258,0.403,0.661
477," Atkins, G",COL,3B,126,354,37,80,12,1,9,48,41,58,0,0,0.226,0.308,0.342,0.65
478," Byrnes, E",ARI,LF,84,239,26,54,14,1,8,31,12,30,9,3,0.226,0.27,0.393,0.663
479," Petit, G",OAK,2B,11,31,2,7,1,0,0,1,0,6,0,0,0.226,0.226,0.258,0.484
480," Wise, D",CWS,CF,84,142,17,32,8,3,2,11,3,27,4,5,0.225,0.262,0.366,0.628
481," Encarnacion, E",TOR,3B,85,293,35,66,11,2,13,39,37,67,2,1,0.225,0.32,0.41,0.729
482," Crede, J",MIN,3B,90,333,42,75,16,1,15,48,29,56,0,0,0.225,0.289,0.414,0.703
483," Laird, G",DET,C,135,413,49,93,23,2,4,33,40,68,5,0,0.225,0.306,0.32,0.626
484," Thurston, J",STL,3B,124,267,27,60,17,4,1,25,33,56,4,2,0.225,0.316,0.33,0.645
485," Johnson, K",ATL,2B,106,303,47,68,20,3,8,29,32,54,7,2,0.224,0.303,0.389,0.692
486," Coste, C",HOU,C,88,205,15,46,13,0,2,18,22,55,0,0,0.224,0.301,0.317,0.618
487," Bako, P",PHI,C,44,116,12,26,4,0,3,9,13,32,0,1,0.224,0.308,0.336,0.644
488," Everidge, T",OAK,1B,24,85,13,19,6,0,2,7,8,17,0,0,0.224,0.302,0.365,0.667
488," Nix, J",CWS,2B,94,255,36,57,11,0,12,32,28,64,10,2,0.224,0.308,0.408,0.716
490," Bruce, J",CIN,RF,101,345,47,77,15,2,22,58,38,75,3,3,0.223,0.303,0.47,0.773
491," Millar, K",TOR,1B,78,251,29,56,14,0,7,29,31,49,0,0,0.223,0.311,0.363,0.674
492," Crosby, B",OAK,1B,97,238,35,53,10,2,6,29,24,44,2,1,0.223,0.295,0.357,0.652
493," Andino, R",BAL,SS,78,198,31,44,7,0,2,10,15,47,3,3,0.222,0.274,0.288,0.562
493," Greene, T",STL,SS,48,108,9,24,5,0,2,7,4,32,3,0,0.222,0.27,0.324,0.594
493," Lowe, D",ATL,P,32,54,6,12,0,0,0,1,4,16,0,0,0.222,0.276,0.222,0.498
493," Myers, B",PHI,P,17,18,2,4,1,0,0,0,1,4,0,0,0.222,0.263,0.278,0.541
497," Fields, J",CWS,3B,79,239,29,53,5,2,7,30,25,76,2,3,0.222,0.301,0.347,0.648
498," Saunders, M",SEA,LF,46,122,13,27,1,3,0,4,6,40,4,1,0.221,0.258,0.279,0.537
499," Burrell, P",TB,DH,122,412,45,91,16,1,14,64,57,119,2,0,0.221,0.315,0.367,0.682
500," Jimenez, U",COL,P,31,59,5,13,0,0,0,2,6,15,0,0,0.22,0.292,0.22,0.513
501," Castro, R",CWS,C,57,155,13,34,8,0,7,25,16,39,0,0,0.219,0.292,0.406,0.699
502," Buck, T",OAK,RF,36,105,11,23,3,0,3,10,10,20,1,1,0.219,0.287,0.333,0.62
