RK,Player,Team,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG¡¿,OBP,SLG,OPS
80," Gordon, A",KC,LF,151,611,101,185,45,4,23,87,67,139,17,8,0.303,0.376,0.502,0.879
81," Constanza, J",ATL,CF,42,109,21,33,1,1,2,10,6,14,7,4,0.303,0.339,0.385,0.724
81," Doumit, R",PIT,C,77,218,17,66,12,1,8,30,16,35,0,1,0.303,0.353,0.477,0.83
83," Morse, M",WSH,1B,146,522,73,158,36,0,31,95,36,126,2,3,0.303,0.36,0.55,0.91
84," Davis, I",NYM,1B,36,129,20,39,8,1,7,25,17,31,0,0,0.302,0.383,0.543,0.925
85," Bautista, J",TOR,RF,149,513,105,155,24,2,43,103,132,111,9,5,0.302,0.447,0.608,1.056
86," Cano, R",NYY,2B,159,623,104,188,46,7,28,118,38,96,8,2,0.302,0.349,0.533,0.882
87," Tulowitzki, T",COL,SS,143,537,81,162,36,2,30,105,59,79,9,3,0.302,0.372,0.544,0.916
88," Helton, T",COL,1B,124,421,59,127,27,0,14,69,59,71,0,1,0.302,0.385,0.466,0.85
89," Dinkelman, B",MIN,2B,23,73,5,22,1,0,0,4,4,14,2,0,0.301,0.346,0.315,0.661
90," Berkman, L",STL,1B,145,488,90,147,23,2,31,94,92,93,2,6,0.301,0.412,0.547,0.959
91," Chavez, E",TEX,CF,83,256,37,77,11,3,5,27,10,30,10,5,0.301,0.323,0.426,0.749
92," Konerko, P",CWS,1B,149,543,69,163,25,0,31,105,77,89,1,1,0.3,0.388,0.517,0.906
93," Beltran, C",SF,RF,142,520,78,156,39,6,22,84,71,88,4,2,0.3,0.385,0.525,0.91
93," Duke, Z",ARI,P,20,20,3,6,0,0,2,6,1,7,0,0,0.3,0.333,0.6,0.933
93," Phillips, B",CIN,2B,150,610,94,183,38,2,18,82,44,85,14,9,0.3,0.353,0.457,0.81
93," Pill, B",SF,1B,15,50,7,15,3,2,2,9,2,8,0,1,0.3,0.321,0.56,0.881
97," Peralta, J",DET,SS,146,525,68,157,25,3,21,86,40,95,0,2,0.299,0.345,0.478,0.824
98," Pujols, A",STL,1B,147,579,105,173,29,0,37,99,61,58,9,1,0.299,0.366,0.541,0.906
99," Fielder, P",MIL,1B,162,569,95,170,36,1,38,120,107,106,1,1,0.299,0.415,0.566,0.981
100," Scutaro, M",BOS,SS,113,395,59,118,26,1,7,54,38,36,4,2,0.299,0.358,0.423,0.781
101," Hamilton, J",TEX,LF,121,487,80,145,31,5,25,94,39,93,8,1,0.298,0.346,0.536,0.882
102," Presley, A",PIT,LF,52,215,27,64,12,6,4,20,13,40,9,3,0.298,0.339,0.465,0.804
103," Freese, D",STL,3B,97,333,41,99,16,1,10,55,24,75,1,0,0.297,0.35,0.441,0.791
104," Jay, J",STL,CF,159,455,56,135,24,2,10,37,28,81,6,7,0.297,0.344,0.424,0.768
104," Jeter, D",NYY,SS,131,546,84,162,24,4,6,61,46,81,16,6,0.297,0.355,0.388,0.743
106," Holliday, M",STL,LF,124,446,83,132,36,0,22,75,60,93,2,1,0.296,0.388,0.525,0.912
107," Beltre, A",TEX,3B,124,487,82,144,33,0,32,105,25,53,1,1,0.296,0.331,0.561,0.892
108," Bonifacio, E",FLA,CF,152,565,78,167,26,7,5,36,59,129,40,11,0.296,0.36,0.393,0.753
109," Avila, A",DET,C,141,464,63,137,33,4,19,82,73,131,3,1,0.295,0.389,0.506,0.895
110," Gonzalez, C",COL,LF,127,481,92,142,27,3,26,92,48,105,20,5,0.295,0.363,0.526,0.889
111," Bourn, M",ATL,CF,158,656,94,193,34,10,2,50,53,140,61,14,0.294,0.349,0.386,0.734
112," Bourgeois, J",HOU,CF,93,238,30,70,8,2,1,16,10,24,31,6,0.294,0.323,0.357,0.68
113," Lawrie, B",TOR,3B,43,150,26,44,8,4,9,25,16,31,7,1,0.293,0.373,0.58,0.953
114," Hosmer, E",KC,1B,128,523,66,153,27,3,19,78,34,82,11,5,0.293,0.334,0.465,0.799
115," Duda, L",NYM,RF,100,301,38,88,21,3,10,50,33,57,1,0,0.292,0.37,0.482,0.852
116," Parra, G",ARI,RF,141,445,55,130,20,8,8,46,43,82,15,1,0.292,0.357,0.427,0.784
117," Ethier, A",LAD,RF,135,487,67,142,30,0,11,62,58,103,0,1,0.292,0.368,0.421,0.789
118," Butler, B",KC,DH,159,597,74,174,44,0,19,95,66,95,2,1,0.291,0.361,0.461,0.822
119," Escobar, Y",TOR,SS,133,513,77,149,24,3,11,48,61,70,3,3,0.29,0.369,0.413,0.782
120," Guerrero, V",BAL,DH,145,562,60,163,30,1,13,63,17,56,2,2,0.29,0.317,0.416,0.733
121," Carroll, J",LAD,SS,146,452,52,131,14,6,0,17,47,58,10,0,0.29,0.359,0.347,0.706
122," Upton, J",ARI,RF,159,592,105,171,39,5,31,88,59,126,21,9,0.289,0.369,0.529,0.898
123," Headley, C",SD,3B,113,381,43,110,28,1,4,44,52,92,13,2,0.289,0.374,0.399,0.773
124," Sanchez, F",SF,2B,60,239,21,69,15,1,3,24,13,35,0,1,0.289,0.332,0.397,0.73
125," Zimmerman, R",WSH,3B,101,395,52,114,21,2,12,49,41,73,3,1,0.289,0.355,0.443,0.798
126," Callaspo, A",LAA,3B,141,475,54,137,23,0,6,46,58,48,8,1,0.288,0.366,0.375,0.74
127," Hundley, N",SD,C,82,281,34,81,16,5,9,29,22,74,1,1,0.288,0.347,0.477,0.824
128," LaHair, B",CHC,RF,20,59,9,17,5,1,2,6,9,18,0,0,0.288,0.377,0.508,0.885
128," Loney, J",LAD,1B,158,531,56,153,30,1,12,65,42,67,4,0,0.288,0.339,0.416,0.755
130," Mauer, J",MIN,C,82,296,38,85,15,0,3,30,32,38,0,0,0.287,0.36,0.368,0.729
131," Pierzynski, A",CWS,C,129,464,38,133,29,1,8,48,23,33,0,0,0.287,0.323,0.405,0.728
132," Bogusevic, B",HOU,RF,87,164,22,47,14,1,4,15,15,40,4,2,0.287,0.348,0.457,0.805
133," Badenhop, B",FLA,P,45,7,1,2,1,0,0,1,1,5,0,0,0.286,0.375,0.429,0.804
133," Castro, J",LAD,2B,7,14,2,4,0,0,0,1,1,4,0,0,0.286,0.333,0.286,0.619
133," Escobar, E",CWS,SS,9,7,0,2,0,0,0,0,0,1,0,0,0.286,0.286,0.286,0.571
133," Ford, D",SF,CF,26,14,7,4,0,0,0,0,1,5,7,5,0.286,0.375,0.286,0.661
133," Pacheco, J",COL,3B,21,84,5,24,1,0,2,14,3,9,0,0,0.286,0.318,0.369,0.687
133," Paredes, J",HOU,3B,46,168,16,48,8,2,2,18,9,47,5,4,0.286,0.32,0.393,0.713
139," Kendrick, H",LAA,2B,140,537,86,153,30,6,18,63,33,119,14,6,0.285,0.338,0.464,0.802
140," Betemit, W",DET,3B,97,323,40,92,22,4,8,46,31,105,4,1,0.285,0.343,0.452,0.795
141," Hart, C",MIL,1B,130,492,80,140,25,4,26,63,51,114,7,6,0.285,0.356,0.51,0.866
142," Francoeur, J",KC,RF,153,601,77,171,47,4,20,87,37,123,22,10,0.285,0.329,0.476,0.805
143," Posey, B",SF,C,45,162,17,46,5,0,4,21,18,30,3,0,0.284,0.368,0.389,0.756
144," Markakis, N",BAL,RF,160,641,72,182,31,1,15,73,62,75,12,3,0.284,0.351,0.406,0.756
145," Smith, S",COL,LF,147,476,67,135,32,9,15,59,46,93,10,2,0.284,0.347,0.483,0.83
146," Cuddyer, M",MIN,RF,139,529,70,150,29,2,20,70,48,95,11,1,0.284,0.346,0.459,0.805
147," Tejada, R",NYM,SS,96,328,31,93,15,1,0,36,35,50,5,1,0.284,0.36,0.335,0.696
148," Schumaker, S",STL,2B,117,367,34,104,19,0,2,38,27,50,0,2,0.283,0.333,0.351,0.685
149," Ruiz, C",PHI,C,132,410,49,116,23,0,6,40,48,48,1,0,0.283,0.371,0.383,0.754
150," Boesch, B",DET,RF,115,428,75,121,25,1,16,54,35,83,5,3,0.283,0.341,0.458,0.799
151," Bailey, H",CIN,P,21,39,7,11,2,0,0,2,1,11,0,0,0.282,0.3,0.333,0.633
152," Freeman, F",ATL,1B,157,571,67,161,32,0,21,76,53,142,4,4,0.282,0.346,0.448,0.795
153," Montero, M",ARI,C,140,493,65,139,36,1,18,86,47,97,1,1,0.282,0.351,0.469,0.82
154," Hernandez, R",CIN,C,91,298,28,84,13,0,12,36,23,41,0,0,0.282,0.341,0.446,0.788
155," Adams, R",BAL,2B,29,89,9,25,4,0,0,7,6,25,0,0,0.281,0.333,0.326,0.659
156," Molina, J",TOR,C,55,171,19,48,12,1,3,15,15,44,2,1,0.281,0.342,0.415,0.757
157," Jones, A",BAL,CF,151,567,68,159,26,2,25,83,29,113,12,4,0.28,0.319,0.466,0.785
158," Hafner, T",CLE,DH,94,325,41,91,16,0,13,57,36,78,0,0,0.28,0.361,0.449,0.811
158," Valaika, C",CIN,3B,14,25,3,7,1,1,0,0,2,3,0,0,0.28,0.333,0.4,0.733
160," Reddick, J",BOS,RF,87,254,41,71,18,3,7,28,19,50,1,2,0.28,0.327,0.457,0.784
161," Andrus, E",TEX,SS,150,587,96,164,27,3,5,60,56,74,37,12,0.279,0.347,0.361,0.708
162," Victorino, S",PHI,CF,132,519,95,145,27,16,17,61,55,63,19,3,0.279,0.355,0.491,0.847
163," DeRosa, M",SF,3B,47,86,9,24,2,0,0,12,8,18,1,1,0.279,0.351,0.302,0.653
164," Aybar, E",LAA,SS,143,556,71,155,33,8,10,59,31,68,30,6,0.279,0.322,0.421,0.743
165," Pierre, J",CWS,LF,158,639,80,178,17,4,2,50,43,41,27,17,0.279,0.329,0.327,0.657
166," Punto, N",STL,2B,63,133,21,37,8,4,1,20,25,21,1,1,0.278,0.388,0.421,0.809
167," Schierholtz, N",SF,RF,115,335,42,93,22,1,9,41,21,61,7,4,0.278,0.326,0.43,0.756
168," Polanco, P",PHI,3B,122,469,46,130,14,0,5,50,42,44,3,0,0.277,0.335,0.339,0.674
169," Joyce, M",TB,RF,141,462,69,128,32,2,19,75,49,106,13,1,0.277,0.347,0.478,0.825
170," Keppinger, J",SF,2B,99,379,39,105,20,0,6,35,12,24,0,1,0.277,0.3,0.377,0.677
171," Hudson, D",ARI,P,32,65,5,18,3,0,1,14,3,21,0,0,0.277,0.309,0.369,0.678
172," Denorfia, C",SD,RF,111,307,38,85,13,2,5,19,28,49,11,6,0.277,0.337,0.381,0.718
173," Downs, M",HOU,2B,106,199,29,55,18,0,10,41,17,47,0,0,0.276,0.347,0.518,0.864
174," Infante, O",FLA,2B,148,579,55,160,24,8,7,49,34,67,4,2,0.276,0.315,0.382,0.696
175," Izturis, M",LAA,3B,122,449,51,124,35,0,5,38,33,65,9,6,0.276,0.334,0.388,0.722
176," Rodriguez, A",NYY,3B,99,373,67,103,21,0,16,62,47,80,4,1,0.276,0.362,0.461,0.823
177," Altuve, J",HOU,2B,57,221,26,61,10,1,2,12,5,29,7,3,0.276,0.297,0.357,0.654
178," Barney, D",CHC,2B,143,529,66,146,23,6,2,43,22,67,9,2,0.276,0.313,0.353,0.666
179," Carp, M",ARI,1B,79,290,27,80,17,1,12,46,19,81,0,2,0.276,0.326,0.466,0.791
179," Pagnozzi, M",PIT,C,12,29,2,8,0,0,0,3,1,10,0,0,0.276,0.323,0.276,0.598
181," Byrd, M",CHC,CF,119,446,51,123,22,2,9,35,25,78,3,2,0.276,0.324,0.395,0.719
182," Miles, A",LAD,3B,136,454,49,125,17,3,3,45,25,49,4,3,0.275,0.314,0.346,0.66
183," Lee, C",HOU,1B,155,585,66,161,38,4,18,94,59,60,4,3,0.275,0.342,0.446,0.788
184," Dobbs, G",FLA,3B,134,411,38,113,23,0,8,49,22,83,0,0,0.275,0.311,0.389,0.701
185," Murphy, D",TEX,LF,120,404,46,111,14,2,11,46,33,61,11,6,0.275,0.328,0.401,0.729
186," Jones Jr., C",ATL,3B,126,455,56,125,33,1,18,70,51,80,2,2,0.275,0.344,0.47,0.814
187," Martinez, J",HOU,LF,53,208,29,57,13,0,6,35,13,48,0,1,0.274,0.319,0.423,0.742
188," Walker, N",PIT,2B,159,596,76,163,36,4,12,83,54,112,9,6,0.273,0.334,0.408,0.742
189," Mayberry Jr., J",PHI,LF,104,267,37,73,17,1,15,49,26,55,8,3,0.273,0.341,0.513,0.854
190," Ackley, D",SEA,2B,90,333,39,91,16,7,6,36,40,79,6,0,0.273,0.348,0.417,0.766
191," Kubel, J",MIN,RF,99,366,37,100,21,1,12,58,32,86,1,1,0.273,0.332,0.434,0.766
192," Cabrera, A",CLE,SS,151,604,87,165,32,3,25,92,44,119,17,5,0.273,0.332,0.46,0.792
193," Burroughs, S",ARI,3B,78,110,8,30,4,0,1,8,3,15,1,0,0.273,0.289,0.336,0.626
193," Cain, L",KC,CF,6,22,4,6,1,0,0,1,1,4,0,0,0.273,0.304,0.318,0.623
193," Pascucci, V",NYM,1B,10,11,1,3,0,0,1,2,0,3,0,0,0.273,0.273,0.545,0.818
193," Torrealba, Y",TEX,C,113,396,40,108,27,1,7,37,20,65,0,2,0.273,0.306,0.399,0.705
197," Encarnacion, E",TOR,1B,134,481,70,131,36,0,17,55,43,77,8,2,0.272,0.334,0.453,0.787
198," Kipnis, J",CLE,2B,36,136,24,37,9,1,7,19,11,34,5,0,0.272,0.333,0.507,0.841
199," Harrison, J",PIT,3B,65,195,21,53,13,2,1,16,3,24,4,1,0.272,0.281,0.374,0.656
200," Suzuki, I",SEA,RF,161,677,80,184,22,3,5,47,39,69,40,7,0.272,0.31,0.335,0.645
201," Shuck, J",HOU,CF,37,81,9,22,2,1,0,3,11,7,2,0,0.272,0.359,0.321,0.68
202," Theriot, R",STL,2B,132,442,46,120,26,1,1,47,29,41,4,6,0.271,0.321,0.342,0.662
203," Bourjos, P",LAA,CF,147,502,72,136,26,11,12,43,32,124,22,9,0.271,0.327,0.438,0.765
204," Field, T",COL,SS,16,48,4,13,0,0,0,3,3,14,0,0,0.271,0.314,0.271,0.585
204," Snyder, C",PIT,C,34,96,13,26,3,0,3,17,17,23,0,1,0.271,0.376,0.396,0.772
206," Gentry, C",TEX,CF,64,133,26,36,5,1,1,13,10,27,18,0,0.271,0.347,0.346,0.693
207," Ellis, A",LAD,C,31,85,8,23,1,1,2,11,14,16,0,1,0.271,0.392,0.376,0.769
208," Kotsay, M",MIL,RF,104,233,18,63,13,1,3,31,21,27,3,0,0.27,0.329,0.373,0.703
208," McCann, B",ATL,C,128,466,51,126,19,0,24,71,57,89,3,2,0.27,0.351,0.466,0.817
210," Green, T",MIL,3B,20,37,2,10,3,0,0,1,0,6,0,0,0.27,0.27,0.351,0.622
210," Worth, D",DET,2B,30,37,6,10,2,0,0,3,2,9,0,0,0.27,0.308,0.324,0.632
212," Hairston Jr., J",MIL,SS,120,337,43,91,21,1,5,31,33,46,3,2,0.27,0.344,0.383,0.727
213," Borbon, J",TEX,CF,32,89,10,24,1,3,0,11,3,9,6,2,0.27,0.305,0.348,0.654
214," Hardy, J",BAL,SS,129,527,76,142,27,0,30,80,31,92,0,0,0.269,0.31,0.491,0.801
215," Weeks Jr., R",MIL,2B,118,453,77,122,26,2,20,49,50,107,9,2,0.269,0.35,0.468,0.818
216," Fryer, E",PIT,C,10,26,5,7,0,0,0,0,3,7,1,1,0.269,0.345,0.269,0.614
217," Ramirez, A",CWS,SS,158,614,81,165,31,2,15,70,51,84,7,5,0.269,0.328,0.399,0.727
218," Zobrist, B",TB,2B,156,588,99,158,46,6,20,91,77,128,19,6,0.269,0.353,0.469,0.822
219," Baker, J",CHC,1B,81,201,20,54,12,1,3,23,10,46,0,0,0.269,0.302,0.383,0.685
220," Young, D",DET,LF,124,473,54,127,21,1,12,64,23,85,1,0,0.268,0.302,0.393,0.695
221," Rollins, J",PHI,SS,142,567,87,152,22,2,16,63,58,59,30,8,0.268,0.338,0.399,0.736
222," Thole, J",NYM,C,114,340,22,91,17,0,3,40,38,47,0,2,0.268,0.345,0.344,0.69
223," Paulino, R",NYM,C,78,228,19,61,13,0,2,19,15,38,0,0,0.268,0.312,0.351,0.663
224," Ramos, W",WSH,C,113,389,48,104,22,1,15,52,38,76,0,2,0.267,0.334,0.445,0.779
225," Hanigan, R",CIN,C,91,266,27,71,6,0,6,31,35,32,0,0,0.267,0.356,0.357,0.714
226," Alfonzo, E",COL,C,25,75,2,20,1,0,1,9,3,13,0,0,0.267,0.304,0.32,0.624
226," Jackson, E",STL,P,15,30,2,8,0,0,0,2,1,9,0,1,0.267,0.281,0.267,0.548
226," Lee, D",PIT,1B,113,435,55,116,17,2,19,59,33,110,2,1,0.267,0.325,0.446,0.771
226," Morales, J",COL,C,22,60,6,16,3,0,0,7,9,12,0,1,0.267,0.352,0.317,0.669
226," Revere, B",MIN,RF,117,450,56,120,9,5,0,30,26,41,34,9,0.267,0.31,0.309,0.619
231," Tabata, J",PIT,RF,91,334,53,89,18,1,4,21,40,61,16,7,0.266,0.349,0.362,0.711
232," Davis, C",BAL,1B,59,199,25,53,12,0,5,19,11,63,1,0,0.266,0.305,0.402,0.707
233," Cervelli, F",NYY,C,43,124,17,33,4,0,4,22,9,29,4,1,0.266,0.324,0.395,0.719
234," Fowler, D",COL,CF,125,481,84,128,35,15,5,45,68,130,12,9,0.266,0.363,0.432,0.796
235," Brantley, M",CLE,CF,114,451,63,120,24,4,7,46,34,76,13,5,0.266,0.318,0.384,0.702
236," Sanchez, G",FLA,1B,159,572,72,152,35,0,19,78,74,97,3,1,0.266,0.352,0.427,0.779
237," Bloomquist, W",ARI,SS,97,350,44,93,10,2,4,26,23,51,20,10,0.266,0.317,0.34,0.657
238," Nunez, E",NYY,3B,112,309,38,82,18,2,5,30,22,37,22,6,0.265,0.313,0.385,0.698
239," Cairo, M",CIN,3B,102,245,33,65,8,2,8,33,18,36,3,4,0.265,0.33,0.412,0.742
240," DeWitt, B",CHC,2B,121,230,21,61,11,4,5,26,12,31,1,0,0.265,0.305,0.413,0.718
241," Sweeney, R",OAK,RF,108,264,34,70,11,3,1,25,33,48,1,1,0.265,0.346,0.341,0.687
242," Lucroy, J",MIL,C,136,430,45,114,16,1,12,59,29,99,2,1,0.265,0.313,0.391,0.703
243," Petersen, B",FLA,LF,74,204,18,54,13,3,2,10,26,49,7,1,0.265,0.357,0.387,0.744
244," Span, D",MIN,CF,70,284,37,75,11,5,2,16,27,36,6,1,0.264,0.328,0.359,0.687
245," Pennington, C",OAK,SS,148,515,57,136,26,2,8,58,42,104,14,9,0.264,0.319,0.369,0.687
246," Descalso, D",STL,SS,148,326,35,86,20,3,1,28,33,65,2,2,0.264,0.334,0.353,0.687
247," Crisp, C",OAK,CF,136,531,69,140,27,5,8,54,41,65,49,9,0.264,0.314,0.379,0.693
248," Maybin, C",SD,CF,137,516,82,136,24,8,9,40,44,125,40,8,0.264,0.323,0.393,0.716
249," Moustakas, M",KC,3B,89,338,26,89,18,1,5,30,22,51,2,0,0.263,0.309,0.367,0.675
250," Cruz, N",TEX,RF,124,475,64,125,28,1,29,87,33,116,9,5,0.263,0.312,0.509,0.821
250," Gillaspie, C",SF,3B,15,19,2,5,0,0,1,2,2,1,0,0,0.263,0.333,0.421,0.754
