Player,Team,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG¡¿,OBP,SLG,OPS
" Garza, M",MIL,P,5,10,0,1,0,0,0,1,0,5,0,0,0.1,0.1,0.1,0.2
" Taillon, J",PIT,P,5,10,1,1,0,0,0,0,0,3,0,0,0.1,0.1,0.1,0.2
" Urena, J",MIA,P,7,10,1,1,0,0,0,0,0,3,0,0,0.1,0.1,0.1,0.2
" Davies, Z",MIL,P,9,11,1,1,0,0,0,0,2,2,0,0,0.091,0.231,0.091,0.322
" Eflin, Z",PHI,P,5,11,1,1,0,0,0,0,0,7,0,0,0.091,0.091,0.091,0.182
" Eickhoff, J",PHI,P,7,11,1,1,0,0,0,0,0,5,0,0,0.091,0.091,0.091,0.182
" Sanchez, H",SD,C,18,22,1,2,0,0,1,3,2,9,0,0,0.091,0.167,0.227,0.394
" Stubbs, D",TEX,CF,10,22,0,2,0,0,0,0,2,9,0,0,0.091,0.167,0.091,0.258
" Torrens, L",SD,C,13,23,0,2,0,0,0,1,1,7,0,0,0.087,0.16,0.087,0.247
" Gsellman, R",NYM,P,10,12,0,1,0,0,0,1,1,5,0,0,0.083,0.154,0.083,0.237
" Nieuwenhuis, K",MIL,CF,15,25,3,2,1,0,1,1,4,15,0,0,0.08,0.233,0.24,0.473
" Maeda, K",LAD,P,7,13,0,1,0,0,0,0,0,0,0,0,0.077,0.077,0.077,0.154
" Moore, M",SF,P,8,13,1,1,0,0,0,2,0,6,0,0,0.077,0.077,0.077,0.154
" Perez, C",LAA,C,5,13,0,1,0,0,0,1,0,4,0,0,0.077,0.077,0.077,0.154
" Wood, A",LAD,P,8,13,1,1,0,0,0,2,0,9,0,0,0.077,0.077,0.077,0.154
" Maile, L",TOR,C,13,40,2,3,0,0,1,1,2,6,1,0,0.075,0.14,0.15,0.29
" Anderson, T",COL,P,8,14,1,1,0,0,0,0,0,8,0,0,0.071,0.071,0.071,0.143
" Chatwood, T",COL,P,8,14,0,1,0,0,0,0,0,3,0,0,0.071,0.071,0.071,0.143
" Freeman, M",SEA,2B,15,28,3,2,0,0,1,1,3,8,0,0,0.071,0.161,0.179,0.34
" Hellickson, J",PHI,P,8,14,0,1,0,1,0,1,1,3,0,0,0.071,0.133,0.214,0.348
" Koehler, T",MIA,P,7,14,0,1,0,0,0,0,0,9,0,0,0.071,0.071,0.071,0.143
" Lynn, L",STL,P,8,15,1,1,0,0,0,0,0,8,0,0,0.067,0.125,0.067,0.192
" Nelson, J",MIL,P,8,15,0,1,0,0,0,1,0,9,0,0,0.067,0.067,0.067,0.133
" Arroyo, B",CIN,P,8,16,0,1,0,0,0,0,0,7,0,0,0.063,0.063,0.063,0.125
" Corbin, P",ARI,P,10,16,2,1,0,0,0,0,2,9,0,0,0.063,0.167,0.063,0.229
" Walker, T",ARI,P,8,16,1,1,0,0,0,0,1,7,0,0,0.063,0.118,0.063,0.18
" Samardzija, J",SF,P,9,17,0,1,0,0,0,0,0,7,0,0,0.059,0.059,0.059,0.118
" Cueto, J",SF,P,9,18,1,1,0,0,0,1,0,5,0,0,0.056,0.056,0.056,0.111
" May, J",CWS,CF,15,36,2,2,0,0,0,3,3,17,0,0,0.056,0.15,0.056,0.206
" Greinke, Z",ARI,P,10,19,1,1,0,0,0,0,1,6,0,0,0.053,0.1,0.053,0.153
" Gosewisch, T",SEA,C,8,21,1,1,0,0,0,0,1,12,0,0,0.048,0.091,0.048,0.139
" Saltalamacchia, J",TOR,C,10,25,1,1,0,0,0,0,1,16,0,0,0.04,0.077,0.04,0.117
" Adames, C",COL,SS,12,13,1,0,0,0,0,0,1,6,0,0,0,0.071,0,0.071
" Astin, B",CIN,P,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Avilan, L",LAD,P,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Aviles, M",MIA,SS,3,5,0,0,0,0,0,0,1,1,0,0,0,0.286,0,0.286
" Baez, P",LAD,P,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Barbato, J",PIT,P,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Bauer, T",CLE,P,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Bormann, J",PIT,C,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Bostick, C",PIT,2B,3,4,0,0,0,0,0,0,1,2,0,1,0,0.2,0,0.2
" Bradley, A",ARI,P,12,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
" Brice, A",CIN,P,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Buchholz, C",PHI,P,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
" Butler, E",CHC,P,1,1,0,0,0,0,0,0,1,1,0,0,0,0.5,0,0.5
" Cobb, A",TB,P,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
" Cole, A",WSH,P,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Colon, B",ATL,P,6,10,1,0,0,0,0,0,0,7,0,0,0,0,0,0
" Cosart, J",SD,P,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Delgado, R",ARI,P,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Despaigne, O",MIA,P,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Duensing, B",CHC,P,13,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
" Edwards Jr., C",CHC,P,17,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
" Ellington, B",MIA,P,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Ervin, P",CIN,RF,3,2,0,0,0,0,0,0,1,0,0,0,0,0.333,0,0.333
" Estrada, M",TOR,P,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
" Federowicz, T",SF,C,2,2,0,0,0,0,0,0,1,1,0,0,0,0.333,0,0.333
" Feldman, S",CIN,P,9,14,0,0,0,0,0,0,0,6,0,0,0,0,0,0
" Feliz, M",HOU,P,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Finnegan, B",CIN,P,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Floro, D",CHC,P,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Foltynewicz, M",ATL,P,8,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0
" Freeman, S",ATL,P,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Garcia, J",ATL,P,5,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0
" Garrett, A",CIN,P,7,14,1,0,0,0,0,0,0,6,0,0,0,0,0,0
" Gausman, K",BAL,P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Gray, J",COL,P,3,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0
" Green, G",WSH,2B,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
" Griffin, A",TEX,P,1,3,0,0,0,0,0,0,1,3,0,0,0,0.25,0,0.25
" Grimm, J",CHC,P,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Harvey, M",NYM,P,8,17,0,0,0,0,0,0,0,6,0,0,0,0,0,0
" Hernandez, A",CIN,P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Higashioka, K",NYY,C,9,18,2,0,0,0,0,0,2,6,0,0,0,0.1,0,0.1
" Hill, R",LAD,P,3,4,0,0,0,0,0,0,0,2,0,0,0,0.2,0,0.2
" Hoffman, J",COL,P,2,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0
" Kemp, T",HOU,2B,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
" Kendrick, K",BOS,P,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Keuchel, D",HOU,P,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
" Kontos, G",SF,P,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Kuhl, C",PIT,P,8,8,0,0,0,0,0,0,1,2,0,0,0,0.111,0,0.111
" LaMarre, R",OAK,LF,3,7,0,0,0,0,0,0,1,3,0,0,0,0.125,0,0.125
" Latos, M",TOR,P,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Lawrence, C",SEA,P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Lee, Z",SD,P,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Leiter Jr., M",PHI,P,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Lindblom, J",PIT,P,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Lombardozzi Jr., S",MIA,2B,2,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0
" Machi, J",SEA,P,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Marinez, J",MIL,P,15,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Martinez, N",TEX,P,1,1,0,0,0,0,0,0,1,1,0,0,0,0.5,0,0.5
" McCullers Jr., L",HOU,P,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" McGowan, D",MIA,P,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Miller, S",ARI,P,4,6,2,0,0,0,0,0,2,3,0,0,0,0.333,0,0.333
" Miranda, A",SEA,P,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
" Montero, R",NYM,P,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Montgomery, J",NYY,P,2,3,0,0,0,0,0,0,2,2,0,0,0,0.4,0,0.4
" Montgomery, M",CHC,P,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Musgrove, J",HOU,P,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Nicolino, J",MIA,P,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Nova, I",PIT,P,8,16,0,0,0,0,0,0,0,12,0,0,0,0,0,0
" Nuno, V",BAL,P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Odorizzi, J",TB,P,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Okert, S",SF,P,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Olson, M",OAK,RF,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
" Phelps, D",MIA,P,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Pomeranz, D",BOS,P,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Porcello, R",BOS,P,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
" Reed, C",CIN,P,7,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
" Refsnyder, R",NYY,1B,3,3,1,0,0,0,0,0,1,1,0,0,0,0.25,0,0.25
" Robinson, D",TEX,3B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Rodriguez, E",BOS,P,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0
" Romero, E",WSH,P,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Ruiz, R",ATL,3B,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Sabathia, C",NYY,P,2,3,0,0,0,0,0,0,1,2,0,0,0,0.25,0,0.25
" Scahill, R",MIL,P,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Severino, L",NYY,P,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Sewald, P",NYM,P,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Shipley, B",ARI,P,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Shreve, C",NYY,P,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Sipp, T",HOU,P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Smith Jr., D",TOR,LF,1,2,0,0,0,0,0,0,1,1,0,0,0,0.333,0,0.333
" Smoker, J",NYM,P,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Socolovich, M",STL,P,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Stammen, C",SD,P,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Storen, D",CIN,P,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Straily, D",MIA,P,7,10,0,0,0,0,0,1,0,6,0,0,0,0,0,0
" Stripling, R",LAD,P,14,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0
" Tanaka, M",NYY,P,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
" Tapia, R",COL,CF,5,11,0,0,0,0,0,0,1,4,0,0,0,0.083,0,0.083
" Telis, T",MIA,C,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Tepera, R",TOR,P,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Thompson, T",LAD,CF,3,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0
" Tomlin, J",CLE,P,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
" Turner, J",WSH,P,7,3,0,0,0,0,0,0,1,0,0,0,0,0.25,0,0.25
" Verlander, J",DET,P,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
" Watson, T",PIT,P,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Weaver, J",SD,P,7,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0
" Wilk, A",MIN,P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Williams, T",PIT,P,8,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0
" Wisler, M",ATL,P,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Wittgren, N",MIA,P,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Zastryzny, R",CHC,P,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Abad, F",BOS,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Albers, M",WSH,P,15,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Allen, C",CLE,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Altavilla, D",SEA,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Armstrong, S",CLE,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Asher, A",BAL,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Barnes, D",TOR,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Barnes, J",MIL,P,22,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Barnes, M",BOS,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Barraclough, K",MIA,P,15,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Bastardo, A",PIT,P,5,0,0,0,0,0,0,0,1,0,0,0,.---,1,.---,1
" Belisle, M",MIN,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Bell, C",DET,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Benoit, J",PHI,P,17,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Betances, D",NYY,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Biagini, J",TOR,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Blanton, J",WSH,P,13,0,0,0,0,0,0,0,1,0,0,0,.---,1,.---,1
" Blevins, J",NYM,P,24,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Bowman, M",STL,P,18,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Brach, B",BAL,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Bracho, S",ARI,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Breslow, C",MIN,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Broxton, J",STL,P,13,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Buchter, R",SD,P,16,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Carle, S",COL,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Casilla, S",OAK,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Cecil, B",STL,P,19,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Chafin, A",ARI,P,18,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Chapman, A",NYY,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Cingrani, T",CIN,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Claudio, A",TEX,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Clippard, T",NYY,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Collmenter, J",ATL,P,9,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Colome, A",TB,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Davis, W",CHC,P,17,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Dayton, G",LAD,P,14,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" De La Rosa, J",ARI,P,18,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Devenski, C",HOU,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Diaz, E",SEA,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Diaz, J",TB,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Diaz, M",SD,P,16,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Drake, O",MIL,P,15,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Dunn, M",COL,P,15,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Edgin, J",NYM,P,20,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Esch, J",SD,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Estevez, C",COL,P,13,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Familia, J",NYM,P,11,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Farquhar, D",TB,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Feliz, N",MIL,P,17,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Fields, J",LAD,P,17,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Fiers, M",HOU,P,1,0,1,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Garcia, J",MIA,P,12,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Garcia, L",PHI,P,7,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Gearrin, C",SF,P,16,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Giles, K",HOU,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Givens, M",BAL,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Glover, K",WSH,P,14,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Goforth, D",MIL,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Gomez, J",PHI,P,9,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Gore, T",KC,OF,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Grace, M",WSH,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Green, C",NYY,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Greene, S",DET,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Gregerson, L",HOU,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Grilli, J",TOR,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Guerra, J",MIL,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Guthrie, J",WSH,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Haley, J",MIN,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Hand, B",SD,P,17,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Hardy, B",DET,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Harris, W",HOU,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Hart, D",BAL,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Hatcher, C",LAD,P,14,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Hembree, H",BOS,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Hernandez, T",HOU,RF,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Holder, J",NYY,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Holland, G",COL,P,17,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Holmberg, D",CWS,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Hoover, J",ARI,P,17,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Howell, J",TOR,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Hoyt, J",HOU,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Hudson, D",PIT,P,17,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Hughes, J",MIL,P,17,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Hunter, T",TB,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Jackson, L",ATL,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Johnson, J",ATL,P,15,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Jungmann, T",MIL,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Kela, K",TEX,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Kelley, S",WSH,P,14,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Kelly, J",BOS,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Kimbrel, C",BOS,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Knebel, C",MIL,P,21,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Krol, I",ATL,P,15,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Law, D",SF,P,20,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Layne, T",NYY,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Leone, D",TOR,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Liberatore, A",LAD,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Logan, B",CLE,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Loup, A",TOR,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Lyons, T",STL,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Maurer, B",SD,P,14,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" McAllister, Z",CLE,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" McFarland, T",ARI,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" McGee, J",COL,P,15,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Melancon, M",SF,P,10,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Miller, A",CLE,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Mitchell, B",NYY,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Morris, B",SF,P,7,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Motte, J",ATL,P,7,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Neris, H",PHI,P,18,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Neshek, P",PHI,P,15,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Neverauskas, D",PIT,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Nicasio, J",PIT,P,16,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" O'Day, D",BAL,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" O'Flaherty, E",ATL,P,18,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Oberg, S",COL,P,18,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Oh, S",STL,P,18,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Osich, J",SF,P,8,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Osuna, R",TOR,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Otero, D",CLE,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Ottavino, A",COL,P,16,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Overton, D",SEA,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Pazos, J",SEA,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Peacock, B",HOU,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Pena, F",CHC,P,2,0,0,0,0,0,0,0,1,0,0,0,.---,1,.---,1
" Peralta, W",CIN,P,17,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Perez, O",WSH,P,11,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Quackenbush, K",SD,P,6,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Qualls, C",COL,P,7,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Ramirez, E",TB,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Ramirez, J",ATL,P,16,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Ramirez, N",NYM,P,9,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Ramos, A",MIA,P,13,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Ramos, E",PHI,P,17,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Reed, A",NYM,P,21,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Rivero, F",PIT,P,19,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Robles, H",NYM,P,20,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Rodney, F",ARI,P,17,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Rodriguez, J",PHI,P,18,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Roe, C",ATL,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Romano, S",CIN,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Romo, S",LAD,P,17,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Rondon, H",CHC,P,16,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
" Rosenthal, T",STL,P,16,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,0
